word_phonemic,word_ab,meaning,category,language,match_type,edit_distance,gorila_id,site,seq_type,found_in_both,matched_substring,context
pata-,PATA,foot,luwian_body_parts,luwian,fuzzy_d1,1,HT41a,Haghia Triada - Villa Magazine,conventional,False,PAJA,*DANI𐄁PAJADOUBLE
piya-,PIJA,to give,luwian_verb,luwian,fuzzy_d1,1,HT41a,Haghia Triada - Villa Magazine,conventional,False,PAJA,*DANI𐄁PAJADOUBLE
tede-,TETE,father,lycian_kinship,lycian,fuzzy_d1,1,HT42+59,Haghia Triada - Villa Magazine,conventional,True,SETE,TA𐄁SI+SETE𐄁OLE+K
malli-,MALI,to grind,luwian_verb,luwian,fuzzy_d1,1,HT43,Haghia Triada - Villa Magazine,conventional,False,MASI,MASIDU𐄁PA*
kup-,KUPA,"to plan, devise",luwian_agriculture_trade,luwian,fuzzy_d1,1,HT47a,Haghia Triada - Villa Magazine,conventional,True,KUNA,TU+RO𐄁KUNATUDUUP
xupa-,KUPA,tomb,lycian_agriculture_trade,lycian,fuzzy_d1,1,HT47a,Haghia Triada - Villa Magazine,conventional,True,KUNA,TU+RO𐄁KUNATUDUUP
nāna-,NANA,brother (?),luwian_kinship,luwian,fuzzy_d1,1,HT47b,Haghia Triada - Villa Magazine,conventional,False,RANA,RANARE𐝫𐝫
tarri-,TARI,three,luwian_number,luwian,fuzzy_d1,1,HT49a,Haghia Triada - Villa Magazine,conventional,True,TATI,𐝫𐄁RADUTATI𐄁𐝫RIKI
-tari,TARI,middle voice 3sg [Mediopassive marker],luwian_suffix,luwian,fuzzy_d1,1,HT49a,Haghia Triada - Villa Magazine,conventional,True,TATI,𐝫𐄁RADUTATI𐄁𐝫RIKI
tbi-,TAPI,one (numeral '1'),lycian_number,lycian,fuzzy_d1,1,HT49a,Haghia Triada - Villa Magazine,conventional,True,TATI,𐝫𐄁RADUTATI𐄁𐝫RIKI
tri-,TARI,three,lycian_number,lycian,fuzzy_d1,1,HT49a,Haghia Triada - Villa Magazine,conventional,True,TATI,𐝫𐄁RADUTATI𐄁𐝫RIKI
zida-,ZITA,"man, male",luwian_kinship,luwian,fuzzy_d1,1,HT49b,Haghia Triada - Villa Magazine,conventional,True,UITA,"𐝫KUITA—𐝫𐝫𐝫,P"
pddẽ-,PATE,place,lycian_agriculture_trade,lycian,fuzzy_d1,1,HT49b,Haghia Triada - Villa Magazine,conventional,True,PTE,"A—𐝫𐝫𐝫,PTE𐝫𐝫"
ziti-,SITI,"man, citizen",luwian_social_political,luwian,fuzzy_d1,1,HT51a,Haghia Triada - Villa Magazine,conventional,False,SETI,𐄁TE𐄁SETINI𐝫𐝫𐝫N
tese-,TESE,"oath, agreement",lycian_agriculture_trade,lycian,fuzzy_d1,1,HT51a,Haghia Triada - Villa Magazine,conventional,False,TE𐄁SE,𐄁TE𐄁SETINI𐝫𐝫
-šša-,SASA,"iterative/durative [Verbal suffix, also in toponyms]",luwian_suffix,luwian,fuzzy_d1,1,HT52a,Haghia Triada - Villa Magazine,conventional,False,SAMA,SAMA𐄁TE𐄁KA
kbi-,KAPI,two (numeral '2'),lycian_number,lycian,fuzzy_d1,1,HT52a,Haghia Triada - Villa Magazine,conventional,False,KAKI,MA𐄁TE𐄁KAKI𐝫𐝫𐝫
temi-,TEMI,forest,luwian_nature,luwian,fuzzy_d1,1,HT55b,Haghia Triada - Villa Magazine,conventional,False,TERI,TERII𐝫𐝫𐝫
tarri-,TARI,three,luwian_number,luwian,fuzzy_d1,1,HT55b,Haghia Triada - Villa Magazine,conventional,False,TERI,TERII𐝫𐝫𐝫
-tari,TARI,middle voice 3sg [Mediopassive marker],luwian_suffix,luwian,fuzzy_d1,1,HT55b,Haghia Triada - Villa Magazine,conventional,False,TERI,TERII𐝫𐝫𐝫
tri-,TARI,three,lycian_number,lycian,fuzzy_d1,1,HT55b,Haghia Triada - Villa Magazine,conventional,False,TERI,TERII𐝫𐝫𐝫
tār-,TARA,tree/wood,luwian_nature,luwian,fuzzy_d1,1,HT58,Haghia Triada - Villa Magazine,conventional,False,TIRA,QETIRADU𐄁VIR
tura-,TURA,"land, earth",lycian_nature,lycian,fuzzy_d1,1,HT58,Haghia Triada - Villa Magazine,conventional,False,TIRA,QETIRADU𐄁VIR
ziti-,SITI,"man, citizen",luwian_social_political,luwian,fuzzy_d1,1,HT61,Haghia Triada - Villa Magazine,conventional,True,MITI,𐝫MITI𐄁GRA+K
iššari-,ISARI,hand,luwian_body_parts,luwian,fuzzy_d1,1,HT62+73,Haghia Triada - Villa Magazine,conventional,False,ISARO,UKU𐄁PAISARO𐝫𐝫𐝫TA𐝫
ēšḫar-,ESARA,blood,luwian_body_parts,luwian,fuzzy_d1,1,HT62+73,Haghia Triada - Villa Magazine,conventional,False,SARA,SARA𐄁TE𐄁VI
wār-,WARA,water,luwian_agriculture_trade,luwian,fuzzy_d1,1,HT62+73,Haghia Triada - Villa Magazine,conventional,False,SARA,SARA𐄁TE𐄁VI
kup-,KUPA,"to plan, devise",luwian_agriculture_trade,luwian,fuzzy_d1,1,HT62+73,Haghia Triada - Villa Magazine,conventional,False,KU𐄁PA,¹⁄KANUKU𐄁PAISARO𐝫
tār-,TARA,tree/wood,luwian_nature,luwian,fuzzy_d1,1,HT62+73,Haghia Triada - Villa Magazine,conventional,False,SARA,SARA𐄁TE𐄁VI
pānkʷ-,PAKU,five,luwian_number,luwian,fuzzy_d1,1,HT62+73,Haghia Triada - Villa Magazine,conventional,True,KAKU,𐄁GRA¹⁄KAKU*BTIDI
-šša-,SASA,"iterative/durative [Verbal suffix, also in toponyms]",luwian_suffix,luwian,fuzzy_d1,1,HT62+73,Haghia Triada - Villa Magazine,conventional,False,SARA,SARA𐄁TE𐄁VI
-war,WARA,verbal noun [Gerundive/verbal noun],luwian_suffix,luwian,fuzzy_d1,1,HT62+73,Haghia Triada - Villa Magazine,conventional,False,SARA,SARA𐄁TE𐄁VI
izre-,ISARE,hand,lycian_body_parts,lycian,fuzzy_d1,1,HT62+73,Haghia Triada - Villa Magazine,conventional,False,ISARO,UKU𐄁PAISARO𐝫𐝫𐝫TA𐝫
xupa-,KUPA,tomb,lycian_agriculture_trade,lycian,fuzzy_d1,1,HT62+73,Haghia Triada - Villa Magazine,conventional,False,KU𐄁PA,¹⁄KANUKU𐄁PAISARO𐝫
gant-,KATA,tooth,luwian_body_parts,luwian,fuzzy_d1,1,HT63,Haghia Triada - Villa Magazine,conventional,False,KATI,*𐄁TEKATISUPU𐝫𐝫
kbi-,KAPI,two (numeral '2'),lycian_number,lycian,fuzzy_d1,1,HT63,Haghia Triada - Villa Magazine,conventional,False,KATI,*𐄁TEKATISUPU𐝫𐝫
aruna-,ARUNA,sea,luwian_nature,luwian,fuzzy_d1,1,HT64,Haghia Triada - Villa Magazine,conventional,False,ARUMA,UZUNANARUMA*M𐝫𐝫𐄌𐝫
arma-,ARAMA,moon,luwian_nature,luwian,fuzzy_d1,1,HT64,Haghia Triada - Villa Magazine,conventional,False,ARUMA,UZUNANARUMA*M𐝫𐝫𐄌𐝫
kuen-,KUNA,"to kill, strike",luwian_verb,luwian,fuzzy_d1,1,HT64,Haghia Triada - Villa Magazine,conventional,False,ZUNA,𐝫KUZUNANARUMA
zida-,ZITA,"man, male",luwian_kinship,luwian,fuzzy_d1,1,HT66,Haghia Triada - Villa Magazine,conventional,False,DITA,IR+[]𐄁DITARE𐝫NE𐄇
tār-,TARA,tree/wood,luwian_nature,luwian,fuzzy_d1,1,HT66,Haghia Triada - Villa Magazine,conventional,False,TARE,+[]𐄁DITARE𐝫NE𐄇𐝫
tarri-,TARI,three,luwian_number,luwian,fuzzy_d1,1,HT66,Haghia Triada - Villa Magazine,conventional,False,TARE,+[]𐄁DITARE𐝫NE𐄇𐝫
-tari,TARI,middle voice 3sg [Mediopassive marker],luwian_suffix,luwian,fuzzy_d1,1,HT66,Haghia Triada - Villa Magazine,conventional,False,TARE,+[]𐄁DITARE𐝫NE𐄇𐝫
izre-,ISARE,hand,lycian_body_parts,lycian,fuzzy_d1,1,HT66,Haghia Triada - Villa Magazine,conventional,False,ITARE,R+[]𐄁DITARE𐝫NE𐄇𐝫
tri-,TARI,three,lycian_number,lycian,fuzzy_d1,1,HT66,Haghia Triada - Villa Magazine,conventional,False,TARE,+[]𐄁DITARE𐝫NE𐄇𐝫
malli-,MALI,to grind,luwian_verb,luwian,fuzzy_d1,1,HT69,Haghia Triada - Villa Magazine,conventional,False,MADI,𐝫MADI𐝫DI𐄐𐄈𐝫
-šša-,SASA,"iterative/durative [Verbal suffix, also in toponyms]",luwian_suffix,luwian,fuzzy_d1,1,HT70,Haghia Triada - Villa Magazine,conventional,True,QASA,NI𐄁TEQASA¹⁄I𐝫𐄉𐝫
ziti-,SITI,"man, citizen",luwian_social_political,luwian,fuzzy_d1,1,HT72,Haghia Triada - Villa Magazine,conventional,False,SIVI,SIVIR+[]𐄁𐝫
pata-,PATA,foot,luwian_body_parts,luwian,fuzzy_d1,1,HT79+83,Haghia Triada - Villa Magazine,conventional,False,PATU,𐄁*KADAPATUPARITU
gant-,KATA,tooth,luwian_body_parts,luwian,fuzzy_d1,1,HT79+83,Haghia Triada - Villa Magazine,conventional,True,KADA,I𐄁*KADAPATUPA
kup-,KUPA,"to plan, devise",luwian_agriculture_trade,luwian,fuzzy_d1,1,HT79+83,Haghia Triada - Villa Magazine,conventional,False,TUPA,KADAPATUPARITU𐄁K
zuppari-,SUPARI,torch,luwian_agriculture_trade,luwian,fuzzy_d1,1,HT79+83,Haghia Triada - Villa Magazine,conventional,False,TUPARI,KADAPATUPARITU𐄁KUZ
tūwa-,TUWA,"to put, place",luwian_verb,luwian,fuzzy_d1,1,HT79+83,Haghia Triada - Villa Magazine,conventional,False,TUPA,KADAPATUPARITU𐄁K
tuwā-,TUWA,to look at,luwian_verb,luwian,fuzzy_d1,1,HT79+83,Haghia Triada - Villa Magazine,conventional,False,TUPA,KADAPATUPARITU𐄁K
tuw(a)-,TUWA,two,luwian_number,luwian,fuzzy_d1,1,HT79+83,Haghia Triada - Villa Magazine,conventional,False,TUPA,KADAPATUPARITU𐄁K
tarri-,TARI,three,luwian_number,luwian,fuzzy_d1,1,HT79+83,Haghia Triada - Villa Magazine,conventional,False,PARI,DAPATUPARITU𐄁KUZ
pānkʷ-,PAKU,five,luwian_number,luwian,fuzzy_d1,1,HT79+83,Haghia Triada - Villa Magazine,conventional,False,PATU,𐄁*KADAPATUPARITU
-tari,TARI,middle voice 3sg [Mediopassive marker],luwian_suffix,luwian,fuzzy_d1,1,HT79+83,Haghia Triada - Villa Magazine,conventional,False,PARI,DAPATUPARITU𐄁KUZ
pddẽ-,PATE,place,lycian_agriculture_trade,lycian,fuzzy_d1,1,HT79+83,Haghia Triada - Villa Magazine,conventional,False,PATU,𐄁*KADAPATUPARITU
xupa-,KUPA,tomb,lycian_agriculture_trade,lycian,fuzzy_d1,1,HT79+83,Haghia Triada - Villa Magazine,conventional,False,TUPA,KADAPATUPARITU𐄁K
tura-,TURA,"land, earth",lycian_nature,lycian,fuzzy_d1,1,HT79+83,Haghia Triada - Villa Magazine,conventional,False,TUPA,KADAPATUPARITU𐄁K
tbi-,TAPI,one (numeral '1'),lycian_number,lycian,fuzzy_d1,1,HT79+83,Haghia Triada - Villa Magazine,conventional,False,TAPU,"UZU𐝫𐄉𐝫TAPU𐝫𐝫,SWI"
tri-,TARI,three,lycian_number,lycian,fuzzy_d1,1,HT79+83,Haghia Triada - Villa Magazine,conventional,False,PARI,DAPATUPARITU𐄁KUZ
Ḫattuša,ATUSA,toponym: Ḫattuša,toponym,anatolian,fuzzy_d1,1,HT79+83,Haghia Triada - Villa Magazine,conventional,False,ATUPA,*KADAPATUPARITU𐄁K
tura-,TURA,"land, earth",lycian_nature,lycian,fuzzy_d1,1,HT80,Haghia Triada - Villa Magazine,conventional,False,JURA,𐝫JURA𐝫𐝫𐝫
tār-,TARA,tree/wood,luwian_nature,luwian,fuzzy_d1,1,HT85a,Haghia Triada - Casa Room 7,conventional,False,TARO,REKUROTARO𐝫𐝫𐄕𐄌
tarri-,TARI,three,luwian_number,luwian,fuzzy_d1,1,HT85a,Haghia Triada - Casa Room 7,conventional,False,DARI,IR+[]𐄁DARIDANIUZ
-tari,TARI,middle voice 3sg [Mediopassive marker],luwian_suffix,luwian,fuzzy_d1,1,HT85a,Haghia Triada - Casa Room 7,conventional,False,DARI,IR+[]𐄁DARIDANIUZ
tede-,TETE,father,lycian_kinship,lycian,fuzzy_d1,1,HT85a,Haghia Triada - Casa Room 7,conventional,False,TEKE,A*KUZUTEKEDAREKU
arina-,ARINA,"spring, water source",lycian_agriculture_trade,lycian,fuzzy_d1,1,HT85a,Haghia Triada - Casa Room 7,conventional,False,ARIDA,R+[]𐄁DARIDANIUZAD
tese-,TESE,"oath, agreement",lycian_agriculture_trade,lycian,fuzzy_d1,1,HT85a,Haghia Triada - Casa Room 7,conventional,False,TEKE,A*KUZUTEKEDAREKU
arina-,ARINA,"spring, source",lycian_nature,lycian,fuzzy_d1,1,HT85a,Haghia Triada - Casa Room 7,conventional,False,ARIDA,R+[]𐄁DARIDANIUZAD
tri-,TARI,three,lycian_number,lycian,fuzzy_d1,1,HT85a,Haghia Triada - Casa Room 7,conventional,False,DARI,IR+[]𐄁DARIDANIUZ
Arinna,ARINA,toponym: Arinna,toponym,anatolian,fuzzy_d1,1,HT85a,Haghia Triada - Casa Room 7,conventional,False,ARIDA,R+[]𐄁DARIDANIUZAD
pata-,PATA,foot,luwian_body_parts,luwian,fuzzy_d1,1,HT85b,Haghia Triada - Casa Room 7,conventional,False,PATE,TAQEKAPATETUZADI
gant-,KATA,tooth,luwian_body_parts,luwian,fuzzy_d1,1,HT85b,Haghia Triada - Casa Room 7,conventional,False,KAPA,RETAQEKAPATETUZA
kup-,KUPA,"to plan, devise",luwian_agriculture_trade,luwian,fuzzy_d1,1,HT85b,Haghia Triada - Casa Room 7,conventional,False,KAPA,RETAQEKAPATETUZA
tūwa-,TUWA,"to put, place",luwian_verb,luwian,fuzzy_d1,1,HT85b,Haghia Triada - Casa Room 7,conventional,False,TUZA,KAPATETUZADISEDU
tuwā-,TUWA,to look at,luwian_verb,luwian,fuzzy_d1,1,HT85b,Haghia Triada - Casa Room 7,conventional,False,TUZA,KAPATETUZADISEDU
tuw(a)-,TUWA,two,luwian_number,luwian,fuzzy_d1,1,HT85b,Haghia Triada - Casa Room 7,conventional,False,TUZA,KAPATETUZADISEDU
tede-,TETE,father,lycian_kinship,lycian,fuzzy_d1,1,HT85b,Haghia Triada - Casa Room 7,conventional,False,TETU,QEKAPATETUZADISE
xupa-,KUPA,tomb,lycian_agriculture_trade,lycian,fuzzy_d1,1,HT85b,Haghia Triada - Casa Room 7,conventional,False,KAPA,RETAQEKAPATETUZA
tura-,TURA,"land, earth",lycian_nature,lycian,fuzzy_d1,1,HT85b,Haghia Triada - Casa Room 7,conventional,False,TUZA,KAPATETUZADISEDU
kbi-,KAPI,two (numeral '2'),lycian_number,lycian,fuzzy_d1,1,HT85b,Haghia Triada - Casa Room 7,conventional,False,KAPA,RETAQEKAPATETUZA
warwala-,WAWA,"seed, offspring",luwian_kinship,luwian,fuzzy_d1,1,HT86a,Haghia Triada - Casa Room 7,conventional,False,RAWA,DERUQARAWA—ADU𐄁D
tawa-,TAWA,eye,luwian_body_parts,luwian,fuzzy_d1,1,HT86a,Haghia Triada - Casa Room 7,conventional,False,RAWA,DERUQARAWA—ADU𐄁D
wār-,WARA,water,luwian_agriculture_trade,luwian,fuzzy_d1,1,HT86a,Haghia Triada - Casa Room 7,conventional,False,QARA,DIDERUQARAWA—ADU
tār-,TARA,tree/wood,luwian_nature,luwian,fuzzy_d1,1,HT86a,Haghia Triada - Casa Room 7,conventional,False,QARA,DIDERUQARAWA—ADU
temi-,TEMI,forest,luwian_nature,luwian,fuzzy_d1,1,HT86a,Haghia Triada - Casa Room 7,conventional,False,MEMI,ADU𐄁DAMEMINUTE
arma-,ARAMA,moon,luwian_nature,luwian,fuzzy_d1,1,HT86a,Haghia Triada - Casa Room 7,conventional,False,ARAWA,IDERUQARAWA—ADU𐄁D
walā-,WALA,to die,luwian_verb,luwian,fuzzy_d1,1,HT86a,Haghia Triada - Casa Room 7,conventional,False,WA—A,RUQARAWA—ADU𐄁DAM
kuen-,KUNA,"to kill, strike",luwian_verb,luwian,fuzzy_d1,1,HT86a,Haghia Triada - Casa Room 7,conventional,False,KUNI,AKARU𐄁KUNISUSARU
māwa-,MAWA,four,luwian_number,luwian,fuzzy_d1,1,HT86a,Haghia Triada - Casa Room 7,conventional,False,RAWA,DERUQARAWA—ADU𐄁D
*daw(a)-,TAWA,six (reconstructed),luwian_number,luwian,fuzzy_d1,1,HT86a,Haghia Triada - Casa Room 7,conventional,False,RAWA,DERUQARAWA—ADU𐄁D
-šša-,SASA,"iterative/durative [Verbal suffix, also in toponyms]",luwian_suffix,luwian,fuzzy_d1,1,HT86a,Haghia Triada - Casa Room 7,conventional,False,SUSA,U𐄁KUNISUSARUDIDE
-war,WARA,verbal noun [Gerundive/verbal noun],luwian_suffix,luwian,fuzzy_d1,1,HT86a,Haghia Triada - Casa Room 7,conventional,False,QARA,DIDERUQARAWA—ADU
kuen-,KUNA,"to kill, strike",luwian_verb,luwian,fuzzy_d1,1,HT86b,Haghia Triada - Casa Room 7,conventional,False,KUNI,AKARU𐄁KUNISUSARU
-šša-,SASA,"iterative/durative [Verbal suffix, also in toponyms]",luwian_suffix,luwian,fuzzy_d1,1,HT86b,Haghia Triada - Casa Room 7,conventional,False,SUSA,U𐄁KUNISUSARUDIDE
zida-,ZITA,"man, male",luwian_kinship,luwian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,PITA,ARITE𐄁PITAKESIJA
pata-,PATA,foot,luwian_body_parts,luwian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,PITA,ARITE𐄁PITAKESIJA
wār-,WARA,water,luwian_agriculture_trade,luwian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,UARA,UKURUKUARA𐄁ATUJA
kup-,KUPA,"to plan, devise",luwian_agriculture_trade,luwian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,KUA,PUKURUKUARA𐄁ATU
tār-,TARA,tree/wood,luwian_nature,luwian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,UARA,UKURUKUARA𐄁ATUJA
temi-,TEMI,forest,luwian_nature,luwian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,REMI,KESIJAREMIDIKISE
arma-,ARAMA,moon,luwian_nature,luwian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,ARA𐄁A,KURUKUARA𐄁ATUJA𐄇
piya-,PIJA,to give,luwian_verb,luwian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,PITA,ARITE𐄁PITAKESIJA
kuen-,KUNA,"to kill, strike",luwian_verb,luwian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,KUA,PUKURUKUARA𐄁ATU
malā-,MALA,to think,luwian_verb,luwian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,MAKA,FTUNE𐄁MAKARITE𐄁P
tūwa-,TUWA,"to put, place",luwian_verb,luwian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,TUJA,UARA𐄁ATUJA𐄇
tuwā-,TUWA,to look at,luwian_verb,luwian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,TUJA,UARA𐄁ATUJA𐄇
tuw(a)-,TUWA,two,luwian_number,luwian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,TUJA,UARA𐄁ATUJA𐄇
tarri-,TARI,three,luwian_number,luwian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,KARI,UNE𐄁MAKARITE𐄁PIT
māwa-,MAWA,four,luwian_number,luwian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,MAKA,FTUNE𐄁MAKARITE𐄁P
pānkʷ-,PAKU,five,luwian_number,luwian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,PUKU,SEQESUPUKURUKUAR
-tari,TARI,middle voice 3sg [Mediopassive marker],luwian_suffix,luwian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,KARI,UNE𐄁MAKARITE𐄁PIT
-war,WARA,verbal noun [Gerundive/verbal noun],luwian_suffix,luwian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,UARA,UKURUKUARA𐄁ATUJA
izre-,ISARE,hand,lycian_body_parts,lycian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,IJARE,ITAKESIJAREMIDIKI
xupa-,KUPA,tomb,lycian_agriculture_trade,lycian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,KUA,PUKURUKUARA𐄁ATU
tura-,TURA,"land, earth",lycian_nature,lycian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,TUJA,UARA𐄁ATUJA𐄇
kbi-,KAPI,two (numeral '2'),lycian_number,lycian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,KARI,UNE𐄁MAKARITE𐄁PIT
tri-,TARI,three,lycian_number,lycian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,KARI,UNE𐄁MAKARITE𐄁PIT
Ḫattuša,ATUSA,toponym: Ḫattuša,toponym,anatolian,fuzzy_d1,1,HT87,Haghia Triada - Casa Room 7,conventional,False,ATUJA,KUARA𐄁ATUJA𐄇
atta-,ATTA,father,luwian_kinship,luwian,fuzzy_d1,1,HT88,Haghia Triada - Casa Room 7,conventional,False,ATA,AMARODATAREKURO
pata-,PATA,foot,luwian_body_parts,luwian,fuzzy_d1,1,HT88,Haghia Triada - Casa Room 7,conventional,False,PAPA,IRO𐄁KUPAPAKAJUKU
ēšḫar-,ESARA,blood,luwian_body_parts,luwian,fuzzy_d1,1,HT88,Haghia Triada - Casa Room 7,conventional,False,ESAMA,UPAJARESAMARODATA
gant-,KATA,tooth,luwian_body_parts,luwian,fuzzy_d1,1,HT88,Haghia Triada - Casa Room 7,conventional,False,DATA,SAMARODATAREKURO
tār-,TARA,tree/wood,luwian_nature,luwian,fuzzy_d1,1,HT88,Haghia Triada - Casa Room 7,conventional,False,TARE,MARODATAREKURO
piya-,PIJA,to give,luwian_verb,luwian,fuzzy_d1,1,HT88,Haghia Triada - Casa Room 7,conventional,False,PAJA,KUPANUPAJARESAMA
kuen-,KUNA,"to kill, strike",luwian_verb,luwian,fuzzy_d1,1,HT88,Haghia Triada - Casa Room 7,conventional,False,KINA,ANI𐄁KIKINAKIRO𐄁K
tarri-,TARI,three,luwian_number,luwian,fuzzy_d1,1,HT88,Haghia Triada - Casa Room 7,conventional,False,TARE,MARODATAREKURO
pānkʷ-,PAKU,five,luwian_number,luwian,fuzzy_d1,1,HT88,Haghia Triada - Casa Room 7,conventional,False,PAKA,O𐄁KUPAPAKAJUKUPA
-šša-,SASA,"iterative/durative [Verbal suffix, also in toponyms]",luwian_suffix,luwian,fuzzy_d1,1,HT88,Haghia Triada - Casa Room 7,conventional,False,SAMA,PAJARESAMARODATA
-tari,TARI,middle voice 3sg [Mediopassive marker],luwian_suffix,luwian,fuzzy_d1,1,HT88,Haghia Triada - Casa Room 7,conventional,False,TARE,MARODATAREKURO
lada-,LATA,"wife, woman",lycian_kinship,lycian,fuzzy_d1,1,HT88,Haghia Triada - Casa Room 7,conventional,False,DATA,SAMARODATAREKURO
tri-,TARI,three,lycian_number,lycian,fuzzy_d1,1,HT88,Haghia Triada - Casa Room 7,conventional,False,TARE,MARODATAREKURO
Apasa,APASA,toponym: Apasa,toponym,anatolian,fuzzy_d1,1,HT88,Haghia Triada - Casa Room 7,conventional,False,APAKA,RO𐄁KUPAPAKAJUKUPA
ḫašta-,ASATA,bone,luwian_body_parts,luwian,fuzzy_d1,1,HT89,Haghia Triada - Casa Room 7,conventional,False,ASARA,ASARA𐄁*𐄁*MA
ēšḫar-,ESARA,blood,luwian_body_parts,luwian,fuzzy_d1,1,HT89,Haghia Triada - Casa Room 7,conventional,False,ASARA,ASARA𐄁*𐄁*MA
wār-,WARA,water,luwian_agriculture_trade,luwian,fuzzy_d1,1,HT89,Haghia Triada - Casa Room 7,conventional,True,SARA,ASARA𐄁*𐄁*MA
tār-,TARA,tree/wood,luwian_nature,luwian,fuzzy_d1,1,HT89,Haghia Triada - Casa Room 7,conventional,True,SARA,ASARA𐄁*𐄁*MA
ḫašt-,ASATA,"star, bone (dual meaning)",luwian_nature,luwian,fuzzy_d1,1,HT89,Haghia Triada - Casa Room 7,conventional,False,ASARA,ASARA𐄁*𐄁*MA
malli-,MALI,to grind,luwian_verb,luwian,fuzzy_d1,1,HT89,Haghia Triada - Casa Room 7,conventional,False,MAMI,RA𐄁*𐄁*MAMIVIR+*A
pānkʷ-,PAKU,five,luwian_number,luwian,fuzzy_d1,1,HT89,Haghia Triada - Casa Room 7,conventional,False,RAKU,VIR+*ARAKUROCYP³
*ašta-,ASATA,eight (reconstructed),luwian_number,luwian,fuzzy_d1,1,HT89,Haghia Triada - Casa Room 7,conventional,False,ASARA,ASARA𐄁*𐄁*MA
-šša-,SASA,"iterative/durative [Verbal suffix, also in toponyms]",luwian_suffix,luwian,fuzzy_d1,1,HT89,Haghia Triada - Casa Room 7,conventional,False,SARA,ASARA𐄁*𐄁*MA
-war,WARA,verbal noun [Gerundive/verbal noun],luwian_suffix,luwian,fuzzy_d1,1,HT89,Haghia Triada - Casa Room 7,conventional,True,SARA,ASARA𐄁*𐄁*MA
-ašša-,ASASA,genitival adjective [Very important for toponyms: -assos/-assa],luwian_suffix,luwian,fuzzy_d1,1,HT89,Haghia Triada - Casa Room 7,conventional,False,ASARA,ASARA𐄁*𐄁*MA
nāna-,NANA,brother (?),luwian_kinship,luwian,fuzzy_d1,1,HT90,Haghia Triada - Casa Room 7,conventional,False,NASA,IKURINASARAGRAN
zida-,ZITA,"man, male",luwian_kinship,luwian,fuzzy_d1,1,HT90,Haghia Triada - Casa Room 7,conventional,False,RITA,SIRUMARITAGRANI*
ḫašta-,ASATA,bone,luwian_body_parts,luwian,fuzzy_d1,1,HT90,Haghia Triada - Casa Room 7,conventional,False,ASARA,IKURINASARAGRANIS
ēšḫar-,ESARA,blood,luwian_body_parts,luwian,fuzzy_d1,1,HT90,Haghia Triada - Casa Room 7,conventional,False,ASARA,IKURINASARAGRANIS
wār-,WARA,water,luwian_agriculture_trade,luwian,fuzzy_d1,1,HT90,Haghia Triada - Casa Room 7,conventional,False,SARA,KURINASARAGRANIS
tār-,TARA,tree/wood,luwian_nature,luwian,fuzzy_d1,1,HT90,Haghia Triada - Casa Room 7,conventional,False,SARA,KURINASARAGRANIS
ḫašt-,ASATA,"star, bone (dual meaning)",luwian_nature,luwian,fuzzy_d1,1,HT90,Haghia Triada - Casa Room 7,conventional,False,ASARA,IKURINASARAGRANIS
malli-,MALI,to grind,luwian_verb,luwian,fuzzy_d1,1,HT90,Haghia Triada - Casa Room 7,conventional,False,MARI,NISIRUMARITAGRAN
tarri-,TARI,three,luwian_number,luwian,fuzzy_d1,1,HT90,Haghia Triada - Casa Room 7,conventional,False,MARI,NISIRUMARITAGRAN
*ašta-,ASATA,eight (reconstructed),luwian_number,luwian,fuzzy_d1,1,HT90,Haghia Triada - Casa Room 7,conventional,False,ASARA,IKURINASARAGRANIS
