word_phonemic,word_ab,meaning,category,language,match_type,edit_distance,gorila_id,site,seq_type,found_in_both,matched_substring,context
tarri-,TARI,three,luwian_number,luwian,fuzzy_d1,1,HT123+124a,Haghia Triada - Casa del Lebete,conventional,False,TAI,KITAI𐄁OLIV¹
-tari,TARI,middle voice 3sg [Mediopassive marker],luwian_suffix,luwian,fuzzy_d1,1,HT123+124a,Haghia Triada - Casa del Lebete,conventional,False,TAI,KITAI𐄁OLIV¹
tbi-,TAPI,one (numeral '1'),lycian_number,lycian,fuzzy_d1,1,HT123+124a,Haghia Triada - Casa del Lebete,conventional,False,TAI,KITAI𐄁OLIV¹
tri-,TARI,three,lycian_number,lycian,fuzzy_d1,1,HT123+124a,Haghia Triada - Casa del Lebete,conventional,False,TAI,KITAI𐄁OLIV¹
atta-,ATTA,father,luwian_kinship,luwian,fuzzy_d1,1,HT123+124b,Haghia Triada - Casa del Lebete,conventional,False,ATA,**³⁄DATA𐄁SADU𐄁
pata-,PATA,foot,luwian_body_parts,luwian,fuzzy_d1,1,HT123+124b,Haghia Triada - Casa del Lebete,conventional,False,DATA,**³⁄DATA𐄁SADU𐄁
gant-,KATA,tooth,luwian_body_parts,luwian,fuzzy_d1,1,HT123+124b,Haghia Triada - Casa del Lebete,conventional,False,DATA,**³⁄DATA𐄁SADU𐄁
kuen-,KUNA,"to kill, strike",luwian_verb,luwian,fuzzy_d1,1,HT123+124b,Haghia Triada - Casa del Lebete,conventional,False,DUNA,SIDU¹⁄DUNA³⁄KUKI
lada-,LATA,"wife, woman",lycian_kinship,lycian,fuzzy_d1,1,HT123+124b,Haghia Triada - Casa del Lebete,conventional,False,DATA,**³⁄DATA𐄁SADU𐄁
tār-,TARA,tree/wood,luwian_nature,luwian,fuzzy_d1,1,HT125b,Haghia Triada - Casa del Lebete,conventional,False,TAGRA,𐝫𐝫TAGRA+PAGRA
nāna-,NANA,brother (?),luwian_kinship,luwian,fuzzy_d1,1,HT126a,Haghia Triada - Casa del Lebete,conventional,False,DANA,DANASI𐄁*𐄁A
zida-,ZITA,"man, male",luwian_kinship,luwian,fuzzy_d1,1,HT127a,Haghia Triada - Casa del Lebete,conventional,False,WITA,I*+PA*WITA𐄇
temi-,TEMI,forest,luwian_nature,luwian,fuzzy_d1,1,HT127a,Haghia Triada - Casa del Lebete,conventional,False,NEMI,𐝫DUNEMI*+PA*W
tār-,TARA,tree/wood,luwian_nature,luwian,fuzzy_d1,1,HT127b,Haghia Triada - Casa del Lebete,conventional,False,TARO,KU𐄐𐄇𐄐𐄊TARO𐄚𐄘𐄈
tarri-,TARI,three,luwian_number,luwian,fuzzy_d1,1,HT127b,Haghia Triada - Casa del Lebete,conventional,False,TARO,KU𐄐𐄇𐄐𐄊TARO𐄚𐄘𐄈
-tari,TARI,middle voice 3sg [Mediopassive marker],luwian_suffix,luwian,fuzzy_d1,1,HT127b,Haghia Triada - Casa del Lebete,conventional,False,TARO,KU𐄐𐄇𐄐𐄊TARO𐄚𐄘𐄈
tri-,TARI,three,lycian_number,lycian,fuzzy_d1,1,HT127b,Haghia Triada - Casa del Lebete,conventional,False,TARO,KU𐄐𐄇𐄐𐄊TARO𐄚𐄘𐄈
zida-,ZITA,"man, male",luwian_kinship,luwian,fuzzy_d1,1,HT128a,Haghia Triada - Casa del Lebete,conventional,True,MITA,GRA+KUMITA¹⁄GRA+
iššari-,ISARI,hand,luwian_body_parts,luwian,fuzzy_d1,1,HT128a,Haghia Triada - Casa del Lebete,conventional,False,IMARI,"RA+KUDIMARI𐄊JU,DE"
pata-,PATA,foot,luwian_body_parts,luwian,fuzzy_d1,1,HT128a,Haghia Triada - Casa del Lebete,conventional,False,PARA,*𐄁PARATURUNU
wār-,WARA,water,luwian_agriculture_trade,luwian,fuzzy_d1,1,HT128a,Haghia Triada - Casa del Lebete,conventional,False,PARA,*𐄁PARATURUNU
immara-,IMARA,"field, open country",luwian_agriculture_trade,luwian,fuzzy_d1,1,HT128a,Haghia Triada - Casa del Lebete,conventional,False,IMARI,"RA+KUDIMARI𐄊JU,DE"
tār-,TARA,tree/wood,luwian_nature,luwian,fuzzy_d1,1,HT128a,Haghia Triada - Casa del Lebete,conventional,False,PARA,*𐄁PARATURUNU
malli-,MALI,to grind,luwian_verb,luwian,fuzzy_d1,1,HT128a,Haghia Triada - Casa del Lebete,conventional,False,MARI,"A+KUDIMARI𐄊JU,DE"
tūwa-,TUWA,"to put, place",luwian_verb,luwian,fuzzy_d1,1,HT128a,Haghia Triada - Casa del Lebete,conventional,False,TUMA,EMEGRATUMAREGRA+
tuwā-,TUWA,to look at,luwian_verb,luwian,fuzzy_d1,1,HT128a,Haghia Triada - Casa del Lebete,conventional,False,TUMA,EMEGRATUMAREGRA+
tuw(a)-,TUWA,two,luwian_number,luwian,fuzzy_d1,1,HT128a,Haghia Triada - Casa del Lebete,conventional,False,TUMA,EMEGRATUMAREGRA+
tarri-,TARI,three,luwian_number,luwian,fuzzy_d1,1,HT128a,Haghia Triada - Casa del Lebete,conventional,False,MARI,"A+KUDIMARI𐄊JU,DE"
-tari,TARI,middle voice 3sg [Mediopassive marker],luwian_suffix,luwian,fuzzy_d1,1,HT128a,Haghia Triada - Casa del Lebete,conventional,False,MARI,"A+KUDIMARI𐄊JU,DE"
-war,WARA,verbal noun [Gerundive/verbal noun],luwian_suffix,luwian,fuzzy_d1,1,HT128a,Haghia Triada - Casa del Lebete,conventional,False,PARA,*𐄁PARATURUNU
tura-,TURA,"land, earth",lycian_nature,lycian,fuzzy_d1,1,HT128a,Haghia Triada - Casa del Lebete,conventional,False,TURU,*𐄁PARATURUNUSEME
tri-,TARI,three,lycian_number,lycian,fuzzy_d1,1,HT128a,Haghia Triada - Casa del Lebete,conventional,False,MARI,"A+KUDIMARI𐄊JU,DE"
Ḫattuša,ATUSA,toponym: Ḫattuša,toponym,anatolian,fuzzy_d1,1,HT128a,Haghia Triada - Casa del Lebete,conventional,False,ATUMA,SEMEGRATUMAREGRA+
tār-,TARA,tree/wood,luwian_nature,luwian,fuzzy_d1,1,HT129,Haghia Triada - Casa Room 9,conventional,False,TAGRA,KIRETAGRA𐝆𐝁NITU
pānkʷ-,PAKU,five,luwian_number,luwian,fuzzy_d1,1,HT130,Haghia Triada - Casa Room 9,conventional,True,RAKU,RACYP𐝫RAKUROSICY
kup-,KUPA,"to plan, devise",luwian_agriculture_trade,luwian,fuzzy_d1,1,HT131a,Haghia Triada - Casa Room 9,conventional,True,KUQA,𐝫NIKUQA*GRAOL
kuen-,KUNA,"to kill, strike",luwian_verb,luwian,fuzzy_d1,1,HT131a,Haghia Triada - Casa Room 9,conventional,True,KUQA,𐝫NIKUQA*GRAOL
xupa-,KUPA,tomb,lycian_agriculture_trade,lycian,fuzzy_d1,1,HT131a,Haghia Triada - Casa Room 9,conventional,True,KUQA,𐝫NIKUQA*GRAOL
tār-,TARA,tree/wood,luwian_nature,luwian,fuzzy_d1,1,HT131b,Haghia Triada - Casa Room 9,conventional,False,TARO,POKU¹⁄TARO𐝫𐄜𐄔𐄈𐝫
tarri-,TARI,three,luwian_number,luwian,fuzzy_d1,1,HT131b,Haghia Triada - Casa Room 9,conventional,False,TARO,POKU¹⁄TARO𐝫𐄜𐄔𐄈𐝫
pānkʷ-,PAKU,five,luwian_number,luwian,fuzzy_d1,1,HT131b,Haghia Triada - Casa Room 9,conventional,True,POKU,VIN+SAPOKU¹⁄TARO
-tari,TARI,middle voice 3sg [Mediopassive marker],luwian_suffix,luwian,fuzzy_d1,1,HT131b,Haghia Triada - Casa Room 9,conventional,False,TARO,POKU¹⁄TARO𐝫𐄜𐄔𐄈𐝫
tri-,TARI,three,lycian_number,lycian,fuzzy_d1,1,HT131b,Haghia Triada - Casa Room 9,conventional,False,TARO,POKU¹⁄TARO𐝫𐄜𐄔𐄈𐝫
nāna-,NANA,brother (?),luwian_kinship,luwian,fuzzy_d1,1,HT135a,Haghia Triada - Casa del Lebete,conventional,True,KANA,AMI𐄁MIKANANEZAPI
gant-,KATA,tooth,luwian_body_parts,luwian,fuzzy_d1,1,HT135a,Haghia Triada - Casa del Lebete,conventional,True,KANA,AMI𐄁MIKANANEZAPI
temi-,TEMI,forest,luwian_nature,luwian,fuzzy_d1,1,HT135a,Haghia Triada - Casa del Lebete,conventional,True,NEMI,𐝫NEMINAMI𐄁M
kuen-,KUNA,"to kill, strike",luwian_verb,luwian,fuzzy_d1,1,HT135a,Haghia Triada - Casa del Lebete,conventional,True,KANA,AMI𐄁MIKANANEZAPI
tbi-,TAPI,one (numeral '1'),lycian_number,lycian,fuzzy_d1,1,HT135a,Haghia Triada - Casa del Lebete,conventional,False,ZAPI,KANANEZAPI𐝫𐝫𐄈
kbi-,KAPI,two (numeral '2'),lycian_number,lycian,fuzzy_d1,1,HT135a,Haghia Triada - Casa del Lebete,conventional,False,ZAPI,KANANEZAPI𐝫𐝫𐄈
tār-,TARA,tree/wood,luwian_nature,luwian,fuzzy_d1,1,HT137,Haghia Triada - Casa del Lebete,conventional,False,TAGRA,𐝫TAGRAOLE+MI
pānkʷ-,PAKU,five,luwian_number,luwian,fuzzy_d1,1,HT139,Haghia Triada - Casa del Lebete,conventional,False,MAKU,PUMAKUGRAOLE
pddẽ-,PATE,place,lycian_agriculture_trade,lycian,fuzzy_d1,1,HT139,Haghia Triada - Casa del Lebete,conventional,True,PTE,"¹⁄RA𐝫,PTE𐝫𐝫"
gant-,KATA,tooth,luwian_body_parts,luwian,fuzzy_d1,1,HT140,Haghia Triada - Casa del Lebete,conventional,True,KAKA,*SI𐄁**KAKAMAKAOL
arma-,ARAMA,moon,luwian_nature,luwian,fuzzy_d1,1,HT140,Haghia Triada - Casa del Lebete,conventional,False,AKAMA,SI𐄁**KAKAMAKAOLE+
ziti-,SITI,"man, citizen",luwian_social_political,luwian,fuzzy_d1,1,HT140,Haghia Triada - Casa del Lebete,conventional,False,SINI,U*SI𐄁*SINI𐄁DI𐄁OL
malā-,MALA,to think,luwian_verb,luwian,fuzzy_d1,1,HT140,Haghia Triada - Casa del Lebete,conventional,False,MAKA,**KAKAMAKAOLE+UK
māwa-,MAWA,four,luwian_number,luwian,fuzzy_d1,1,HT140,Haghia Triada - Casa del Lebete,conventional,False,MAKA,**KAKAMAKAOLE+UK
pddẽ-,PATE,place,lycian_agriculture_trade,lycian,fuzzy_d1,1,HT140,Haghia Triada - Casa del Lebete,conventional,True,PTE,"LE+U𐄈,PTEPA𐝫𐄌"
Lukkā,LUKA,toponym: Lukkā,toponym,anatolian,fuzzy_d1,1,HT140,Haghia Triada - Casa del Lebete,conventional,True,+UKA,AKAOLE+UKAOLE+UK
malli-,MALI,to grind,luwian_verb,luwian,fuzzy_d1,1,HT146,Haghia Triada - Casa del Lebete,conventional,False,MARI,"𐝫QERI*MARIKA,PTE"
tarri-,TARI,three,luwian_number,luwian,fuzzy_d1,1,HT146,Haghia Triada - Casa del Lebete,conventional,False,MARI,"𐝫QERI*MARIKA,PTE"
-tari,TARI,middle voice 3sg [Mediopassive marker],luwian_suffix,luwian,fuzzy_d1,1,HT146,Haghia Triada - Casa del Lebete,conventional,False,MARI,"𐝫QERI*MARIKA,PTE"
arina-,ARINA,"spring, water source",lycian_agriculture_trade,lycian,fuzzy_d1,1,HT146,Haghia Triada - Casa del Lebete,conventional,False,ARIKA,"QERI*MARIKA,PTEDU"
pddẽ-,PATE,place,lycian_agriculture_trade,lycian,fuzzy_d1,1,HT146,Haghia Triada - Casa del Lebete,conventional,True,PTE,"ARIKA,PTEDU𐄒"
arina-,ARINA,"spring, source",lycian_nature,lycian,fuzzy_d1,1,HT146,Haghia Triada - Casa del Lebete,conventional,False,ARIKA,"QERI*MARIKA,PTEDU"
tri-,TARI,three,lycian_number,lycian,fuzzy_d1,1,HT146,Haghia Triada - Casa del Lebete,conventional,False,MARI,"𐝫QERI*MARIKA,PTE"
Arinna,ARINA,toponym: Arinna,toponym,anatolian,fuzzy_d1,1,HT146,Haghia Triada - Casa del Lebete,conventional,False,ARIKA,"QERI*MARIKA,PTEDU"
pata-,PATA,foot,luwian_body_parts,luwian,fuzzy_d1,1,HT154a,Haghia Triada - Casa del Lebete,conventional,False,PAJA,TUMEPAJAOLIVGR
piya-,PIJA,to give,luwian_verb,luwian,fuzzy_d1,1,HT154a,Haghia Triada - Casa del Lebete,conventional,False,PAJA,TUMEPAJAOLIVGR
ziti-,SITI,"man, citizen",luwian_social_political,luwian,fuzzy_d1,1,HT154n,Haghia Triada - Casa del Lebete,conventional,False,SISI,𐝫SISI𐝫𐝫𐝫
atta-,ATTA,father,luwian_kinship,luwian,fuzzy_d1,1,HTWa1019,Haghia Triada - Portico 11 and Room 13,conventional,False,ATA,PATANESITU
gant-,KATA,tooth,luwian_body_parts,luwian,fuzzy_d1,1,HTWa1019,Haghia Triada - Portico 11 and Room 13,conventional,False,PATA,PATANESITU
ziti-,SITI,"man, citizen",luwian_social_political,luwian,fuzzy_d1,1,HTWa1019,Haghia Triada - Portico 11 and Room 13,conventional,False,SITU,PATANESITU
lada-,LATA,"wife, woman",lycian_kinship,lycian,fuzzy_d1,1,HTWa1019,Haghia Triada - Portico 11 and Room 13,conventional,False,PATA,PATANESITU
pddẽ-,PATE,place,lycian_agriculture_trade,lycian,fuzzy_d1,1,HTWa1019,Haghia Triada - Portico 11 and Room 13,conventional,False,PATA,PATANESITU
nāna-,NANA,brother (?),luwian_kinship,luwian,fuzzy_d1,1,HTWa1020,Haghia Triada - Portico 11 and Room 13,conventional,False,TANA,KUPAJETANA
tawa-,TAWA,eye,luwian_body_parts,luwian,fuzzy_d1,1,HTWa1020,Haghia Triada - Portico 11 and Room 13,conventional,False,TANA,KUPAJETANA
tār-,TARA,tree/wood,luwian_nature,luwian,fuzzy_d1,1,HTWa1020,Haghia Triada - Portico 11 and Room 13,conventional,False,TANA,KUPAJETANA
kuen-,KUNA,"to kill, strike",luwian_verb,luwian,fuzzy_d1,1,HTWa1020,Haghia Triada - Portico 11 and Room 13,conventional,False,KUPA,KUPAJETANA
*daw(a)-,TAWA,six (reconstructed),luwian_number,luwian,fuzzy_d1,1,HTWa1020,Haghia Triada - Portico 11 and Room 13,conventional,False,TANA,KUPAJETANA
pddẽ-,PATE,place,lycian_agriculture_trade,lycian,fuzzy_d1,1,HTWa1020,Haghia Triada - Portico 11 and Room 13,conventional,False,PAJE,KUPAJETANA
kbi-,KAPI,two (numeral '2'),lycian_number,lycian,fuzzy_d1,1,HTWa1027,Haghia Triada - Portico 11 and Room 13,conventional,False,KASI,KASI
pddẽ-,PATE,place,lycian_agriculture_trade,lycian,fuzzy_d1,1,HTWc3001,Haghia Triada,conventional,False,PASE,PASEJA
pddẽ-,PATE,place,lycian_agriculture_trade,lycian,fuzzy_d1,1,HTWc3002,Haghia Triada,conventional,False,PASE,PASEJA
tarri-,TARI,three,luwian_number,luwian,fuzzy_d1,1,HTWc3004,Haghia Triada,conventional,False,TANI,TANIKASE
-tari,TARI,middle voice 3sg [Mediopassive marker],luwian_suffix,luwian,fuzzy_d1,1,HTWc3004,Haghia Triada,conventional,False,TANI,TANIKASE
tbi-,TAPI,one (numeral '1'),lycian_number,lycian,fuzzy_d1,1,HTWc3004,Haghia Triada,conventional,False,TANI,TANIKASE
tri-,TARI,three,lycian_number,lycian,fuzzy_d1,1,HTWc3004,Haghia Triada,conventional,False,TANI,TANIKASE
tarri-,TARI,three,luwian_number,luwian,fuzzy_d1,1,HTWc3005,Haghia Triada,conventional,False,TANI,TANIKASE
-tari,TARI,middle voice 3sg [Mediopassive marker],luwian_suffix,luwian,fuzzy_d1,1,HTWc3005,Haghia Triada,conventional,False,TANI,TANIKASE
tbi-,TAPI,one (numeral '1'),lycian_number,lycian,fuzzy_d1,1,HTWc3005,Haghia Triada,conventional,False,TANI,TANIKASE
tri-,TARI,three,lycian_number,lycian,fuzzy_d1,1,HTWc3005,Haghia Triada,conventional,False,TANI,TANIKASE
atta-,ATTA,father,luwian_kinship,luwian,fuzzy_d1,1,HTWc3008,Haghia Triada,conventional,False,ATA,INIRUJATADI
pata-,PATA,foot,luwian_body_parts,luwian,fuzzy_d1,1,HTWc3008,Haghia Triada,conventional,False,JATA,DINIRUJATADI
gant-,KATA,tooth,luwian_body_parts,luwian,fuzzy_d1,1,HTWc3008,Haghia Triada,conventional,False,JATA,DINIRUJATADI
tarri-,TARI,three,luwian_number,luwian,fuzzy_d1,1,HTWc3008,Haghia Triada,conventional,False,TADI,NIRUJATADI
-tari,TARI,middle voice 3sg [Mediopassive marker],luwian_suffix,luwian,fuzzy_d1,1,HTWc3008,Haghia Triada,conventional,False,TADI,NIRUJATADI
lada-,LATA,"wife, woman",lycian_kinship,lycian,fuzzy_d1,1,HTWc3008,Haghia Triada,conventional,False,JATA,DINIRUJATADI
tbi-,TAPI,one (numeral '1'),lycian_number,lycian,fuzzy_d1,1,HTWc3008,Haghia Triada,conventional,False,TADI,NIRUJATADI
tri-,TARI,three,lycian_number,lycian,fuzzy_d1,1,HTWc3008,Haghia Triada,conventional,False,TADI,NIRUJATADI
Lukkā,LUKA,toponym: Lukkā,toponym,anatolian,fuzzy_d1,1,HTWc3009,Haghia Triada,conventional,False,SUKA,*DISUKA*
Lukkā,LUKA,toponym: Lukkā,toponym,anatolian,fuzzy_d1,1,HTWc3010,Haghia Triada,conventional,False,SUKA,*DINASUKA
izre-,ISARE,hand,lycian_body_parts,lycian,fuzzy_d1,1,HTWc3012,Haghia Triada,conventional,False,IRARE,ZUDIRARERO
kuen-,KUNA,"to kill, strike",luwian_verb,luwian,fuzzy_d1,1,HTWc3015,Haghia Triada,conventional,False,KUPA,KAKUPACYP
pānkʷ-,PAKU,five,luwian_number,luwian,fuzzy_d1,1,HTWc3015,Haghia Triada,conventional,True,KAKU,KAKUPACYP
kuen-,KUNA,"to kill, strike",luwian_verb,luwian,fuzzy_d1,1,HTWc3016,Haghia Triada,conventional,False,KUPA,KAKUPA
pānkʷ-,PAKU,five,luwian_number,luwian,fuzzy_d1,1,HTWc3016,Haghia Triada,conventional,True,KAKU,KAKUPA
pānkʷ-,PAKU,five,luwian_number,luwian,fuzzy_d1,1,HTWc3017,Haghia Triada,conventional,False,QAKU,QAKURE𐄁DI*
wār-,WARA,water,luwian_agriculture_trade,luwian,fuzzy_d1,1,HTWc3024,Haghia Triada,conventional,False,ARA,ARATUME*F
tār-,TARA,tree/wood,luwian_nature,luwian,fuzzy_d1,1,HTWc3024,Haghia Triada,conventional,False,ARA,ARATUME*F
-war,WARA,verbal noun [Gerundive/verbal noun],luwian_suffix,luwian,fuzzy_d1,1,HTWc3024,Haghia Triada,conventional,False,ARA,ARATUME*F
tese-,TESE,"oath, agreement",lycian_agriculture_trade,lycian,fuzzy_d1,1,HTZb158a,Haghia Triada - Villa Magazine Room 5,conventional,False,TUSE,𐄁TUSESUKI
temi-,TEMI,forest,luwian_nature,luwian,fuzzy_d1,1,HTZb158b,Haghia Triada - Villa Magazine Room 5,conventional,False,TEI,SUKIRITEIJA
piya-,PIJA,to give,luwian_verb,luwian,fuzzy_d1,1,HTZb158b,Haghia Triada - Villa Magazine Room 5,conventional,False,EIJA,UKIRITEIJA
nāna-,NANA,brother (?),luwian_kinship,luwian,fuzzy_d1,1,HTZb159,Haghia Triada,conventional,False,NANU,ANANUSIJASE
piya-,PIJA,to give,luwian_verb,luwian,fuzzy_d1,1,HTZb159,Haghia Triada,conventional,False,SIJA,ANANUSIJASE𐝫
atta-,ATTA,father,luwian_kinship,luwian,fuzzy_d1,1,HTZb160,Haghia Triada,conventional,False,ATA,PATADADUPU
tawa-,TAWA,eye,luwian_body_parts,luwian,fuzzy_d1,1,HTZb160,Haghia Triada,conventional,False,TADA,PATADADUPURE
gant-,KATA,tooth,luwian_body_parts,luwian,fuzzy_d1,1,HTZb160,Haghia Triada,conventional,False,PATA,PATADADUPU
tār-,TARA,tree/wood,luwian_nature,luwian,fuzzy_d1,1,HTZb160,Haghia Triada,conventional,False,TADA,PATADADUPURE
*daw(a)-,TAWA,six (reconstructed),luwian_number,luwian,fuzzy_d1,1,HTZb160,Haghia Triada,conventional,False,TADA,PATADADUPURE
lada-,LATA,"wife, woman",lycian_kinship,lycian,fuzzy_d1,1,HTZb160,Haghia Triada,conventional,False,PATA,PATADADUPU
pddẽ-,PATE,place,lycian_agriculture_trade,lycian,fuzzy_d1,1,HTZb160,Haghia Triada,conventional,False,PATA,PATADADUPU
nāna-,NANA,brother (?),luwian_kinship,luwian,fuzzy_d1,1,HTZd155,Haghia Triada,conventional,False,NAMA,AJU𐄁NAMAMATITI
arma-,ARAMA,moon,luwian_nature,luwian,fuzzy_d1,1,HTZd155,Haghia Triada,conventional,False,AMAMA,AJU𐄁NAMAMATITI*
ziti-,SITI,"man, citizen",luwian_social_political,luwian,fuzzy_d1,1,HTZd155,Haghia Triada,conventional,False,TITI,NAMAMATITI*
malli-,MALI,to grind,luwian_verb,luwian,fuzzy_d1,1,HTZd155,Haghia Triada,conventional,False,MATI,U𐄁NAMAMATITI*
malā-,MALA,to think,luwian_verb,luwian,fuzzy_d1,1,HTZd155,Haghia Triada,conventional,False,MAMA,AJU𐄁NAMAMATITI*
māwa-,MAWA,four,luwian_number,luwian,fuzzy_d1,1,HTZd155,Haghia Triada,conventional,False,MAMA,AJU𐄁NAMAMATITI*
tummanti-,TUMATI,ear,luwian_body_parts,luwian,fuzzy_d1,1,HTZd157+156,Haghia Triada,conventional,False,SUMATI,WIJASUMATITI****
ziti-,SITI,"man, citizen",luwian_social_political,luwian,fuzzy_d1,1,HTZd157+156,Haghia Triada,conventional,False,TITI,JASUMATITI****JA
piya-,PIJA,to give,luwian_verb,luwian,fuzzy_d1,1,HTZd157+156,Haghia Triada,conventional,False,WIJA,WIJASUMATI
malli-,MALI,to grind,luwian_verb,luwian,fuzzy_d1,1,HTZd157+156,Haghia Triada,conventional,False,MATI,WIJASUMATITI****
atta-,ATTA,father,luwian_kinship,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,ATA,ATAI*WAJA
nāna-,NANA,brother (?),luwian_kinship,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,True,NAKA,RAME𐄁UNAKANASI𐄁I
warwala-,WAWA,"seed, offspring",luwian_kinship,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,WAJA,ATAI*WAJA𐄁JADIK
pata-,PATA,foot,luwian_body_parts,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,ATA,ATAI*WAJA
ḫašta-,ASATA,bone,luwian_body_parts,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,ASASA,KITU𐄁JASASARAME𐄁U
ēšḫar-,ESARA,blood,luwian_body_parts,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,ASARA,TU𐄁JASASARAME𐄁UNA
tawa-,TAWA,eye,luwian_body_parts,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,TANA,SIRUTETANARATEUT
gant-,KATA,tooth,luwian_body_parts,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,KANA,ME𐄁UNAKANASI𐄁IPI
wār-,WARA,water,luwian_agriculture_trade,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,WAJA,ATAI*WAJA𐄁JADIK
tapar-,TAPARA,"to rule, govern",luwian_agriculture_trade,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,TANARA,SIRUTETANARATEUTIN
tār-,TARA,tree/wood,luwian_nature,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,SARA,U𐄁JASASARAME𐄁UNA
arma-,ARAMA,moon,luwian_nature,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,ARAME,𐄁JASASARAME𐄁UNAKA
ḫašt-,ASATA,"star, bone (dual meaning)",luwian_nature,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,ASASA,KITU𐄁JASASARAME𐄁U
ziti-,SITI,"man, citizen",luwian_social_political,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,SI𐄁I,NAKANASI𐄁IPINAMA
piya-,PIJA,to give,luwian_verb,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,True,PINA,NASI𐄁IPINAMA𐄁SIR
walā-,WALA,to die,luwian_verb,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,WAJA,ATAI*WAJA𐄁JADIK
kuen-,KUNA,"to kill, strike",luwian_verb,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,𐄁UNA,SARAME𐄁UNAKANASI
tarri-,TARI,three,luwian_number,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,TAI,ATAI*WAJA𐄁
*daw(a)-,TAWA,six (reconstructed),luwian_number,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,TANA,SIRUTETANARATEUT
*ašta-,ASATA,eight (reconstructed),luwian_number,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,ASASA,KITU𐄁JASASARAME𐄁U
-tari,TARI,middle voice 3sg [Mediopassive marker],luwian_suffix,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,TAI,ATAI*WAJA𐄁
-war,WARA,verbal noun [Gerundive/verbal noun],luwian_suffix,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,WAJA,ATAI*WAJA𐄁JADIK
-anda-,ANATA,gerundive/place [Very important for toponyms: -anda],luwian_suffix,luwian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,ANARA,IRUTETANARATEUTIN
tede-,TETE,father,lycian_kinship,lycian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,TETA,A𐄁SIRUTETANARATE
lada-,LATA,"wife, woman",lycian_kinship,lycian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,ATA,ATAI*WAJA
pddẽ-,PATE,place,lycian_agriculture_trade,lycian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,RATE,TETANARATEUTINU𐄁
tbi-,TAPI,one (numeral '1'),lycian_number,lycian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,TAI,ATAI*WAJA𐄁
tri-,TARI,three,lycian_number,lycian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,TAI,ATAI*WAJA𐄁
Apasa,APASA,toponym: Apasa,toponym,anatolian,fuzzy_d1,1,IOZa2,Iouktas,conventional,False,ASASA,KITU𐄁JASASARAME𐄁U
atta-,ATTA,father,luwian_kinship,luwian,fuzzy_d1,1,IOZa3,Iouktas,conventional,False,ATA,𐄁ATAI*WAJA
warwala-,WAWA,"seed, offspring",luwian_kinship,luwian,fuzzy_d1,1,IOZa3,Iouktas,conventional,False,WAJA,𐄁ATAI*WAJA𐄁AU𐝫
pata-,PATA,foot,luwian_body_parts,luwian,fuzzy_d1,1,IOZa3,Iouktas,conventional,False,𐄁ATA,𐄁ATAI*WAJA
gant-,KATA,tooth,luwian_body_parts,luwian,fuzzy_d1,1,IOZa3,Iouktas,conventional,False,𐄁ATA,𐄁ATAI*WAJA
wār-,WARA,water,luwian_agriculture_trade,luwian,fuzzy_d1,1,IOZa3,Iouktas,conventional,False,WAJA,𐄁ATAI*WAJA𐄁AU𐝫
walā-,WALA,to die,luwian_verb,luwian,fuzzy_d1,1,IOZa3,Iouktas,conventional,False,WAJA,𐄁ATAI*WAJA𐄁AU𐝫
tarri-,TARI,three,luwian_number,luwian,fuzzy_d1,1,IOZa3,Iouktas,conventional,False,TAI,𐄁ATAI*WAJA𐄁
-tari,TARI,middle voice 3sg [Mediopassive marker],luwian_suffix,luwian,fuzzy_d1,1,IOZa3,Iouktas,conventional,False,TAI,𐄁ATAI*WAJA𐄁
