triple_id,total_connections,connections,sign_1,sign_2,sign_3,shared_following,shared_preceding,s1_in_uncertain,s2_in_uncertain,s3_in_uncertain,uncertain_count,sign_1_ml_pred,sign_2_ml_pred,sign_3_ml_pred,sign_1_ml_conf,sign_2_ml_conf,sign_3_ml_conf,sign_1_pos_init,sign_2_pos_init,sign_3_pos_init,sign_1_pos_fin,sign_2_pos_fin,sign_3_pos_fin,sign_1_total_occ,sign_2_total_occ,sign_3_total_occ
9761,3,"C,V,both",AB 05,AB 36,AB 70,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.042,0.55,0.504,0.816,0.176,1789,1676,1564
9789,3,"C,V,both",AB 05,AB 36,AB 38,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.042,0.701,0.504,0.816,0.127,1789,1676,1563
2759,3,"C,V,both",AB 02,AB 36,AB 05,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.042,0.274,0.677,0.816,0.504,1479,1676,1789
11292,3,"C,V,both",AB 05,AB 38,AB 70,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.701,0.55,0.504,0.127,0.176,1789,1563,1564
4860,3,"C,V,both",AB 02,AB 70,AB 05,"AB 12,AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.55,0.274,0.677,0.176,0.504,1479,1564,1789
4413,3,"C,V,both",AB 02,AB 38,AB 05,"AB 12,AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.701,0.274,0.677,0.127,0.504,1479,1563,1789
48280,3,"C,V,both",AB 36,AB 38,AB 70,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.042,0.701,0.55,0.816,0.127,0.176,1676,1563,1564
9748,3,"C,V,both",AB 05,AB 36,AB 08,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.042,0.904,0.504,0.816,0.074,1789,1676,1286
9783,3,"C,V,both",AB 05,AB 36,AB 61,"AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.042,0.61,0.504,0.816,0.231,1789,1676,1275
9795,3,"C,V,both",AB 05,AB 36,AB 44,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.042,0.277,0.504,0.816,0.21,1789,1676,1268
2729,3,"C,V,both",AB 02,AB 36,AB 70,"AB 12,AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.042,0.55,0.677,0.816,0.176,1479,1676,1564
2760,3,"C,V,both",AB 02,AB 36,AB 38,"AB 12,AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.042,0.701,0.677,0.816,0.127,1479,1676,1563
9785,3,"C,V,both",AB 05,AB 36,AB 60,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.042,0.224,0.504,0.816,0.262,1789,1676,1243
9541,3,"C,V,both",AB 05,AB 57,AB 36,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.059,0.042,0.504,0.654,0.816,1789,1222,1676
9771,3,"C,V,both",AB 05,AB 36,AB 59,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.042,0.18,0.504,0.816,0.436,1789,1676,1217
11175,3,"C,V,both",AB 05,AB 08,AB 70,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.904,0.55,0.504,0.074,0.176,1789,1286,1564
11189,3,"C,V,both",AB 05,AB 08,AB 38,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.904,0.701,0.504,0.074,0.127,1789,1286,1563
11615,3,"C,V,both",AB 05,AB 61,AB 70,"AB 12,AB 38",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.61,0.55,0.504,0.231,0.176,1789,1275,1564
11304,3,"C,V,both",AB 05,AB 38,AB 61,"AB 12,AB 38",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.701,0.61,0.504,0.127,0.231,1789,1563,1275
10848,3,"C,V,both",AB 05,AB 44,AB 70,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.277,0.55,0.504,0.21,0.176,1789,1268,1564
10864,3,"C,V,both",AB 05,AB 44,AB 38,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.277,0.701,0.504,0.21,0.127,1789,1268,1563
4398,3,"C,V,both",AB 02,AB 38,AB 70,"AB 12,AB 38",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.701,0.55,0.677,0.127,0.176,1479,1563,1564
10712,3,"C,V,both",AB 05,AB 60,AB 70,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.224,0.55,0.504,0.262,0.176,1789,1243,1564
10729,3,"C,V,both",AB 05,AB 60,AB 38,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.224,0.701,0.504,0.262,0.127,1789,1243,1563
7514,3,"C,V,both",AB 04,AB 36,AB 05,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.28,0.042,0.274,0.265,0.816,0.504,1118,1676,1789
9565,3,"C,V,both",AB 05,AB 57,AB 70,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.059,0.55,0.504,0.654,0.176,1789,1222,1564
9594,3,"C,V,both",AB 05,AB 57,AB 38,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.059,0.701,0.504,0.654,0.127,1789,1222,1563
11701,3,"C,V,both",AB 05,AB 70,AB 59,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.55,0.18,0.504,0.176,0.436,1789,1564,1217
11297,3,"C,V,both",AB 05,AB 38,AB 59,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.701,0.18,0.504,0.127,0.436,1789,1563,1217
4286,3,"C,V,both",AB 02,AB 08,AB 05,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.904,0.274,0.677,0.074,0.504,1479,1286,1789
4759,3,"C,V,both",AB 02,AB 61,AB 05,"AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.61,0.274,0.677,0.231,0.504,1479,1275,1789
3942,3,"C,V,both",AB 02,AB 44,AB 05,"AB 12,AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.277,0.274,0.677,0.21,0.504,1479,1268,1789
16088,3,"C,V,both",AB 08,AB 36,AB 70,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.904,0.042,0.55,0.074,0.816,0.176,1286,1676,1564
16115,3,"C,V,both",AB 08,AB 36,AB 38,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.904,0.042,0.701,0.074,0.816,0.127,1286,1676,1563
48383,3,"C,V,both",AB 36,AB 61,AB 70,"AB 12,AB 38",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.042,0.61,0.55,0.816,0.231,0.176,1676,1275,1564
48286,3,"C,V,both",AB 36,AB 38,AB 61,"AB 12,AB 38",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.042,0.701,0.61,0.816,0.127,0.231,1676,1563,1275
3803,3,"C,V,both",AB 02,AB 60,AB 05,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.224,0.274,0.677,0.262,0.504,1479,1243,1789
48072,3,"C,V,both",AB 36,AB 44,AB 70,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.042,0.277,0.55,0.816,0.21,0.176,1676,1268,1564
48081,3,"C,V,both",AB 36,AB 44,AB 38,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.042,0.277,0.701,0.816,0.21,0.127,1676,1268,1563
2556,3,"C,V,both",AB 02,AB 57,AB 05,"AB 12,AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.059,0.274,0.677,0.654,0.504,1479,1222,1789
4877,3,"C,V,both",AB 02,AB 59,AB 05,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.18,0.274,0.677,0.436,0.504,1479,1217,1789
48017,3,"C,V,both",AB 36,AB 60,AB 70,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.042,0.224,0.55,0.816,0.262,0.176,1676,1243,1564
48027,3,"C,V,both",AB 36,AB 60,AB 38,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.042,0.224,0.701,0.816,0.262,0.127,1676,1243,1563
9493,3,"C,V,both",AB 04,AB 70,AB 05,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.28,0.55,0.274,0.265,0.176,0.504,1118,1564,1789
9051,3,"C,V,both",AB 04,AB 38,AB 05,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.28,0.701,0.274,0.265,0.127,0.504,1118,1563,1789
47584,3,"C,V,both",AB 36,AB 57,AB 70,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.042,0.059,0.55,0.816,0.654,0.176,1676,1222,1564
47602,3,"C,V,both",AB 36,AB 57,AB 38,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.042,0.059,0.701,0.816,0.654,0.127,1676,1222,1563
48398,3,"C,V,both",AB 36,AB 70,AB 59,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.042,0.55,0.18,0.816,0.176,0.436,1676,1564,1217
48285,3,"C,V,both",AB 36,AB 38,AB 59,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.042,0.701,0.18,0.816,0.127,0.436,1676,1563,1217
2716,3,"C,V,both",AB 02,AB 36,AB 08,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.042,0.904,0.677,0.816,0.074,1479,1676,1286
9764,3,"C,V,both",AB 05,AB 36,AB 42,"AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.042,0.18,0.504,0.816,0.615,1789,1676,974
9780,3,"C,V,both",AB 05,AB 36,AB 27,"AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.042,0.152,0.504,0.816,0.159,1789,1676,970
2753,3,"C,V,both",AB 02,AB 36,AB 61,"AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.042,0.61,0.677,0.816,0.231,1479,1676,1275
2766,3,"C,V,both",AB 02,AB 36,AB 44,"AB 12,AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.042,0.277,0.677,0.816,0.21,1479,1676,1268
17423,3,"C,V,both",AB 08,AB 38,AB 70,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.904,0.701,0.55,0.074,0.127,0.176,1286,1563,1564
9765,3,"C,V,both",AB 05,AB 36,AB 06,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.042,0.06,0.504,0.816,0.439,1789,1676,947
9741,3,"C,V,both",AB 05,AB 36,AB 75,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.042,0.243,0.504,0.816,0.432,1789,1676,940
49908,3,"C,V,both",AB 38,AB 61,AB 70,"AB 12,AB 38",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.701,0.61,0.55,0.127,0.231,0.176,1563,1275,1564
2755,3,"C,V,both",AB 02,AB 36,AB 60,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.042,0.224,0.677,0.816,0.262,1479,1676,1243
49645,3,"C,V,both",AB 38,AB 44,AB 70,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.701,0.277,0.55,0.127,0.21,0.176,1563,1268,1564
4869,3,"C,V,both",AB 02,AB 04,AB 05,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.28,0.274,0.677,0.265,0.504,1479,1118,1789
2500,3,"C,V,both",AB 02,AB 57,AB 36,"AB 12,AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.059,0.042,0.677,0.654,0.816,1479,1222,1676
2740,3,"C,V,both",AB 02,AB 36,AB 59,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.042,0.18,0.677,0.816,0.436,1479,1676,1217
49594,3,"C,V,both",AB 38,AB 60,AB 70,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.701,0.224,0.55,0.127,0.262,0.176,1563,1243,1564
9736,3,"C,V,both",AB 05,AB 36,AB 77,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.042,0.502,0.504,0.816,0.208,1789,1676,904
9782,3,"C,V,both",AB 05,AB 36,AB 10,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.042,0.185,0.504,0.816,0.345,1789,1676,899
7487,3,"C,V,both",AB 04,AB 36,AB 70,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.28,0.042,0.55,0.265,0.816,0.176,1118,1676,1564
7515,3,"C,V,both",AB 04,AB 36,AB 38,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.28,0.042,0.701,0.265,0.816,0.127,1118,1676,1563
11187,3,"C,V,both",AB 05,AB 08,AB 61,"AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.904,0.61,0.504,0.074,0.231,1789,1286,1275
49202,3,"C,V,both",AB 38,AB 57,AB 70,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.701,0.059,0.55,0.127,0.654,0.176,1563,1222,1564
49923,3,"C,V,both",AB 38,AB 70,AB 59,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.701,0.55,0.18,0.127,0.176,0.436,1563,1564,1217
10838,3,"C,V,both",AB 05,AB 44,AB 08,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.277,0.904,0.504,0.21,0.074,1789,1268,1286
10861,3,"C,V,both",AB 05,AB 44,AB 61,"AB 12,AB 38",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.277,0.61,0.504,0.21,0.231,1789,1268,1275
5168,3,"C,V,both",AB 03,AB 36,AB 05,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.7,0.042,0.274,0.104,0.816,0.504,866,1676,1789
4271,3,"C,V,both",AB 02,AB 08,AB 70,"AB 12,AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.904,0.55,0.677,0.074,0.176,1479,1286,1564
4287,3,"C,V,both",AB 02,AB 08,AB 38,"AB 12,AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.904,0.701,0.677,0.074,0.127,1479,1286,1563
10168,3,"C,V,both",AB 05,AB 42,AB 70,"AB 12,AB 38",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.18,0.55,0.504,0.615,0.176,1789,974,1564
10196,3,"C,V,both",AB 05,AB 42,AB 38,"AB 12,AB 38",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.18,0.701,0.504,0.615,0.127,1789,974,1563
10570,3,"C,V,both",AB 05,AB 27,AB 70,"AB 12,AB 38",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.152,0.55,0.504,0.159,0.176,1789,970,1564
10591,3,"C,V,both",AB 05,AB 27,AB 38,"AB 12,AB 38",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.152,0.701,0.504,0.159,0.127,1789,970,1563
4752,3,"C,V,both",AB 02,AB 61,AB 70,AB 38,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.61,0.55,0.677,0.231,0.176,1479,1275,1564
10702,3,"C,V,both",AB 05,AB 60,AB 08,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.224,0.904,0.504,0.262,0.074,1789,1243,1286
4411,3,"C,V,both",AB 02,AB 38,AB 61,AB 38,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.701,0.61,0.677,0.127,0.231,1479,1563,1275
3926,3,"C,V,both",AB 02,AB 44,AB 70,"AB 12,AB 38",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.277,0.55,0.677,0.21,0.176,1479,1268,1564
3944,3,"C,V,both",AB 02,AB 44,AB 38,"AB 12,AB 38",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.277,0.701,0.677,0.21,0.127,1479,1268,1563
10725,3,"C,V,both",AB 05,AB 60,AB 61,"AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.224,0.61,0.504,0.262,0.231,1789,1243,1275
10228,3,"C,V,both",AB 05,AB 06,AB 70,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.06,0.55,0.504,0.439,0.176,1789,947,1564
10735,3,"C,V,both",AB 05,AB 60,AB 44,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.224,0.277,0.504,0.262,0.21,1789,1243,1268
10255,3,"C,V,both",AB 05,AB 06,AB 38,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.06,0.701,0.504,0.439,0.127,1789,947,1563
9552,3,"C,V,both",AB 05,AB 57,AB 08,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.059,0.904,0.504,0.654,0.074,1789,1222,1286
11138,3,"C,V,both",AB 05,AB 75,AB 70,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.243,0.55,0.504,0.432,0.176,1789,940,1564
11153,3,"C,V,both",AB 05,AB 75,AB 38,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.243,0.701,0.504,0.432,0.127,1789,940,1563
11181,3,"C,V,both",AB 05,AB 08,AB 59,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.904,0.18,0.504,0.074,0.436,1789,1286,1217
3784,3,"C,V,both",AB 02,AB 60,AB 70,"AB 12,AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.224,0.55,0.677,0.262,0.176,1479,1243,1564
9588,3,"C,V,both",AB 05,AB 57,AB 61,"AB 12,AB 38",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.059,0.61,0.504,0.654,0.231,1789,1222,1275
3805,3,"C,V,both",AB 02,AB 60,AB 38,"AB 12,AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.224,0.701,0.677,0.262,0.127,1479,1243,1563
11616,3,"C,V,both",AB 05,AB 61,AB 59,"AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.61,0.18,0.504,0.231,0.436,1789,1275,1217
9600,3,"C,V,both",AB 05,AB 57,AB 44,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.059,0.277,0.504,0.654,0.21,1789,1222,1268
10853,3,"C,V,both",AB 05,AB 44,AB 59,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.277,0.18,0.504,0.21,0.436,1789,1268,1217
2736,3,"C,V,both",AB 02,AB 36,AB 04,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.042,0.28,0.677,0.816,0.265,1479,1676,1118
2524,3,"C,V,both",AB 02,AB 57,AB 70,"AB 12,AB 38",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.059,0.55,0.677,0.654,0.176,1479,1222,1564
2558,3,"C,V,both",AB 02,AB 57,AB 38,"AB 12,AB 38",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.059,0.701,0.677,0.654,0.127,1479,1222,1563
4855,3,"C,V,both",AB 02,AB 70,AB 59,"AB 12,AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.55,0.18,0.677,0.176,0.436,1479,1564,1217
4404,3,"C,V,both",AB 02,AB 38,AB 59,"AB 12,AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.701,0.18,0.677,0.127,0.436,1479,1563,1217
9784,3,"C,V,both",AB 05,AB 36,AB 53,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.042,0.164,0.504,0.816,0.121,1789,1676,794
10936,3,"C,V,both",AB 05,AB 77,AB 70,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.502,0.55,0.504,0.208,0.176,1789,904,1564
10951,3,"C,V,both",AB 05,AB 77,AB 38,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.502,0.701,0.504,0.208,0.127,1789,904,1563
9590,3,"C,V,both",AB 05,AB 57,AB 60,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.059,0.224,0.504,0.654,0.262,1789,1222,1243
11598,3,"C,V,both",AB 05,AB 10,AB 70,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.185,0.55,0.504,0.345,0.176,1789,899,1564
11303,3,"C,V,both",AB 05,AB 38,AB 10,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.701,0.185,0.504,0.127,0.345,1789,1563,899
10717,3,"C,V,both",AB 05,AB 60,AB 59,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.224,0.18,0.504,0.262,0.436,1789,1243,1217
9038,3,"C,V,both",AB 04,AB 38,AB 70,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.28,0.701,0.55,0.265,0.127,0.176,1118,1563,1564
3188,3,"C,V,both",AB 02,AB 42,AB 05,"AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.18,0.274,0.677,0.615,0.504,1479,974,1789
3657,3,"C,V,both",AB 02,AB 27,AB 05,"AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.152,0.274,0.677,0.159,0.504,1479,970,1789
16109,3,"C,V,both",AB 08,AB 36,AB 61,"AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.904,0.042,0.61,0.074,0.816,0.231,1286,1676,1275
16120,3,"C,V,both",AB 08,AB 36,AB 44,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.904,0.042,0.277,0.074,0.816,0.21,1286,1676,1268
9575,3,"C,V,both",AB 05,AB 57,AB 59,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.059,0.18,0.504,0.654,0.436,1789,1222,1217
7208,3,"C,V,both",AB 03,AB 70,AB 05,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.7,0.55,0.274,0.104,0.176,0.504,866,1564,1789
48079,3,"C,V,both",AB 36,AB 44,AB 61,"AB 12,AB 38",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.042,0.277,0.61,0.816,0.21,0.231,1676,1268,1275
6743,3,"C,V,both",AB 03,AB 38,AB 05,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.7,0.701,0.274,0.104,0.127,0.504,866,1563,1789
3250,3,"C,V,both",AB 02,AB 06,AB 05,"AB 12,AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.06,0.274,0.677,0.439,0.504,1479,947,1789
47764,3,"C,V,both",AB 36,AB 42,AB 70,"AB 12,AB 38",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.042,0.18,0.55,0.816,0.615,0.176,1676,974,1564
47781,3,"C,V,both",AB 36,AB 42,AB 38,"AB 12,AB 38",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.042,0.18,0.701,0.816,0.615,0.127,1676,974,1563
40674,3,"C,V,both",AB 27,AB 36,AB 70,"AB 12,AB 38",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.152,0.042,0.55,0.159,0.816,0.176,970,1676,1564
40694,3,"C,V,both",AB 27,AB 36,AB 38,"AB 12,AB 38",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.152,0.042,0.701,0.159,0.816,0.127,970,1676,1563
4249,3,"C,V,both",AB 02,AB 75,AB 05,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.048,0.243,0.274,0.677,0.432,0.504,1479,940,1789
16111,3,"C,V,both",AB 08,AB 36,AB 60,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.904,0.042,0.224,0.074,0.816,0.262,1286,1676,1243
48024,3,"C,V,both",AB 36,AB 60,AB 61,"AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.042,0.224,0.61,0.816,0.262,0.231,1676,1243,1275
8930,3,"C,V,both",AB 04,AB 08,AB 05,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.28,0.904,0.274,0.265,0.074,0.504,1118,1286,1789
9740,3,"C,V,both",AB 05,AB 36,AB 12,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.042,0.05,0.504,0.816,0.534,1789,1676,727
11961,3,"C,V,both",AB 06,AB 36,AB 70,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.06,0.042,0.55,0.439,0.816,0.176,947,1676,1564
48030,3,"C,V,both",AB 36,AB 60,AB 44,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.042,0.224,0.277,0.816,0.262,0.21,1676,1243,1268
11988,3,"C,V,both",AB 06,AB 36,AB 38,AB 12,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.06,0.042,0.701,0.439,0.816,0.127,947,1676,1563
9742,3,"C,V,both",AB 05,AB 36,AB 41,"AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.274,0.042,0.158,0.504,0.816,0.29,1789,1676,720
15879,3,"C,V,both",AB 08,AB 57,AB 36,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.904,0.059,0.042,0.074,0.654,0.816,1286,1222,1676
9400,3,"C,V,both",AB 04,AB 61,AB 05,"AB 38,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.28,0.61,0.274,0.265,0.231,0.504,1118,1275,1789
48216,3,"C,V,both",AB 36,AB 75,AB 70,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.042,0.243,0.55,0.816,0.432,0.176,1676,940,1564
16097,3,"C,V,both",AB 08,AB 36,AB 59,AB 56,AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.904,0.042,0.18,0.074,0.816,0.436,1286,1676,1217
48225,3,"C,V,both",AB 36,AB 75,AB 38,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.042,0.243,0.701,0.816,0.432,0.127,1676,940,1563
8598,3,"C,V,both",AB 04,AB 44,AB 05,"AB 12,AB 56",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.28,0.277,0.274,0.265,0.21,0.504,1118,1268,1789
47597,3,"C,V,both",AB 36,AB 57,AB 61,"AB 12,AB 38",AB 77,True,True,True,3,,,,0.0,0.0,0.0,0.042,0.059,0.61,0.816,0.654,0.231,1676,1222,1275
