link_type,sign_a,sign_b,shared_following_sign,shared_preceding_sign,bigram_total,total_common_right,total_common_left,common_right_signs,common_left_signs
consonant-candidate,AB 20,AB 21,AB 36,,9,3,,"AB 36, AB 42, AB 59",
consonant-candidate,AB 21,AB 68,AB 36,,9,2,,"AB 36, AB 60",
consonant-candidate,AB 21,AB 81,AB 36,,9,8,,"AB 36, AB 41, AB 42, AB 52, AB 53",
consonant-candidate,AB 21,AB 83,AB 36,,9,2,,"AB 36, AB 57",
consonant-candidate,AB 21,AB 90,AB 36,,9,1,,AB 36,
consonant-candidate,AB 21,AB 78,AB 36,,9,7,,"AB 36, AB 41, AB 42, AB 53, AB 57",
consonant-candidate,AB 03,AB 64,AB 36,,9,2,,"AB 36, AB 57",
consonant-candidate,AB 31,AB 64,AB 36,,9,2,,"AB 36, AB 57",
consonant-candidate,AB 30,AB 85,AB 59,,9,3,,"AB 05, AB 44, AB 59",
consonant-candidate,AB 30,AB 19,AB 59,,9,1,,AB 59,
consonant-candidate,AB 48,AB 87,AB 59,,9,1,,AB 59,
consonant-candidate,AB 72,AB 85,AB 59,,9,6,,"AB 04, AB 05, AB 44, AB 45, AB 53",
consonant-candidate,AB 72,AB 19,AB 59,,9,1,,AB 59,
consonant-candidate,AB 21,AB 87,AB 59,,9,1,,AB 59,
consonant-candidate,AB 85,AB 41,AB 59,,9,5,,"AB 04, AB 05, AB 44, AB 53, AB 59",
consonant-candidate,AB 85,AB 73,AB 59,,9,5,,"AB 04, AB 05, AB 45, AB 53, AB 59",
consonant-candidate,AB 85,AB 87,AB 59,,9,1,,AB 59,
consonant-candidate,AB 41,AB 19,AB 59,,9,1,,AB 59,
consonant-candidate,AB 01,AB 87,AB 59,,9,1,,AB 59,
consonant-candidate,AB 73,AB 19,AB 59,,9,1,,AB 59,
consonant-candidate,AB 61,AB 34,AB 59,,9,3,,"AB 44, AB 59, AB 77",
consonant-candidate,AB 50,AB 87,AB 59,,9,1,,AB 59,
consonant-candidate,AB 20,AB 87,AB 59,,9,1,,AB 59,
consonant-candidate,AB 69,AB 87,AB 59,,9,1,,AB 59,
consonant-candidate,AB 45,AB 87,AB 59,,9,1,,AB 59,
consonant-candidate,AB 87,AB 55,AB 59,,9,1,,AB 59,
consonant-candidate,AB 87,AB 19,AB 59,,9,1,,AB 59,
consonant-candidate,AB 34,AB 24,AB 59,,9,3,,"AB 44, AB 59, AB 77",
consonant-candidate,AB 51,AB 85,AB 05,,9,2,,"AB 05, AB 53",
consonant-candidate,AB 50,AB 65,AB 05,,9,3,,"AB 05, AB 77, AB 80",
consonant-candidate,AB 45,AB 65,AB 05,,9,4,,"AB 05, AB 77, AB 78, AB 80",
consonant-candidate,AB 85,AB 35,AB 05,,9,1,,AB 05,
consonant-candidate,AB 35,AB 76,AB 05,,9,1,,AB 05,
consonant-candidate,AB 72,AB 91,AB 75,,9,1,,AB 75,
consonant-candidate,AB 31,AB 91,AB 75,,9,1,,AB 75,
consonant-candidate,AB 68,AB 58,AB 60,,9,3,,"AB 08, AB 32, AB 60",
consonant-candidate,AB 85,AB 62,AB 53,,9,1,,AB 53,
vowel-candidate,AB 56,AB 10,,AB 77,9,,12,,"AB 02, AB 04, AB 05, AB 08, AB 12"
vowel-candidate,AB 55,AB 45,,AB 77,9,,16,,"AB 02, AB 03, AB 08, AB 09, AB 13"
vowel-candidate,AB 55,AB 52,,AB 77,9,,17,,"AB 01, AB 02, AB 03, AB 08, AB 09"
vowel-candidate,AB 55,AB 54,,AB 77,9,,19,,"AB 01, AB 02, AB 03, AB 08, AB 09"
vowel-candidate,AB 55,AB 07,,AB 77,9,,10,,"AB 02, AB 08, AB 37, AB 42, AB 53"
vowel-candidate,AB 15,AB 36,,AB 77,9,,27,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 15,AB 14,,AB 77,9,,27,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 45,AB 73,,AB 77,9,,23,,"AB 02, AB 04, AB 05, AB 07, AB 08"
vowel-candidate,AB 45,AB 50,,AB 77,9,,23,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 45,AB 67,,AB 77,9,,26,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 45,AB 23,,AB 77,9,,7,,"AB 02, AB 05, AB 08, AB 31, AB 57"
vowel-candidate,AB 45,AB 69,,AB 77,9,,23,,"AB 02, AB 03, AB 04, AB 05, AB 08"
vowel-candidate,AB 45,AB 25,,AB 77,9,,16,,"AB 04, AB 05, AB 27, AB 36, AB 39"
vowel-candidate,AB 45,AB 20,,AB 77,9,,22,,"AB 02, AB 03, AB 06, AB 07, AB 11"
vowel-candidate,AB 36,AB 30,,AB 77,9,,31,,"AB 02, AB 03, AB 05, AB 06, AB 11"
vowel-candidate,AB 36,AB 11,,AB 77,9,,34,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 36,AB 72,,AB 77,9,,31,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 14,AB 30,,AB 77,9,,27,,"AB 02, AB 03, AB 05, AB 06, AB 12"
vowel-candidate,AB 14,AB 11,,AB 77,9,,34,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 14,AB 72,,AB 77,9,,29,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 52,AB 73,,AB 77,9,,26,,"AB 01, AB 02, AB 05, AB 08, AB 10"
vowel-candidate,AB 52,AB 50,,AB 77,9,,22,,"AB 01, AB 02, AB 03, AB 05, AB 06"
vowel-candidate,AB 52,AB 67,,AB 77,9,,26,,"AB 02, AB 03, AB 05, AB 06, AB 08"
vowel-candidate,AB 52,AB 23,,AB 77,9,,8,,"AB 02, AB 05, AB 08, AB 31, AB 37"
vowel-candidate,AB 52,AB 69,,AB 77,9,,24,,"AB 02, AB 03, AB 05, AB 08, AB 10"
vowel-candidate,AB 52,AB 25,,AB 77,9,,18,,"AB 01, AB 05, AB 24, AB 27, AB 36"
vowel-candidate,AB 52,AB 20,,AB 77,9,,21,,"AB 01, AB 02, AB 03, AB 06, AB 11"
vowel-candidate,AB 73,AB 54,,AB 77,9,,29,,"AB 01, AB 02, AB 04, AB 05, AB 08"
vowel-candidate,AB 73,AB 07,,AB 77,9,,20,,"AB 02, AB 05, AB 08, AB 10, AB 11"
vowel-candidate,AB 54,AB 50,,AB 77,9,,24,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 54,AB 67,,AB 77,9,,31,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 54,AB 23,,AB 77,9,,9,,"AB 02, AB 05, AB 08, AB 31, AB 37"
vowel-candidate,AB 54,AB 69,,AB 77,9,,27,,"AB 02, AB 03, AB 04, AB 05, AB 08"
vowel-candidate,AB 54,AB 25,,AB 77,9,,23,,"AB 01, AB 04, AB 05, AB 20, AB 24"
vowel-candidate,AB 54,AB 20,,AB 77,9,,21,,"AB 01, AB 02, AB 03, AB 06, AB 13"
vowel-candidate,AB 50,AB 07,,AB 77,9,,15,,"AB 02, AB 05, AB 08, AB 11, AB 15"
vowel-candidate,AB 10,AB 09,,AB 77,9,,19,,"AB 02, AB 04, AB 05, AB 06, AB 08"
vowel-candidate,AB 10,AB 57,,AB 77,9,,32,,"AB 01, AB 02, AB 03, AB 04, AB 06"
vowel-candidate,AB 10,AB 33,,AB 77,9,,5,,"AB 04, AB 38, AB 72, AB 77, AB 80"
vowel-candidate,AB 10,AB 39,,AB 77,9,,29,,"AB 02, AB 04, AB 05, AB 06, AB 07"
vowel-candidate,AB 67,AB 07,,AB 77,9,,22,,"AB 02, AB 05, AB 08, AB 10, AB 11"
vowel-candidate,AB 07,AB 23,,AB 77,9,,6,,"AB 02, AB 05, AB 08, AB 37, AB 57"
vowel-candidate,AB 07,AB 69,,AB 77,9,,21,,"AB 02, AB 05, AB 08, AB 10, AB 15"
vowel-candidate,AB 07,AB 25,,AB 77,9,,14,,"AB 05, AB 36, AB 39, AB 42, AB 53"
vowel-candidate,AB 07,AB 20,,AB 77,9,,14,,"AB 02, AB 11, AB 36, AB 38, AB 42"
vowel-candidate,AB 14,AB 58,,AB 12,9,,13,,"AB 02, AB 05, AB 06, AB 12, AB 36"
vowel-candidate,AB 13,AB 26,,AB 12,9,,20,,"AB 02, AB 04, AB 05, AB 08, AB 10"
vowel-candidate,AB 16,AB 12,,AB 12,9,,17,,"AB 04, AB 05, AB 08, AB 10, AB 11"
vowel-candidate,AB 16,AB 21,,AB 12,9,,9,,"AB 04, AB 05, AB 08, AB 12, AB 37"
vowel-candidate,AB 16,AB 56,,AB 12,9,,12,,"AB 02, AB 04, AB 05, AB 08, AB 10"
vowel-candidate,AB 16,AB 50,,AB 12,9,,17,,"AB 02, AB 04, AB 05, AB 08, AB 11"
vowel-candidate,AB 16,AB 11,,AB 12,9,,24,,"AB 02, AB 04, AB 05, AB 08, AB 10"
vowel-candidate,AB 16,AB 06,,AB 12,9,,22,,"AB 02, AB 04, AB 05, AB 08, AB 10"
vowel-candidate,AB 21,AB 04,,AB 12,9,,14,,"AB 04, AB 05, AB 08, AB 12, AB 28"
vowel-candidate,AB 58,AB 30,,AB 12,9,,12,,"AB 02, AB 05, AB 06, AB 12, AB 36"
vowel-candidate,AB 58,AB 41,,AB 12,9,,12,,"AB 02, AB 05, AB 06, AB 12, AB 36"
vowel-candidate,AB 36,AB 68,,AB 38,9,,4,,"AB 03, AB 38, AB 78, AB 81"
vowel-candidate,AB 36,AB 65,,AB 38,9,,4,,"AB 28, AB 38, AB 42, AB 53"
vowel-candidate,AB 73,AB 68,,AB 38,9,,4,,"AB 08, AB 38, AB 69, AB 81"
vowel-candidate,AB 73,AB 65,,AB 38,9,,5,,"AB 08, AB 28, AB 38, AB 42, AB 53"
vowel-candidate,AB 14,AB 32,,AB 38,9,,21,,"AB 02, AB 03, AB 05, AB 06, AB 07"
vowel-candidate,AB 01,AB 68,,AB 38,9,,5,,"AB 03, AB 08, AB 38, AB 78, AB 81"
vowel-candidate,AB 01,AB 65,,AB 38,9,,6,,"AB 08, AB 28, AB 38, AB 42, AB 53"
vowel-candidate,AB 81,AB 33,,AB 38,9,,4,,"AB 04, AB 38, AB 39, AB 80"
vowel-candidate,AB 03,AB 68,,AB 38,9,,5,,"AB 03, AB 08, AB 38, AB 78, AB 81"
vowel-candidate,AB 03,AB 65,,AB 38,9,,5,,"AB 08, AB 28, AB 38, AB 42, AB 53"
vowel-candidate,AB 32,AB 33,,AB 38,9,,3,,"AB 38, AB 39, AB 72"
vowel-candidate,AB 72,AB 51,,AB 10,9,,11,,"AB 02, AB 04, AB 08, AB 10, AB 36"
vowel-candidate,AB 40,AB 43,,AB 70,9,,11,,"AB 02, AB 05, AB 06, AB 15, AB 36"
vowel-candidate,AB 43,AB 81,,AB 70,9,,12,,"AB 02, AB 05, AB 06, AB 15, AB 28"
vowel-candidate,AB 43,AB 37,,AB 70,9,,10,,"AB 02, AB 05, AB 06, AB 28, AB 36"
vowel-candidate,AB 43,AB 25,,AB 70,9,,5,,"AB 05, AB 36, AB 57, AB 59, AB 70"
vowel-candidate,AB 52,AB 74,,AB 02,9,,7,,"AB 02, AB 03, AB 08, AB 28, AB 36"
vowel-candidate,AB 07,AB 17,,AB 02,9,,6,,"AB 02, AB 36, AB 53, AB 57, AB 59"
vowel-candidate,AB 09,AB 74,,AB 02,9,,5,,"AB 02, AB 08, AB 28, AB 36, AB 61"
vowel-candidate,AB 57,AB 17,,AB 02,9,,11,,"AB 02, AB 07, AB 13, AB 27, AB 28"
vowel-candidate,AB 17,AB 20,,AB 02,9,,10,,"AB 02, AB 07, AB 13, AB 36, AB 53"
vowel-candidate,AB 02,AB 74,,AB 02,9,,7,,"AB 02, AB 03, AB 08, AB 28, AB 36"
vowel-candidate,AB 46,AB 28,,AB 54,9,,9,,"AB 01, AB 28, AB 39, AB 41, AB 53"
vowel-candidate,AB 46,AB 02,,AB 54,9,,11,,"AB 01, AB 07, AB 28, AB 37, AB 39"
vowel-candidate,AB 46,AB 42,,AB 54,9,,11,,"AB 01, AB 07, AB 28, AB 37, AB 39"
vowel-candidate,AB 28,AB 63,,AB 54,9,,3,,"AB 28, AB 54, AB 81"
vowel-candidate,AB 02,AB 63,,AB 54,9,,3,,"AB 28, AB 54, AB 81"
vowel-candidate,AB 42,AB 63,,AB 54,9,,3,,"AB 28, AB 54, AB 81"
vowel-candidate,AB 77,AB 48,,AB 37,9,,3,,"AB 01, AB 37, AB 41"
vowel-candidate,AB 21,AB 48,,AB 37,9,,1,,AB 37
vowel-candidate,AB 80,AB 48,,AB 37,9,,3,,"AB 01, AB 37, AB 41"
vowel-candidate,AB 37,AB 48,,AB 37,9,,1,,AB 37
vowel-candidate,AB 55,AB 48,,AB 37,9,,3,,"AB 01, AB 37, AB 41"
vowel-candidate,AB 24,AB 48,,AB 37,9,,3,,"AB 01, AB 37, AB 41"
vowel-candidate,AB 23,AB 48,,AB 37,9,,2,,"AB 37, AB 41"
vowel-candidate,AB 67,AB 48,,AB 37,9,,2,,"AB 37, AB 41"
vowel-candidate,AB 07,AB 48,,AB 37,9,,1,,AB 37
vowel-candidate,AB 01,AB 48,,AB 37,9,,3,,"AB 01, AB 37, AB 41"
vowel-candidate,AB 31,AB 48,,AB 37,9,,1,,AB 37
vowel-candidate,AB 09,AB 48,,AB 37,9,,1,,AB 37
vowel-candidate,AB 69,AB 48,,AB 37,9,,1,,AB 37
vowel-candidate,AB 48,AB 32,,AB 37,9,,1,,AB 37
vowel-candidate,AB 48,AB 08,,AB 37,9,,2,,"AB 37, AB 41"
vowel-candidate,AB 56,AB 29,,AB 36,9,,4,,"AB 05, AB 08, AB 36, AB 60"
vowel-candidate,AB 58,AB 29,,AB 36,9,,3,,"AB 05, AB 36, AB 60"
vowel-candidate,AB 11,AB 48,,AB 41,9,,2,,"AB 01, AB 41"
vowel-candidate,AB 69,AB 65,,AB 42,9,,3,,"AB 08, AB 42, AB 53"
vowel-candidate,AB 60,AB 34,,AB 24,9,,4,,"AB 08, AB 15, AB 24, AB 61"
vowel-candidate,AB 67,AB 34,,AB 24,9,,4,,"AB 08, AB 15, AB 24, AB 61"
vowel-candidate,AB 28,AB 34,,AB 24,9,,4,,"AB 08, AB 15, AB 24, AB 61"
vowel-candidate,AB 53,AB 34,,AB 24,9,,4,,"AB 08, AB 15, AB 24, AB 61"
vowel-candidate,AB 04,AB 34,,AB 24,9,,4,,"AB 08, AB 15, AB 24, AB 61"
vowel-candidate,AB 25,AB 34,,AB 24,9,,2,,"AB 24, AB 61"
vowel-candidate,AB 01,AB 34,,AB 24,9,,4,,"AB 08, AB 15, AB 24, AB 61"
vowel-candidate,AB 80,AB 34,,AB 24,9,,4,,"AB 08, AB 15, AB 24, AB 61"
vowel-candidate,AB 76,AB 25,,AB 59,9,,4,,"AB 39, AB 44, AB 59, AB 75"
vowel-candidate,AB 76,AB 85,,AB 59,9,,1,,AB 59
vowel-candidate,AB 76,AB 43,,AB 59,9,,1,,AB 59
vowel-candidate,AB 76,AB 20,,AB 59,9,,3,,"AB 03, AB 59, AB 72"
vowel-candidate,AB 24,AB 62,,AB 59,9,,2,,"AB 59, AB 60"
vowel-candidate,AB 09,AB 62,,AB 59,9,,2,,"AB 59, AB 60"
vowel-candidate,AB 17,AB 46,,AB 59,9,,4,,"AB 07, AB 28, AB 53, AB 59"
vowel-candidate,AB 56,AB 62,,AB 59,9,,3,,"AB 26, AB 59, AB 60"
vowel-candidate,AB 62,AB 50,,AB 59,9,,3,,"AB 59, AB 60, AB 78"
vowel-candidate,AB 62,AB 69,,AB 59,9,,2,,"AB 59, AB 60"
vowel-candidate,AB 57,AB 22,,AB 07,9,,2,,"AB 01, AB 07"
vowel-candidate,AB 22,AB 03,,AB 07,9,,1,,AB 07
vowel-candidate,AB 82,AB 05,,AB 27,9,,2,,"AB 27, AB 39"
vowel-candidate,AB 82,AB 60,,AB 27,9,,2,,"AB 27, AB 39"
vowel-candidate,AB 82,AB 37,,AB 27,9,,2,,"AB 27, AB 39"
vowel-candidate,AB 82,AB 17,,AB 27,9,,1,,AB 27
vowel-candidate,AB 82,AB 25,,AB 27,9,,2,,"AB 27, AB 39"
vowel-candidate,AB 90,AB 73,,AB 27,9,,1,,AB 27
vowel-candidate,AB 68,AB 62,,AB 78,9,,1,,AB 78
vowel-candidate,AB 68,AB 85,,AB 78,9,,1,,AB 78
vowel-candidate,AB 67,AB 19,,AB 39,9,,1,,AB 39
vowel-candidate,AB 75,AB 19,,AB 39,9,,1,,AB 39
vowel-candidate,AB 65,AB 43,,AB 28,9,,1,,AB 28
vowel-candidate,AB 65,AB 63,,AB 28,9,,1,,AB 28
vowel-candidate,AB 13,AB 91,,AB 61,9,,1,,AB 61
vowel-candidate,AB 59,AB 91,,AB 61,9,,1,,AB 61
vowel-candidate,AB 91,AB 34,,AB 61,9,,1,,AB 61
vowel-candidate,AB 20,AB 83,,AB 01,9,,1,,AB 01
vowel-candidate,AB 55,AB 87,,AB 01,9,,1,,AB 01
vowel-candidate,AB 11,AB 87,,AB 01,9,,1,,AB 01
vowel-candidate,AB 83,AB 27,,AB 01,9,,1,,AB 01
vowel-candidate,AB 83,AB 29,,AB 01,9,,1,,AB 01
vowel-candidate,AB 83,AB 81,,AB 01,9,,1,,AB 01
vowel-candidate,AB 83,AB 50,,AB 01,9,,1,,AB 01
vowel-candidate,AB 59,AB 87,,AB 01,9,,1,,AB 01
vowel-candidate,AB 44,AB 87,,AB 01,9,,1,,AB 01
consonant-candidate,AB 08,AB 02,AB 56,,8,52,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 08,AB 05,AB 56,,8,51,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 08,AB 59,AB 56,,8,50,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 02,AB 05,AB 56,,8,52,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 02,AB 59,AB 56,,8,55,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 05,AB 59,AB 56,,8,54,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 56,AB 03,AB 12,,8,8,,"AB 01, AB 12, AB 28, AB 37, AB 52",
consonant-candidate,AB 56,AB 38,AB 12,,8,8,,"AB 01, AB 12, AB 26, AB 28, AB 37",
consonant-candidate,AB 56,AB 73,AB 12,,8,7,,"AB 12, AB 26, AB 37, AB 52, AB 53",
consonant-candidate,AB 56,AB 75,AB 12,,8,9,,"AB 01, AB 12, AB 26, AB 28, AB 37",
consonant-candidate,AB 56,AB 81,AB 12,,8,7,,"AB 01, AB 12, AB 26, AB 28, AB 52",
consonant-candidate,AB 56,AB 74,AB 12,,8,2,,"AB 12, AB 37",
consonant-candidate,AB 55,AB 03,AB 12,,8,19,,"AB 03, AB 05, AB 08, AB 12, AB 13",
consonant-candidate,AB 55,AB 38,AB 12,,8,19,,"AB 03, AB 05, AB 08, AB 09, AB 12",
consonant-candidate,AB 55,AB 73,AB 12,,8,10,,"AB 03, AB 05, AB 08, AB 12, AB 53",
consonant-candidate,AB 55,AB 75,AB 12,,8,20,,"AB 03, AB 05, AB 08, AB 09, AB 12",
consonant-candidate,AB 55,AB 81,AB 12,,8,11,,"AB 03, AB 12, AB 15, AB 42, AB 44",
consonant-candidate,AB 55,AB 74,AB 12,,8,4,,"AB 05, AB 12, AB 75, AB 78",
consonant-candidate,AB 03,AB 59,AB 12,,8,45,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 03,AB 80,AB 12,,8,29,,"AB 01, AB 02, AB 04, AB 05, AB 06",
consonant-candidate,AB 38,AB 59,AB 12,,8,47,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 38,AB 80,AB 12,,8,36,,"AB 01, AB 02, AB 04, AB 05, AB 06",
consonant-candidate,AB 40,AB 12,AB 12,,8,25,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 40,AB 67,AB 12,,8,20,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 40,AB 48,AB 12,,8,5,,"AB 12, AB 27, AB 36, AB 37, AB 59",
consonant-candidate,AB 40,AB 44,AB 12,,8,24,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 40,AB 49,AB 12,,8,1,,AB 12,
consonant-candidate,AB 40,AB 36,AB 12,,8,27,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 40,AB 17,AB 12,,8,11,,"AB 02, AB 05, AB 06, AB 12, AB 27",
consonant-candidate,AB 40,AB 07,AB 12,,8,19,,"AB 01, AB 02, AB 03, AB 12, AB 14",
consonant-candidate,AB 40,AB 15,AB 12,,8,23,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 40,AB 09,AB 12,,8,13,,"AB 01, AB 02, AB 04, AB 05, AB 12",
consonant-candidate,AB 40,AB 63,AB 12,,8,2,,"AB 04, AB 12",
consonant-candidate,AB 40,AB 16,AB 12,,8,20,,"AB 01, AB 02, AB 04, AB 05, AB 06",
consonant-candidate,AB 04,AB 67,AB 12,,8,26,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 04,AB 48,AB 12,,8,6,,"AB 12, AB 27, AB 36, AB 37, AB 41",
consonant-candidate,AB 04,AB 44,AB 12,,8,43,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 04,AB 49,AB 12,,8,1,,AB 12,
consonant-candidate,AB 04,AB 17,AB 12,,8,16,,"AB 02, AB 05, AB 06, AB 08, AB 12",
consonant-candidate,AB 04,AB 07,AB 12,,8,24,,"AB 01, AB 02, AB 03, AB 10, AB 12",
consonant-candidate,AB 04,AB 09,AB 12,,8,20,,"AB 01, AB 02, AB 04, AB 05, AB 10",
consonant-candidate,AB 04,AB 63,AB 12,,8,3,,"AB 04, AB 10, AB 12",
consonant-candidate,AB 04,AB 16,AB 12,,8,26,,"AB 01, AB 02, AB 04, AB 05, AB 06",
consonant-candidate,AB 59,AB 73,AB 12,,8,23,,"AB 03, AB 04, AB 05, AB 08, AB 12",
consonant-candidate,AB 59,AB 81,AB 12,,8,33,,"AB 01, AB 02, AB 03, AB 04, AB 06",
consonant-candidate,AB 59,AB 74,AB 12,,8,7,,"AB 02, AB 05, AB 10, AB 12, AB 37",
consonant-candidate,AB 12,AB 32,AB 12,,8,28,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 08,AB 43,AB 12,,8,14,,"AB 04, AB 12, AB 13, AB 30, AB 31",
consonant-candidate,AB 08,AB 39,AB 12,,8,44,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 32,AB 67,AB 12,,8,20,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 32,AB 48,AB 12,,8,5,,"AB 12, AB 27, AB 36, AB 41, AB 59",
consonant-candidate,AB 32,AB 44,AB 12,,8,25,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 32,AB 49,AB 12,,8,1,,AB 12,
consonant-candidate,AB 32,AB 36,AB 12,,8,29,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 32,AB 17,AB 12,,8,11,,"AB 02, AB 05, AB 08, AB 12, AB 27",
consonant-candidate,AB 32,AB 07,AB 12,,8,16,,"AB 01, AB 02, AB 03, AB 10, AB 12",
consonant-candidate,AB 32,AB 15,AB 12,,8,28,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 32,AB 09,AB 12,,8,15,,"AB 01, AB 02, AB 04, AB 05, AB 10",
consonant-candidate,AB 32,AB 63,AB 12,,8,3,,"AB 04, AB 10, AB 12",
consonant-candidate,AB 32,AB 16,AB 12,,8,20,,"AB 01, AB 02, AB 04, AB 05, AB 12",
consonant-candidate,AB 73,AB 80,AB 12,,8,16,,"AB 04, AB 05, AB 12, AB 26, AB 27",
consonant-candidate,AB 80,AB 75,AB 12,,8,35,,"AB 01, AB 02, AB 04, AB 05, AB 06",
consonant-candidate,AB 80,AB 81,AB 12,,8,27,,"AB 01, AB 02, AB 04, AB 06, AB 07",
consonant-candidate,AB 80,AB 74,AB 12,,8,6,,"AB 02, AB 05, AB 10, AB 12, AB 37",
consonant-candidate,AB 43,AB 39,AB 12,,8,12,,"AB 04, AB 12, AB 13, AB 30, AB 37",
consonant-candidate,AB 90,AB 53,AB 38,,8,2,,"AB 36, AB 38",
consonant-candidate,AB 90,AB 67,AB 38,,8,2,,"AB 36, AB 38",
consonant-candidate,AB 90,AB 68,AB 38,,8,2,,"AB 36, AB 38",
consonant-candidate,AB 90,AB 01,AB 38,,8,2,,"AB 36, AB 38",
consonant-candidate,AB 40,AB 37,AB 38,,8,21,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 40,AB 13,AB 38,,8,18,,"AB 02, AB 04, AB 05, AB 06, AB 11",
consonant-candidate,AB 40,AB 62,AB 38,,8,6,,"AB 27, AB 37, AB 38, AB 52, AB 53",
consonant-candidate,AB 37,AB 31,AB 38,,8,31,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 37,AB 72,AB 38,,8,27,,"AB 01, AB 02, AB 04, AB 05, AB 07",
consonant-candidate,AB 07,AB 68,AB 38,,8,5,,"AB 32, AB 36, AB 38, AB 60, AB 81",
consonant-candidate,AB 30,AB 68,AB 38,,8,4,,"AB 08, AB 36, AB 38, AB 61",
consonant-candidate,AB 81,AB 68,AB 38,,8,4,,"AB 24, AB 36, AB 38, AB 60",
consonant-candidate,AB 11,AB 31,AB 38,,8,31,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 11,AB 72,AB 38,,8,30,,"AB 01, AB 02, AB 04, AB 05, AB 07",
consonant-candidate,AB 68,AB 16,AB 38,,8,5,,"AB 24, AB 36, AB 38, AB 60, AB 61",
consonant-candidate,AB 31,AB 09,AB 38,,8,19,,"AB 01, AB 02, AB 04, AB 05, AB 13",
consonant-candidate,AB 31,AB 17,AB 38,,8,13,,"AB 02, AB 05, AB 06, AB 08, AB 27",
consonant-candidate,AB 31,AB 13,AB 38,,8,25,,"AB 02, AB 04, AB 05, AB 06, AB 08",
consonant-candidate,AB 31,AB 62,AB 38,,8,6,,"AB 27, AB 37, AB 38, AB 52, AB 53",
consonant-candidate,AB 09,AB 72,AB 38,,8,15,,"AB 01, AB 02, AB 04, AB 05, AB 10",
consonant-candidate,AB 17,AB 72,AB 38,,8,12,,"AB 02, AB 05, AB 08, AB 27, AB 38",
consonant-candidate,AB 72,AB 13,AB 38,,8,24,,"AB 02, AB 04, AB 05, AB 08, AB 10",
consonant-candidate,AB 72,AB 62,AB 38,,8,5,,"AB 27, AB 37, AB 38, AB 53, AB 60",
consonant-candidate,AB 76,AB 24,AB 70,,8,8,,"AB 04, AB 05, AB 08, AB 37, AB 42",
consonant-candidate,AB 76,AB 14,AB 70,,8,6,,"AB 05, AB 37, AB 42, AB 45, AB 53",
consonant-candidate,AB 76,AB 82,AB 70,,8,3,,"AB 45, AB 61, AB 70",
consonant-candidate,AB 76,AB 79,AB 70,,8,2,,"AB 04, AB 70",
consonant-candidate,AB 37,AB 82,AB 70,,8,2,,"AB 70, AB 80",
consonant-candidate,AB 37,AB 79,AB 70,,8,2,,"AB 04, AB 70",
consonant-candidate,AB 23,AB 33,AB 70,,8,1,,AB 70,
consonant-candidate,AB 23,AB 46,AB 70,,8,4,,"AB 02, AB 05, AB 59, AB 70",
