link_type,sign_a,sign_b,shared_following_sign,shared_preceding_sign,bigram_total,total_common_right,total_common_left,common_right_signs,common_left_signs
vowel-candidate,AB 07,AB 64,,AB 36,6,,2,,"AB 26, AB 36"
vowel-candidate,AB 56,AB 69,,AB 36,6,,1,,AB 36
vowel-candidate,AB 30,AB 69,,AB 36,6,,1,,AB 36
vowel-candidate,AB 30,AB 79,,AB 36,6,,1,,AB 36
vowel-candidate,AB 44,AB 64,,AB 36,6,,2,,"AB 26, AB 36"
vowel-candidate,AB 52,AB 69,,AB 36,6,,1,,AB 36
vowel-candidate,AB 52,AB 79,,AB 36,6,,1,,AB 36
vowel-candidate,AB 69,AB 34,,AB 36,6,,1,,AB 36
vowel-candidate,AB 79,AB 34,,AB 36,6,,1,,AB 36
vowel-candidate,AB 32,AB 35,,AB 47,6,,2,,"AB 22f, AB 47"
vowel-candidate,AB 62,AB 107,,AB 32,6,,1,,AB 32
vowel-candidate,AB 71,AB 29,,AB 32,6,,3,,"AB 32, AB 44, AB 71"
vowel-candidate,AB 71,AB 33,,AB 32,6,,1,,AB 32
vowel-candidate,AB 71,AB 14,,AB 32,6,,2,,"AB 32, AB 44"
vowel-candidate,AB 03,AB 107,,AB 32,6,,1,,AB 32
vowel-candidate,AB 03,AB 61,,AB 32,6,,2,,"AB 32, AB 43"
vowel-candidate,AB 04,AB 33,,AB 32,6,,3,,"AB 01, AB 32, AB 77"
vowel-candidate,AB 29,AB 33,,AB 32,6,,3,,"AB 01, AB 32, AB 64"
vowel-candidate,AB 29,AB 14,,AB 32,6,,3,,"AB 29, AB 32, AB 44"
vowel-candidate,AB 44,AB 33,,AB 32,6,,3,,"AB 01, AB 32, AB 64"
vowel-candidate,AB 44,AB 14,,AB 32,6,,1,,AB 32
vowel-candidate,AB 07,AB 33,,AB 32,6,,2,,"AB 32, AB 64"
vowel-candidate,AB 26,AB 33,,AB 32,6,,2,,"AB 01, AB 32"
vowel-candidate,AB 54,AB 47,,AB 32,6,,1,,AB 32
vowel-candidate,AB 47,AB 107,,AB 32,6,,1,,AB 32
vowel-candidate,AB 47,AB 61,,AB 32,6,,1,,AB 32
vowel-candidate,AB 56,AB 33,,AB 32,6,,2,,"AB 01, AB 32"
vowel-candidate,AB 33,AB 14,,AB 32,6,,1,,AB 32
vowel-candidate,AB 33,AB 23,,AB 32,6,,2,,"AB 01, AB 32"
vowel-candidate,AB 14,AB 23,,AB 32,6,,3,,"AB 32, AB 38, AB 44"
vowel-candidate,AB 29,AB 46,,AB 44,6,,2,,"AB 44, AB 64"
vowel-candidate,AB 29,AB 58,,AB 44,6,,1,,AB 44
vowel-candidate,AB 50,AB 38,,AB 45,6,,1,,AB 45
vowel-candidate,AB 55,AB 23,,AB 45,6,,1,,AB 45
vowel-candidate,AB 57,AB 37,,AB 04,6,,1,,AB 04
vowel-candidate,AB 30,AB 37,,AB 04,6,,2,,"AB 04, AB 26"
vowel-candidate,AB 51,AB 05,,AB 01,6,,2,,"AB 01, AB 26"
vowel-candidate,AB 51,AB 33,,AB 01,6,,1,,AB 01
vowel-candidate,AB 63,AB 48,,AB 01,6,,1,,AB 01
vowel-candidate,AB 45,AB 05,,AB 01,6,,1,,AB 01
vowel-candidate,AB 44,AB 05,,AB 01,6,,2,,"AB 01, AB 26"
vowel-candidate,AB 10,AB 05,,AB 01,6,,1,,AB 01
vowel-candidate,AB 10,AB 33,,AB 01,6,,1,,AB 01
vowel-candidate,AB 44,AB 75,,AB 26,6,,3,,"AB 26, AB 57, AB 73"
vowel-candidate,AB 76,AB 51,,AB 26,6,,1,,AB 26
vowel-candidate,AB 30,AB 05,,AB 26,6,,1,,AB 26
vowel-candidate,AB 30,AB 75,,AB 26,6,,2,,"AB 26, AB 73"
vowel-candidate,AB 13,AB 64,,AB 26,6,,1,,AB 26
vowel-candidate,AB 38,AB 64,,AB 26,6,,1,,AB 26
vowel-candidate,AB 05,AB 64,,AB 26,6,,1,,AB 26
vowel-candidate,AB 75,AB 64,,AB 26,6,,1,,AB 26
vowel-candidate,AB 64,AB 37,,AB 26,6,,1,,AB 26
vowel-candidate,AB 24,AB 111,,AB 30,6,,1,,AB 30
vowel-candidate,AB 12,AB 77,,AB 30,6,,1,,AB 30
vowel-candidate,AB 12,AB 21f,,AB 30,6,,1,,AB 30
vowel-candidate,AB 45,AB 111,,AB 30,6,,1,,AB 30
vowel-candidate,AB 77,AB 21f,,AB 30,6,,1,,AB 30
vowel-candidate,AB 111,AB 22f,,AB 30,6,,1,,AB 30
vowel-candidate,AB 43,AB 22f,,AB 30,6,,1,,AB 30
vowel-candidate,AB 49,AB 21f,,AB 30,6,,1,,AB 30
vowel-candidate,AB 36,AB 35,,AB 22f,6,,1,,AB 22f
vowel-candidate,AB 04,AB 43,,AB 02,6,,1,,AB 02
vowel-candidate,AB 10,AB 85,,AB 85,6,,1,,AB 85
vowel-candidate,AB 10,AB 90,,AB 85,6,,1,,AB 85
vowel-candidate,AB 30,AB 33,,AB 77,6,,1,,AB 77
vowel-candidate,AB 30,AB 22,,AB 77,6,,1,,AB 77
vowel-candidate,AB 33,AB 22,,AB 77,6,,1,,AB 77
consonant-candidate,AB 61,AB 24,AB 10,,5,2,,"AB 10, AB 73",
consonant-candidate,AB 61,AB 29,AB 10,,5,3,,"AB 10, AB 29, AB 87",
consonant-candidate,AB 61,AB 30,AB 10,,5,1,,AB 10,
consonant-candidate,AB 61,AB 75,AB 10,,5,2,,"AB 10, AB 29",
consonant-candidate,AB 61,AB 65,AB 10,,5,1,,AB 10,
consonant-candidate,AB 24,AB 62,AB 10,,5,13,,"AB 02, AB 03, AB 06, AB 07, AB 08",
consonant-candidate,AB 24,AB 49,AB 10,,5,15,,"AB 03, AB 04, AB 07, AB 08, AB 10",
consonant-candidate,AB 62,AB 29,AB 10,,5,10,,"AB 06, AB 08, AB 10, AB 26, AB 36",
consonant-candidate,AB 62,AB 30,AB 10,,5,9,,"AB 02, AB 10, AB 23, AB 24, AB 26",
consonant-candidate,AB 62,AB 75,AB 10,,5,3,,"AB 08, AB 10, AB 26",
consonant-candidate,AB 62,AB 65,AB 10,,5,15,,"AB 02, AB 03, AB 06, AB 07, AB 09",
consonant-candidate,AB 29,AB 49,AB 10,,5,15,,"AB 01, AB 04, AB 08, AB 10, AB 26",
consonant-candidate,AB 30,AB 49,AB 10,,5,9,,"AB 10, AB 23, AB 24, AB 26, AB 30",
consonant-candidate,AB 75,AB 49,AB 10,,5,3,,"AB 08, AB 10, AB 26",
consonant-candidate,AB 65,AB 49,AB 10,,5,15,,"AB 03, AB 04, AB 07, AB 09, AB 10",
consonant-candidate,AB 10,AB 04,AB 56,,5,5,,"AB 07, AB 08, AB 51, AB 56, AB 59",
consonant-candidate,AB 10,AB 59,AB 56,,5,6,,"AB 06, AB 08, AB 32, AB 51, AB 56",
consonant-candidate,AB 10,AB 65,AB 56,,5,5,,"AB 06, AB 07, AB 32, AB 51, AB 56",
consonant-candidate,AB 10,AB 62,AB 56,,5,5,,"AB 06, AB 07, AB 08, AB 51, AB 56",
consonant-candidate,AB 10,AB 56,AB 56,,5,7,,"AB 06, AB 07, AB 08, AB 32, AB 38",
consonant-candidate,AB 10,AB 06,AB 56,,5,6,,"AB 06, AB 08, AB 32, AB 56, AB 59",
consonant-candidate,AB 10,AB 22f,AB 56,,5,4,,"AB 08, AB 32, AB 56, AB 59",
consonant-candidate,AB 10,AB 32,AB 56,,5,5,,"AB 06, AB 07, AB 08, AB 32, AB 56",
consonant-candidate,AB 10,AB 02,AB 56,,5,2,,"AB 08, AB 56",
consonant-candidate,AB 23,AB 04,AB 56,,5,9,,"AB 04, AB 07, AB 26, AB 30, AB 49",
consonant-candidate,AB 23,AB 59,AB 56,,5,6,,"AB 01, AB 22f, AB 26, AB 49, AB 51",
consonant-candidate,AB 23,AB 65,AB 56,,5,8,,"AB 04, AB 07, AB 22f, AB 26, AB 51",
consonant-candidate,AB 23,AB 62,AB 56,,5,8,,"AB 07, AB 26, AB 30, AB 49, AB 51",
consonant-candidate,AB 23,AB 56,AB 56,,5,8,,"AB 01, AB 04, AB 07, AB 30, AB 49",
consonant-candidate,AB 23,AB 06,AB 56,,5,10,,"AB 01, AB 04, AB 26, AB 30, AB 49",
consonant-candidate,AB 23,AB 22f,AB 56,,5,5,,"AB 01, AB 04, AB 35, AB 56, AB 66",
consonant-candidate,AB 23,AB 32,AB 56,,5,9,,"AB 01, AB 04, AB 07, AB 26, AB 49",
consonant-candidate,AB 23,AB 02,AB 56,,5,6,,"AB 01, AB 04, AB 30, AB 56, AB 65",
consonant-candidate,AB 04,AB 63,AB 56,,5,5,,"AB 36, AB 45, AB 49, AB 56, AB 57",
consonant-candidate,AB 04,AB 24,AB 56,,5,16,,"AB 03, AB 04, AB 07, AB 08, AB 26",
consonant-candidate,AB 04,AB 57,AB 56,,5,8,,"AB 03, AB 04, AB 36, AB 49, AB 56",
consonant-candidate,AB 04,AB 29,AB 56,,5,13,,"AB 04, AB 08, AB 26, AB 29, AB 34",
consonant-candidate,AB 04,AB 54,AB 56,,5,3,,"AB 04, AB 56, AB 66",
consonant-candidate,AB 04,AB 08,AB 56,,5,16,,"AB 03, AB 07, AB 24, AB 26, AB 29",
consonant-candidate,AB 59,AB 63,AB 56,,5,6,,"AB 32, AB 36, AB 49, AB 52, AB 56",
consonant-candidate,AB 59,AB 24,AB 56,,5,11,,"AB 06, AB 08, AB 14, AB 26, AB 32",
consonant-candidate,AB 59,AB 57,AB 56,,5,5,,"AB 22f, AB 36, AB 49, AB 56, AB 59",
consonant-candidate,AB 59,AB 29,AB 56,,5,10,,"AB 01, AB 06, AB 08, AB 14, AB 26",
consonant-candidate,AB 59,AB 54,AB 56,,5,1,,AB 56,
consonant-candidate,AB 59,AB 08,AB 56,,5,13,,"AB 01, AB 06, AB 22f, AB 24, AB 26",
consonant-candidate,AB 63,AB 65,AB 56,,5,5,,"AB 32, AB 36, AB 45, AB 56, AB 62",
consonant-candidate,AB 63,AB 62,AB 56,,5,6,,"AB 36, AB 45, AB 49, AB 52, AB 56",
consonant-candidate,AB 63,AB 56,AB 56,,5,8,,"AB 32, AB 36, AB 38, AB 45, AB 49",
consonant-candidate,AB 63,AB 06,AB 56,,5,7,,"AB 32, AB 36, AB 49, AB 52, AB 56",
consonant-candidate,AB 63,AB 22f,AB 56,,5,3,,"AB 32, AB 36, AB 56",
consonant-candidate,AB 63,AB 02,AB 56,,5,3,,"AB 36, AB 43, AB 56",
consonant-candidate,AB 65,AB 57,AB 56,,5,8,,"AB 03, AB 04, AB 22f, AB 23, AB 36",
consonant-candidate,AB 65,AB 54,AB 56,,5,3,,"AB 04, AB 56, AB 66",
consonant-candidate,AB 65,AB 08,AB 56,,5,17,,"AB 03, AB 06, AB 07, AB 09, AB 22f",
consonant-candidate,AB 62,AB 57,AB 56,,5,7,,"AB 03, AB 23, AB 36, AB 44, AB 49",
consonant-candidate,AB 62,AB 54,AB 56,,5,2,,"AB 56, AB 66",
consonant-candidate,AB 62,AB 08,AB 56,,5,17,,"AB 03, AB 06, AB 07, AB 09, AB 23",
consonant-candidate,AB 24,AB 56,AB 56,,5,13,,"AB 02, AB 04, AB 06, AB 07, AB 08",
consonant-candidate,AB 24,AB 22f,AB 56,,5,8,,"AB 04, AB 08, AB 32, AB 36, AB 56",
consonant-candidate,AB 24,AB 32,AB 56,,5,12,,"AB 03, AB 04, AB 06, AB 07, AB 08",
consonant-candidate,AB 24,AB 02,AB 56,,5,8,,"AB 04, AB 08, AB 30, AB 36, AB 56",
consonant-candidate,AB 57,AB 56,AB 56,,5,6,,"AB 04, AB 23, AB 36, AB 49, AB 56",
consonant-candidate,AB 57,AB 06,AB 56,,5,12,,"AB 03, AB 04, AB 17, AB 23, AB 36",
consonant-candidate,AB 57,AB 22f,AB 56,,5,5,,"AB 04, AB 36, AB 56, AB 59, AB 66",
consonant-candidate,AB 57,AB 32,AB 56,,5,8,,"AB 03, AB 04, AB 23, AB 44, AB 49",
consonant-candidate,AB 57,AB 02,AB 56,,5,6,,"AB 04, AB 36, AB 44, AB 56, AB 65",
consonant-candidate,AB 56,AB 29,AB 56,,5,11,,"AB 01, AB 04, AB 06, AB 08, AB 29",
consonant-candidate,AB 56,AB 54,AB 56,,5,2,,"AB 04, AB 56",
consonant-candidate,AB 56,AB 08,AB 56,,5,17,,"AB 01, AB 06, AB 07, AB 09, AB 23",
consonant-candidate,AB 29,AB 22f,AB 56,,5,7,,"AB 01, AB 04, AB 08, AB 36, AB 56",
consonant-candidate,AB 29,AB 32,AB 56,,5,12,,"AB 01, AB 04, AB 06, AB 08, AB 14",
consonant-candidate,AB 29,AB 02,AB 56,,5,10,,"AB 01, AB 04, AB 08, AB 29, AB 36",
consonant-candidate,AB 06,AB 54,AB 56,,5,3,,"AB 04, AB 56, AB 66",
consonant-candidate,AB 06,AB 08,AB 56,,5,20,,"AB 01, AB 03, AB 06, AB 23, AB 24",
consonant-candidate,AB 54,AB 22f,AB 56,,5,3,,"AB 04, AB 56, AB 66",
consonant-candidate,AB 54,AB 32,AB 56,,5,3,,"AB 04, AB 56, AB 66",
consonant-candidate,AB 54,AB 02,AB 56,,5,3,,"AB 04, AB 56, AB 66",
consonant-candidate,AB 22f,AB 08,AB 56,,5,6,,"AB 01, AB 32, AB 36, AB 56, AB 59",
consonant-candidate,AB 32,AB 08,AB 56,,5,16,,"AB 01, AB 03, AB 06, AB 07, AB 23",
consonant-candidate,AB 02,AB 08,AB 56,,5,8,,"AB 01, AB 29, AB 30, AB 36, AB 44",
consonant-candidate,AB 65,AB 47,AB 02,,5,6,,"AB 02, AB 03, AB 04, AB 09, AB 26",
consonant-candidate,AB 50,AB 35,AB 07,,5,2,,"AB 07, AB 30",
consonant-candidate,AB 50,AB 51,AB 07,,5,5,,"AB 07, AB 24, AB 29, AB 62, AB 65",
consonant-candidate,AB 50,AB 46,AB 07,,5,2,,"AB 07, AB 30",
consonant-candidate,AB 50,AB 121,AB 07,,5,1,,AB 07,
consonant-candidate,AB 36,AB 35,AB 07,,5,6,,"AB 04, AB 07, AB 26, AB 30, AB 49",
consonant-candidate,AB 36,AB 51,AB 07,,5,15,,"AB 01, AB 03, AB 04, AB 06, AB 07",
consonant-candidate,AB 36,AB 46,AB 07,,5,6,,"AB 07, AB 08, AB 30, AB 34, AB 44",
consonant-candidate,AB 36,AB 121,AB 07,,5,1,,AB 07,
consonant-candidate,AB 112,AB 35,AB 07,,5,1,,AB 07,
consonant-candidate,AB 112,AB 52,AB 07,,5,1,,AB 07,
consonant-candidate,AB 112,AB 04,AB 07,,5,1,,AB 07,
consonant-candidate,AB 112,AB 56,AB 07,,5,1,,AB 07,
consonant-candidate,AB 112,AB 10,AB 07,,5,1,,AB 07,
consonant-candidate,AB 112,AB 51,AB 07,,5,1,,AB 07,
consonant-candidate,AB 112,AB 46,AB 07,,5,1,,AB 07,
consonant-candidate,AB 112,AB 121,AB 07,,5,1,,AB 07,
consonant-candidate,AB 112,AB 26,AB 07,,5,1,,AB 07,
consonant-candidate,AB 03,AB 35,AB 07,,5,6,,"AB 04, AB 07, AB 26, AB 30, AB 49",
consonant-candidate,AB 03,AB 52,AB 07,,5,9,,"AB 04, AB 07, AB 08, AB 24, AB 32",
consonant-candidate,AB 03,AB 04,AB 07,,5,12,,"AB 04, AB 07, AB 08, AB 13, AB 24",
consonant-candidate,AB 03,AB 56,AB 07,,5,15,,"AB 01, AB 04, AB 07, AB 08, AB 09",
consonant-candidate,AB 03,AB 10,AB 07,,5,5,,"AB 07, AB 08, AB 32, AB 38, AB 51",
consonant-candidate,AB 03,AB 51,AB 07,,5,15,,"AB 01, AB 04, AB 07, AB 08, AB 13",
consonant-candidate,AB 03,AB 46,AB 07,,5,4,,"AB 07, AB 08, AB 30, AB 49",
consonant-candidate,AB 03,AB 121,AB 07,,5,1,,AB 07,
consonant-candidate,AB 03,AB 26,AB 07,,5,10,,"AB 01, AB 07, AB 09, AB 13, AB 30",
consonant-candidate,AB 35,AB 32,AB 07,,5,4,,"AB 04, AB 07, AB 26, AB 49",
consonant-candidate,AB 35,AB 71,AB 07,,5,2,,"AB 07, AB 26",
consonant-candidate,AB 35,AB 62,AB 07,,5,5,,"AB 07, AB 26, AB 30, AB 49, AB 52",
consonant-candidate,AB 35,AB 48,AB 07,,5,1,,AB 07,
consonant-candidate,AB 35,AB 64,AB 07,,5,1,,AB 07,
consonant-candidate,AB 52,AB 71,AB 07,,5,2,,"AB 07, AB 66",
consonant-candidate,AB 52,AB 48,AB 07,,5,3,,"AB 06, AB 07, AB 62",
consonant-candidate,AB 52,AB 64,AB 07,,5,4,,"AB 06, AB 07, AB 44, AB 45",
consonant-candidate,AB 04,AB 71,AB 07,,5,4,,"AB 07, AB 26, AB 29, AB 66",
consonant-candidate,AB 04,AB 48,AB 07,,5,2,,"AB 07, AB 29",
consonant-candidate,AB 04,AB 64,AB 07,,5,3,,"AB 07, AB 29, AB 45",
consonant-candidate,AB 32,AB 51,AB 07,,5,16,,"AB 01, AB 03, AB 04, AB 06, AB 07",
consonant-candidate,AB 32,AB 46,AB 07,,5,4,,"AB 07, AB 08, AB 44, AB 49",
consonant-candidate,AB 32,AB 121,AB 07,,5,1,,AB 07,
consonant-candidate,AB 71,AB 56,AB 07,,5,2,,"AB 07, AB 29",
consonant-candidate,AB 71,AB 10,AB 07,,5,1,,AB 07,
consonant-candidate,AB 71,AB 51,AB 07,,5,4,,"AB 07, AB 26, AB 29, AB 66",
consonant-candidate,AB 71,AB 46,AB 07,,5,1,,AB 07,
consonant-candidate,AB 71,AB 121,AB 07,,5,1,,AB 07,
consonant-candidate,AB 71,AB 26,AB 07,,5,2,,"AB 07, AB 66",
consonant-candidate,AB 62,AB 51,AB 07,,5,15,,"AB 03, AB 06, AB 07, AB 08, AB 13",
consonant-candidate,AB 62,AB 46,AB 07,,5,5,,"AB 07, AB 08, AB 30, AB 44, AB 49",
consonant-candidate,AB 62,AB 121,AB 07,,5,1,,AB 07,
consonant-candidate,AB 48,AB 56,AB 07,,5,4,,"AB 06, AB 07, AB 29, AB 47",
consonant-candidate,AB 48,AB 10,AB 07,,5,2,,"AB 06, AB 07",
consonant-candidate,AB 48,AB 51,AB 07,,5,5,,"AB 06, AB 07, AB 29, AB 47, AB 62",
consonant-candidate,AB 48,AB 46,AB 07,,5,1,,AB 07,
consonant-candidate,AB 48,AB 121,AB 07,,5,1,,AB 07,
consonant-candidate,AB 48,AB 26,AB 07,,5,3,,"AB 06, AB 07, AB 62",
consonant-candidate,AB 56,AB 64,AB 07,,5,4,,"AB 06, AB 07, AB 29, AB 45",
consonant-candidate,AB 10,AB 64,AB 07,,5,2,,"AB 06, AB 07",
consonant-candidate,AB 51,AB 64,AB 07,,5,5,,"AB 06, AB 07, AB 29, AB 44, AB 45",
consonant-candidate,AB 46,AB 64,AB 07,,5,2,,"AB 07, AB 44",
consonant-candidate,AB 121,AB 64,AB 07,,5,1,,AB 07,
consonant-candidate,AB 64,AB 26,AB 07,,5,3,,"AB 06, AB 07, AB 44",
consonant-candidate,AB 07,AB 73,AB 48,,5,3,,"AB 01, AB 29, AB 48",
consonant-candidate,AB 62,AB 27,AB 47,,5,1,,AB 47,
consonant-candidate,AB 49,AB 27,AB 47,,5,1,,AB 47,
consonant-candidate,AB 13,AB 27,AB 47,,5,1,,AB 47,
consonant-candidate,AB 51,AB 27,AB 47,,5,1,,AB 47,
consonant-candidate,AB 63,AB 35,AB 52,,5,2,,"AB 49, AB 52",
consonant-candidate,AB 59,AB 66,AB 52,,5,9,,"AB 01, AB 06, AB 24, AB 26, AB 32",
consonant-candidate,AB 59,AB 44,AB 52,,5,6,,"AB 01, AB 14, AB 22f, AB 24, AB 52",
consonant-candidate,AB 62,AB 44,AB 52,,5,8,,"AB 03, AB 23, AB 24, AB 30, AB 45",
consonant-candidate,AB 66,AB 06,AB 52,,5,13,,"AB 01, AB 03, AB 06, AB 23, AB 24",
consonant-candidate,AB 66,AB 49,AB 52,,5,13,,"AB 01, AB 03, AB 09, AB 23, AB 24",
consonant-candidate,AB 66,AB 35,AB 52,,5,2,,"AB 26, AB 52",
consonant-candidate,AB 06,AB 44,AB 52,,5,11,,"AB 01, AB 03, AB 23, AB 24, AB 29",
consonant-candidate,AB 44,AB 49,AB 52,,5,11,,"AB 01, AB 03, AB 23, AB 24, AB 30",
consonant-candidate,AB 44,AB 35,AB 52,,5,2,,"AB 30, AB 52",
consonant-candidate,AB 29,AB 64,AB 06,,5,2,,"AB 06, AB 29",
consonant-candidate,AB 64,AB 66,AB 06,,5,2,,"AB 06, AB 29",
consonant-candidate,AB 66,AB 32,AB 06,,5,10,,"AB 01, AB 03, AB 06, AB 23, AB 26",
consonant-candidate,AB 04,AB 14,AB 24,,5,4,,"AB 24, AB 26, AB 29, AB 36",
consonant-candidate,AB 07,AB 14,AB 24,,5,4,,"AB 01, AB 24, AB 29, AB 36",
consonant-candidate,AB 45,AB 49,AB 62,,5,12,,"AB 01, AB 04, AB 08, AB 23, AB 26",
consonant-candidate,AB 21f,AB 44,AB 23,,5,2,,"AB 23, AB 65",
consonant-candidate,AB 21f,AB 57,AB 23,,5,2,,"AB 23, AB 65",
consonant-candidate,AB 21f,AB 49,AB 23,,5,2,,"AB 23, AB 65",
consonant-candidate,AB 44,AB 38,AB 23,,5,3,,"AB 14, AB 23, AB 59",
consonant-candidate,AB 44,AB 45,AB 23,,5,5,,"AB 01, AB 23, AB 29, AB 59, AB 66",
consonant-candidate,AB 44,AB 32,AB 23,,5,9,,"AB 01, AB 03, AB 14, AB 23, AB 29",
consonant-candidate,AB 38,AB 57,AB 23,,5,2,,"AB 23, AB 59",
consonant-candidate,AB 38,AB 49,AB 23,,5,3,,"AB 08, AB 23, AB 59",
consonant-candidate,AB 66,AB 57,AB 23,,5,5,,"AB 03, AB 23, AB 59, AB 65, AB 66",
consonant-candidate,AB 45,AB 57,AB 23,,5,7,,"AB 04, AB 23, AB 36, AB 49, AB 50",
consonant-candidate,AB 23,AB 66,AB 51,,5,5,,"AB 01, AB 26, AB 51, AB 65, AB 66",
consonant-candidate,AB 23,AB 12,AB 51,,5,3,,"AB 01, AB 26, AB 51",
consonant-candidate,AB 26,AB 90,AB 51,,5,1,,AB 51,
consonant-candidate,AB 66,AB 90,AB 51,,5,2,,"AB 51, AB 57",
consonant-candidate,AB 12,AB 36,AB 51,,5,5,,"AB 01, AB 03, AB 26, AB 51, AB 59",
consonant-candidate,AB 12,AB 90,AB 51,,5,1,,AB 51,
consonant-candidate,AB 10,AB 90,AB 51,,5,1,,AB 51,
consonant-candidate,AB 62,AB 90,AB 51,,5,1,,AB 51,
consonant-candidate,AB 06,AB 55,AB 63,,5,3,,"AB 30, AB 63, AB 73",
consonant-candidate,AB 06,AB 09,AB 63,,5,9,,"AB 03, AB 04, AB 08, AB 26, AB 30",
consonant-candidate,AB 06,AB 40,AB 63,,5,2,,"AB 63, AB 66",
consonant-candidate,AB 01,AB 55,AB 63,,5,1,,AB 63,
consonant-candidate,AB 01,AB 09,AB 63,,5,6,,"AB 04, AB 08, AB 26, AB 36, AB 63",
consonant-candidate,AB 01,AB 40,AB 63,,5,2,,"AB 63, AB 66",
consonant-candidate,AB 52,AB 55,AB 63,,5,1,,AB 63,
consonant-candidate,AB 52,AB 09,AB 63,,5,7,,"AB 03, AB 04, AB 08, AB 22f, AB 49",
consonant-candidate,AB 52,AB 40,AB 63,,5,2,,"AB 63, AB 66",
consonant-candidate,AB 55,AB 23,AB 63,,5,2,,"AB 30, AB 63",
consonant-candidate,AB 09,AB 23,AB 63,,5,7,,"AB 04, AB 22f, AB 26, AB 30, AB 49",
consonant-candidate,AB 23,AB 40,AB 63,,5,2,,"AB 63, AB 66",
consonant-candidate,AB 47,AB 59,AB 57,,5,5,,"AB 01, AB 26, AB 32, AB 57, AB 59",
consonant-candidate,AB 47,AB 52,AB 57,,5,5,,"AB 03, AB 04, AB 32, AB 57, AB 65",
consonant-candidate,AB 44,AB 02,AB 65,,5,6,,"AB 01, AB 29, AB 30, AB 65, AB 66",
consonant-candidate,AB 44,AB 89,AB 65,,5,3,,"AB 03, AB 65, AB 66",
consonant-candidate,AB 02,AB 51,AB 65,,5,8,,"AB 01, AB 04, AB 08, AB 29, AB 44",
consonant-candidate,AB 89,AB 29,AB 65,,5,2,,"AB 65, AB 66",
consonant-candidate,AB 89,AB 51,AB 65,,5,3,,"AB 03, AB 65, AB 66",
consonant-candidate,AB 57,AB 51,AB 65,,5,7,,"AB 03, AB 04, AB 22f, AB 44, AB 49",
consonant-candidate,AB 29,AB 21f,AB 65,,5,1,,AB 65,
consonant-candidate,AB 51,AB 21f,AB 65,,5,1,,AB 65,
consonant-candidate,AB 22f,AB 51,AB 01,,5,7,,"AB 01, AB 04, AB 08, AB 13, AB 32",
consonant-candidate,AB 23,AB 14,AB 01,,5,2,,"AB 01, AB 26",
consonant-candidate,AB 23,AB 73,AB 01,,5,3,,"AB 01, AB 30, AB 66",
consonant-candidate,AB 29,AB 14,AB 01,,5,5,,"AB 01, AB 26, AB 29, AB 36, AB 87",
consonant-candidate,AB 29,AB 73,AB 01,,5,3,,"AB 01, AB 29, AB 66",
consonant-candidate,AB 73,AB 51,AB 01,,5,5,,"AB 01, AB 29, AB 44, AB 66, AB 73",
consonant-candidate,AB 76,AB 03,AB 08,,5,1,,AB 08,
consonant-candidate,AB 76,AB 04,AB 08,,5,1,,AB 08,
consonant-candidate,AB 75,AB 03,AB 08,,5,2,,"AB 08, AB 26",
consonant-candidate,AB 75,AB 04,AB 08,,5,3,,"AB 08, AB 26, AB 29",
consonant-candidate,AB 77,AB 03,AB 08,,5,4,,"AB 04, AB 08, AB 30, AB 66",
consonant-candidate,AB 77,AB 04,AB 08,,5,7,,"AB 04, AB 08, AB 30, AB 59, AB 66",
consonant-candidate,AB 03,AB 72,AB 08,,5,2,,"AB 08, AB 66",
consonant-candidate,AB 03,AB 87,AB 08,,5,2,,"AB 08, AB 87",
consonant-candidate,AB 03,AB 58,AB 08,,5,1,,AB 08,
consonant-candidate,AB 03,AB 86,AB 08,,5,1,,AB 08,
consonant-candidate,AB 03,AB 09,AB 08,,5,6,,"AB 04, AB 08, AB 26, AB 30, AB 49",
consonant-candidate,AB 03,AB 78,AB 08,,5,1,,AB 08,
consonant-candidate,AB 04,AB 72,AB 08,,5,5,,"AB 08, AB 29, AB 59, AB 66, AB 73",
consonant-candidate,AB 04,AB 87,AB 08,,5,3,,"AB 08, AB 29, AB 77",
consonant-candidate,AB 04,AB 58,AB 08,,5,2,,"AB 08, AB 59",
consonant-candidate,AB 04,AB 86,AB 08,,5,2,,"AB 08, AB 29",
consonant-candidate,AB 04,AB 09,AB 08,,5,8,,"AB 03, AB 04, AB 08, AB 26, AB 30",
consonant-candidate,AB 04,AB 78,AB 08,,5,1,,AB 08,
consonant-candidate,AB 44,AB 17,AB 45,,5,2,,"AB 22f, AB 45",
consonant-candidate,AB 51,AB 93,AB 45,,5,1,,AB 45,
consonant-candidate,AB 63,AB 64,AB 45,,5,1,,AB 45,
consonant-candidate,AB 63,AB 93,AB 45,,5,1,,AB 45,
consonant-candidate,AB 17,AB 32,AB 45,,5,1,,AB 45,
consonant-candidate,AB 17,AB 64,AB 45,,5,1,,AB 45,
consonant-candidate,AB 17,AB 93,AB 45,,5,1,,AB 45,
consonant-candidate,AB 03,AB 93,AB 45,,5,1,,AB 45,
consonant-candidate,AB 62,AB 93,AB 45,,5,1,,AB 45,
consonant-candidate,AB 07,AB 93,AB 45,,5,1,,AB 45,
consonant-candidate,AB 24,AB 33,AB 04,,5,1,,AB 04,
consonant-candidate,AB 77,AB 35,AB 04,,5,2,,"AB 04, AB 30",
