triple_id,total_connections,connections,sign_1,sign_2,sign_3,shared_following,shared_preceding,s1_in_uncertain,s2_in_uncertain,s3_in_uncertain,uncertain_count,sign_1_ml_pred,sign_2_ml_pred,sign_3_ml_pred,sign_1_ml_conf,sign_2_ml_conf,sign_3_ml_conf,sign_1_pos_init,sign_2_pos_init,sign_3_pos_init,sign_1_pos_fin,sign_2_pos_fin,sign_3_pos_fin,sign_1_total_occ,sign_2_total_occ,sign_3_total_occ
11845,3,"C,V,both",AB 62,AB 85,AB 66,"AB 02,AB 10",AB 08,True,True,True,3,ta,au,ta,0.1386,0.1286,0.1687,0.403,0.469,0.362,0.394,0.47,0.356,437,508,461
9610,3,"C,V,both",AB 36,AB 62,AB 66,"AB 02,AB 52,AB 56","AB 08,AB 63",True,True,True,3,jo,ta,ta,0.3901,0.1386,0.1687,0.363,0.403,0.362,0.324,0.394,0.356,333,437,461
11843,3,"C,V,both",AB 62,AB 85,AB 36,"AB 10,AB 36,AB 56","AB 08,AB 63",True,True,True,3,ta,au,jo,0.1386,0.1286,0.3901,0.403,0.469,0.363,0.394,0.47,0.324,437,508,333
1016,3,"C,V,both",AB 02,AB 62,AB 66,"AB 02,AB 56,AB 65","AB 08,AB 62,AB 66",True,True,True,3,ro,ta,ta,0.3403,0.1386,0.1687,0.337,0.403,0.362,0.441,0.394,0.356,279,437,461
10827,3,"C,V,both",AB 49,AB 62,AB 66,"AB 02,AB 10,AB 52","AB 08,AB 63",True,True,True,3,we,ta,ta,0.2994,0.1386,0.1687,0.163,0.403,0.362,0.145,0.394,0.356,172,437,461
11186,3,"C,V,both",AB 51,AB 62,AB 66,"AB 02,AB 07,AB 52","AB 08,AB 66",True,True,True,3,du,ta,ta,0.2566,0.1386,0.1687,0.172,0.403,0.362,0.161,0.394,0.356,180,437,461
10875,3,"C,V,both",AB 49,AB 85,AB 66,"AB 10,AB 52",AB 08,True,True,True,3,we,au,ta,0.2994,0.1286,0.1687,0.163,0.469,0.362,0.145,0.47,0.356,172,508,461
1176,3,"C,V,both",AB 02,AB 36,AB 66,"AB 52,AB 56,AB 65","AB 08,AB 56,AB 66",True,True,True,3,ro,jo,ta,0.3403,0.3901,0.1687,0.337,0.363,0.362,0.441,0.324,0.356,279,333,461
237,3,"C,V,both",AB 01,AB 62,AB 66,"AB 02,AB 10","AB 07,AB 08,AB 66",True,True,True,3,da,ta,ta,0.525,0.1386,0.1687,0.154,0.403,0.362,0.091,0.394,0.356,143,437,461
8388,3,"C,V,both",AB 29,AB 62,AB 66,"AB 02,AB 06,AB 10","AB 08,AB 50,AB 66",True,True,True,3,pu,ta,ta,0.3253,0.1386,0.1687,0.118,0.403,0.362,0.243,0.394,0.356,144,437,461
10825,3,"C,V,both",AB 49,AB 62,AB 85,AB 10,"AB 08,AB 63",True,True,True,3,we,ta,au,0.2994,0.1386,0.1286,0.163,0.403,0.469,0.145,0.394,0.47,172,437,508
11849,3,"C,V,both",AB 62,AB 85,AB 51,"AB 07,AB 10",AB 08,True,True,True,3,ta,au,du,0.1386,0.1286,0.2566,0.403,0.469,0.172,0.394,0.47,0.161,437,508,180
433,3,"C,V,both",AB 01,AB 85,AB 66,"AB 02,AB 10","AB 08,AB 66",True,True,True,3,da,au,ta,0.525,0.1286,0.1687,0.154,0.469,0.362,0.091,0.47,0.356,143,508,461
11509,3,"C,V,both",AB 56,AB 62,AB 66,"AB 02,AB 56","AB 08,AB 63",True,True,True,3,pa,ta,ta,0.2148,0.1386,0.1687,0.144,0.403,0.362,0.106,0.394,0.356,132,437,461
8477,3,"C,V,both",AB 29,AB 85,AB 66,"AB 06,AB 10","AB 08,AB 66",True,True,True,3,pu,au,ta,0.3253,0.1286,0.1687,0.118,0.469,0.362,0.243,0.47,0.356,144,508,461
9638,3,"C,V,both",AB 36,AB 49,AB 66,"AB 52,AB 56","AB 08,AB 63",True,True,True,3,jo,we,ta,0.3901,0.2994,0.1687,0.363,0.163,0.362,0.324,0.145,0.356,333,172,461
9740,3,"C,V,both",AB 36,AB 66,AB 51,"AB 07,AB 52","AB 08,AB 56,AB 66",True,True,True,3,jo,ta,du,0.3901,0.1687,0.2566,0.363,0.362,0.172,0.324,0.356,0.161,333,461,180
1013,3,"C,V,both",AB 02,AB 62,AB 36,AB 56,"AB 56,AB 62,AB 63",True,True,True,3,ro,ta,jo,0.3403,0.1386,0.3901,0.337,0.403,0.363,0.441,0.394,0.324,279,437,333
11833,3,"C,V,both",AB 62,AB 65,AB 66,"AB 02,AB 10","AB 08,AB 50,AB 66",True,True,True,3,ta,jo,ta,0.1386,0.2831,0.1687,0.403,0.092,0.362,0.394,0.058,0.356,437,120,461
11362,3,"C,V,both",AB 52,AB 62,AB 66,"AB 02,AB 06,AB 56","AB 08,AB 63,AB 66",True,True,True,3,no,ta,ta,0.2915,0.1386,0.1687,0.094,0.403,0.362,0.094,0.394,0.356,117,437,461
4058,3,"C,V,both",AB 07,AB 62,AB 66,"AB 02,AB 48,AB 56","AB 08,AB 50",True,True,True,3,di,ta,ta,0.4855,0.1386,0.1687,0.083,0.403,0.362,0.101,0.394,0.356,109,437,461
12070,3,"C,V,both",AB 65,AB 85,AB 66,"AB 02,AB 10","AB 08,AB 66",True,True,True,3,jo,au,ta,0.2831,0.1286,0.1687,0.092,0.469,0.362,0.058,0.47,0.356,120,508,461
230,3,"C,V,both",AB 01,AB 62,AB 85,AB 10,"AB 07,AB 08",True,True,True,3,da,ta,au,0.525,0.1386,0.1286,0.154,0.403,0.469,0.091,0.394,0.47,143,437,508
8383,3,"C,V,both",AB 29,AB 62,AB 85,AB 10,"AB 08,AB 50",True,True,True,3,pu,ta,au,0.3253,0.1386,0.1286,0.118,0.403,0.469,0.243,0.394,0.47,144,437,508
9604,3,"C,V,both",AB 36,AB 62,AB 49,"AB 10,AB 56",AB 63,True,True,True,3,jo,ta,we,0.3901,0.1386,0.2994,0.363,0.403,0.163,0.324,0.394,0.145,333,437,172
9614,3,"C,V,both",AB 36,AB 62,AB 51,"AB 07,AB 56","AB 08,AB 56,AB 63",True,True,True,3,jo,ta,du,0.3901,0.1386,0.2566,0.363,0.403,0.172,0.324,0.394,0.161,333,437,180
11718,3,"C,V,both",AB 59,AB 62,AB 66,"AB 02,AB 52,AB 56","AB 08,AB 50,AB 66",True,True,True,3,ta,ta,ta,0.0979,0.1386,0.1687,0.11,0.403,0.362,0.15,0.394,0.356,100,437,461
482,3,"C,V,both",AB 01,AB 36,AB 66,"AB 02,AB 52,AB 56","AB 08,AB 56,AB 66",True,True,True,3,da,jo,ta,0.525,0.3901,0.1687,0.154,0.363,0.362,0.091,0.324,0.356,143,333,461
11855,3,"C,V,both",AB 62,AB 85,AB 56,"AB 10,AB 36,AB 56","AB 08,AB 63",True,True,True,3,ta,au,pa,0.1386,0.1286,0.2148,0.403,0.469,0.144,0.394,0.47,0.106,437,508,132
7169,3,"C,V,both",AB 23,AB 62,AB 66,"AB 02,AB 51,AB 56","AB 08,AB 66",True,True,True,3,mu,ta,ta,0.4072,0.1386,0.1687,0.074,0.403,0.362,0.074,0.394,0.356,94,437,461
8506,3,"C,V,both",AB 29,AB 36,AB 66,"AB 06,AB 52,AB 56","AB 08,AB 56,AB 66",True,True,True,3,pu,jo,ta,0.3253,0.3901,0.1687,0.118,0.363,0.362,0.243,0.324,0.356,144,333,461
10873,3,"C,V,both",AB 49,AB 85,AB 36,"AB 10,AB 36,AB 56","AB 08,AB 63",True,True,True,3,we,au,jo,0.2994,0.1286,0.3901,0.163,0.469,0.363,0.145,0.47,0.324,172,508,333
11832,3,"C,V,both",AB 62,AB 65,AB 85,AB 10,"AB 08,AB 50",True,True,True,3,ta,jo,au,0.1386,0.2831,0.1286,0.403,0.092,0.469,0.394,0.058,0.47,437,120,508
9751,3,"C,V,both",AB 36,AB 66,AB 56,"AB 02,AB 52,AB 56","AB 08,AB 63",True,True,True,3,jo,ta,pa,0.3901,0.1687,0.2148,0.363,0.362,0.144,0.324,0.356,0.106,333,461,132
11853,3,"C,V,both",AB 62,AB 85,AB 52,"AB 10,AB 56","AB 08,AB 63",True,True,True,3,ta,au,no,0.1386,0.1286,0.2915,0.403,0.469,0.094,0.394,0.47,0.094,437,508,117
10211,3,"C,V,both",AB 45,AB 62,AB 66,"AB 02,AB 06","AB 08,AB 63",True,True,True,3,de,ta,ta,0.3035,0.1386,0.1687,0.013,0.403,0.362,0.039,0.394,0.356,77,437,461
11817,3,"C,V,both",AB 62,AB 07,AB 85,"AB 10,AB 36,AB 56","AB 08,AB 50",True,True,True,3,ta,di,au,0.1386,0.4855,0.1286,0.403,0.083,0.469,0.394,0.101,0.47,437,109,508
9673,3,"C,V,both",AB 36,AB 65,AB 66,"AB 02,AB 52,AB 56","AB 08,AB 56,AB 66",True,True,True,3,jo,jo,ta,0.3901,0.2831,0.1687,0.363,0.092,0.362,0.324,0.058,0.356,333,120,461
9747,3,"C,V,both",AB 36,AB 66,AB 52,"AB 06,AB 52,AB 56","AB 08,AB 63,AB 66",True,True,True,3,jo,ta,no,0.3901,0.1687,0.2915,0.363,0.362,0.094,0.324,0.356,0.094,333,461,117
232,3,"C,V,both",AB 01,AB 62,AB 36,"AB 10,AB 56","AB 07,AB 56,AB 63",True,True,True,3,da,ta,jo,0.525,0.1386,0.3901,0.154,0.403,0.363,0.091,0.394,0.324,143,437,333
1060,3,"C,V,both",AB 02,AB 49,AB 66,"AB 52,AB 56,AB 65","AB 08,AB 56,AB 66",True,True,True,3,ro,we,ta,0.3403,0.2994,0.1687,0.337,0.163,0.362,0.441,0.145,0.356,279,172,461
1254,3,"C,V,both",AB 02,AB 66,AB 51,"AB 52,AB 65","AB 56,AB 66",True,True,True,3,ro,ta,du,0.3403,0.1687,0.2566,0.337,0.362,0.172,0.441,0.356,0.161,279,461,180
8385,3,"C,V,both",AB 29,AB 62,AB 36,"AB 10,AB 56","AB 50,AB 56,AB 63",True,True,True,3,pu,ta,jo,0.3253,0.1386,0.3901,0.118,0.403,0.363,0.243,0.394,0.324,144,437,333
11875,3,"C,V,both",AB 62,AB 66,AB 73,"AB 02,AB 44,AB 48","AB 06,AB 08",True,True,True,3,ta,ta,mi,0.1386,0.1687,0.0979,0.403,0.362,0.118,0.394,0.356,0.132,437,461,68
4197,3,"C,V,both",AB 07,AB 36,AB 66,"AB 48,AB 52,AB 56","AB 08,AB 56",True,True,True,3,di,jo,ta,0.4855,0.3901,0.1687,0.083,0.363,0.362,0.101,0.324,0.356,109,333,461
11848,3,"C,V,both",AB 62,AB 85,AB 59,"AB 10,AB 36,AB 56","AB 08,AB 50",True,True,True,3,ta,au,ta,0.1386,0.1286,0.0979,0.403,0.469,0.11,0.394,0.47,0.15,437,508,100
430,3,"C,V,both",AB 01,AB 85,AB 36,"AB 10,AB 36,AB 56","AB 08,AB 56",True,True,True,3,da,au,jo,0.525,0.1286,0.3901,0.154,0.469,0.363,0.091,0.47,0.324,143,508,333
9624,3,"C,V,both",AB 36,AB 62,AB 56,AB 56,AB 63,True,True,True,3,jo,ta,pa,0.3901,0.1386,0.2148,0.363,0.403,0.144,0.324,0.394,0.106,333,437,132
10543,3,"C,V,both",AB 47,AB 62,AB 66,AB 02,"AB 08,AB 48,AB 62",True,True,True,3,ja,ta,ta,0.2217,0.1386,0.1687,0.131,0.403,0.362,0.082,0.394,0.356,61,437,461
11789,3,"C,V,both",AB 62,AB 23,AB 85,"AB 10,AB 56",AB 08,True,True,True,3,ta,mu,au,0.1386,0.4072,0.1286,0.403,0.074,0.469,0.394,0.074,0.47,437,94,508
8474,3,"C,V,both",AB 29,AB 85,AB 36,"AB 10,AB 36,AB 56","AB 08,AB 56",True,True,True,3,pu,au,jo,0.3253,0.1286,0.3901,0.118,0.469,0.363,0.243,0.47,0.324,144,508,333
10993,3,"C,V,both",AB 50,AB 62,AB 66,"AB 02,AB 24,AB 56",AB 08,True,True,True,3,pu,ta,ta,0.3216,0.1386,0.1687,0.138,0.403,0.362,0.103,0.394,0.356,58,437,461
9605,3,"C,V,both",AB 36,AB 62,AB 65,"AB 10,AB 56","AB 50,AB 56,AB 63",True,True,True,3,jo,ta,jo,0.3901,0.1386,0.2831,0.363,0.403,0.092,0.324,0.394,0.058,333,437,120
9739,3,"C,V,both",AB 36,AB 66,AB 59,"AB 52,AB 56","AB 08,AB 50,AB 66",True,True,True,3,jo,ta,ta,0.3901,0.1687,0.0979,0.363,0.362,0.11,0.324,0.356,0.15,333,461,100
9620,3,"C,V,both",AB 36,AB 62,AB 52,AB 56,AB 63,True,True,True,3,jo,ta,no,0.3901,0.1386,0.2915,0.363,0.403,0.094,0.324,0.394,0.094,333,437,117
10908,3,"C,V,both",AB 49,AB 66,AB 51,"AB 07,AB 52","AB 08,AB 56,AB 66",True,True,True,3,we,ta,du,0.2994,0.1687,0.2566,0.163,0.362,0.172,0.145,0.356,0.161,172,461,180
1008,3,"C,V,both",AB 02,AB 62,AB 49,"AB 10,AB 56","AB 56,AB 62,AB 63",True,True,True,3,ro,ta,we,0.3403,0.1386,0.2994,0.337,0.403,0.163,0.441,0.394,0.145,279,437,172
7275,3,"C,V,both",AB 23,AB 36,AB 66,"AB 51,AB 52,AB 56","AB 08,AB 56,AB 66",True,True,True,3,mu,jo,ta,0.4072,0.3901,0.1687,0.074,0.363,0.362,0.074,0.324,0.356,94,333,461
11815,3,"C,V,both",AB 62,AB 46,AB 66,"AB 02,AB 07,AB 34","AB 08,AB 49",True,True,True,3,ta,je,ta,0.1386,0.2109,0.1687,0.403,0.196,0.362,0.394,0.157,0.356,437,51,461
10721,3,"C,V,both",AB 48,AB 62,AB 66,"AB 02,AB 06,AB 07","AB 07,AB 08,AB 66",True,True,True,3,wa,ta,ta,0.3229,0.1386,0.1687,0.087,0.403,0.362,0.087,0.394,0.356,46,437,461
1022,3,"C,V,both",AB 02,AB 62,AB 51,"AB 07,AB 56,AB 65","AB 08,AB 56,AB 62",True,True,True,3,ro,ta,du,0.3403,0.1386,0.2566,0.337,0.403,0.172,0.441,0.394,0.161,279,437,180
11854,3,"C,V,both",AB 62,AB 85,AB 45,"AB 06,AB 10,AB 36","AB 08,AB 63",True,True,True,3,ta,au,de,0.1386,0.1286,0.3035,0.403,0.469,0.013,0.394,0.47,0.039,437,508,77
199,3,"C,V,both",AB 01,AB 02,AB 66,"AB 02,AB 56,AB 65","AB 56,AB 66",True,True,True,3,da,ro,ta,0.525,0.3403,0.1687,0.154,0.337,0.362,0.091,0.441,0.356,143,279,461
4055,3,"C,V,both",AB 07,AB 62,AB 36,AB 56,"AB 50,AB 56,AB 63",True,True,True,3,di,ta,jo,0.4855,0.1386,0.3901,0.083,0.403,0.363,0.101,0.394,0.324,109,437,333
6513,3,"C,V,both",AB 14,AB 62,AB 66,"AB 02,AB 24","AB 08,AB 24,AB 32",True,True,True,3,do,ta,ta,0.4233,0.1386,0.1687,0.05,0.403,0.362,0.125,0.394,0.356,40,437,461
12068,3,"C,V,both",AB 65,AB 85,AB 36,"AB 10,AB 36,AB 56","AB 08,AB 56",True,True,True,3,jo,au,jo,0.2831,0.1286,0.3901,0.092,0.469,0.363,0.058,0.47,0.324,120,508,333
11877,3,"C,V,both",AB 62,AB 66,AB 71,"AB 02,AB 07,AB 29","AB 08,AB 62",True,True,True,3,ta,ta,ke,0.1386,0.1687,0.1184,0.403,0.362,0.244,0.394,0.356,0.22,437,461,41
1252,3,"C,V,both",AB 02,AB 66,AB 29,"AB 06,AB 56,AB 65","AB 56,AB 66",True,True,True,3,ro,ta,pu,0.3403,0.1687,0.3253,0.337,0.362,0.118,0.441,0.356,0.243,279,461,144
9882,3,"C,V,both",AB 38,AB 62,AB 66,"AB 02,AB 23","AB 08,AB 51,AB 63",True,True,True,3,e,ta,ta,0.4961,0.1386,0.1687,0.086,0.403,0.362,0.143,0.394,0.356,35,437,461
9750,3,"C,V,both",AB 36,AB 66,AB 45,"AB 06,AB 52","AB 08,AB 63",True,True,True,3,jo,ta,de,0.3901,0.1687,0.3035,0.363,0.362,0.013,0.324,0.356,0.039,333,461,77
11852,3,"C,V,both",AB 62,AB 85,AB 73,"AB 10,AB 44","AB 06,AB 08,AB 44",True,True,True,3,ta,au,mi,0.1386,0.1286,0.0979,0.403,0.469,0.118,0.394,0.47,0.132,437,508,68
11876,3,"C,V,both",AB 62,AB 66,AB 64,"AB 02,AB 06,AB 07","AB 08,AB 36,AB 66",True,True,True,3,ta,ta,o,0.1386,0.1687,0.276,0.403,0.362,0.156,0.394,0.356,0.156,437,461,32
1264,3,"C,V,both",AB 02,AB 66,AB 56,"AB 02,AB 56,AB 65","AB 08,AB 56,AB 66",True,True,True,3,ro,ta,pa,0.3403,0.1687,0.2148,0.337,0.362,0.144,0.441,0.356,0.106,279,461,132
9613,3,"C,V,both",AB 36,AB 62,AB 59,AB 56,"AB 50,AB 63",True,True,True,3,jo,ta,ta,0.3901,0.1386,0.0979,0.363,0.403,0.11,0.324,0.394,0.15,333,437,100
11862,3,"C,V,both",AB 62,AB 75,AB 66,"AB 02,AB 10,AB 29","AB 08,AB 26",True,True,True,3,ta,tu,ta,0.1386,0.0674,0.1687,0.403,0.036,0.362,0.394,0.286,0.356,437,28,461
10831,3,"C,V,both",AB 49,AB 62,AB 51,"AB 07,AB 10","AB 08,AB 56,AB 63",True,True,True,3,we,ta,du,0.2994,0.1386,0.2566,0.163,0.403,0.172,0.145,0.394,0.161,172,437,180
7166,3,"C,V,both",AB 23,AB 62,AB 36,AB 56,"AB 08,AB 56,AB 63",True,True,True,3,mu,ta,jo,0.4072,0.1386,0.3901,0.074,0.403,0.363,0.074,0.394,0.324,94,437,333
292,3,"C,V,both",AB 01,AB 49,AB 66,"AB 02,AB 10,AB 52","AB 08,AB 56,AB 66",True,True,True,3,da,we,ta,0.525,0.2994,0.1687,0.154,0.163,0.362,0.091,0.145,0.356,143,172,461
1127,3,"C,V,both",AB 02,AB 65,AB 66,"AB 02,AB 56,AB 65","AB 56,AB 66",True,True,True,3,ro,jo,ta,0.3403,0.2831,0.1687,0.337,0.092,0.362,0.441,0.058,0.356,279,120,461
9745,3,"C,V,both",AB 36,AB 66,AB 73,"AB 01,AB 48,AB 52","AB 06,AB 08",True,True,True,3,jo,ta,mi,0.3901,0.1687,0.0979,0.363,0.362,0.118,0.324,0.356,0.132,333,461,68
565,3,"C,V,both",AB 01,AB 66,AB 51,"AB 02,AB 52","AB 56,AB 66",True,True,True,3,da,ta,du,0.525,0.1687,0.2566,0.154,0.362,0.172,0.091,0.356,0.161,143,461,180
1259,3,"C,V,both",AB 02,AB 66,AB 52,"AB 06,AB 56,AB 65","AB 56,AB 66",True,True,True,3,ro,ta,no,0.3403,0.1687,0.2915,0.337,0.362,0.094,0.441,0.356,0.094,279,461,117
8420,3,"C,V,both",AB 29,AB 49,AB 66,"AB 06,AB 10,AB 52","AB 08,AB 56,AB 66",True,True,True,3,pu,we,ta,0.3253,0.2994,0.1687,0.118,0.163,0.362,0.243,0.145,0.356,144,172,461
189,3,"C,V,both",AB 01,AB 02,AB 62,"AB 10,AB 56","AB 07,AB 56,AB 62",True,True,True,3,da,ro,ta,0.525,0.3403,0.1386,0.154,0.337,0.403,0.091,0.441,0.394,143,279,437
11874,3,"C,V,both",AB 62,AB 66,AB 37,"AB 02,AB 03","AB 08,AB 51",True,True,True,3,ta,ta,ke,0.1386,0.1687,0.0757,0.403,0.362,0.125,0.394,0.356,0.125,437,461,16
8556,3,"C,V,both",AB 29,AB 66,AB 51,"AB 06,AB 52","AB 56,AB 66",True,True,True,3,pu,ta,du,0.3253,0.1687,0.2566,0.118,0.362,0.172,0.243,0.356,0.161,144,461,180
9561,3,"C,V,both",AB 36,AB 47,AB 66,"AB 02,AB 52,AB 57","AB 08,AB 56,AB 62",True,True,True,3,jo,ja,ta,0.3901,0.2217,0.1687,0.363,0.131,0.362,0.324,0.082,0.356,333,61,461
10879,3,"C,V,both",AB 49,AB 85,AB 51,"AB 07,AB 10","AB 08,AB 56",True,True,True,3,we,au,du,0.2994,0.1286,0.2566,0.163,0.469,0.172,0.145,0.47,0.161,172,508,180
1020,3,"C,V,both",AB 02,AB 62,AB 29,"AB 10,AB 56","AB 50,AB 56,AB 62",True,True,True,3,ro,ta,pu,0.3403,0.1386,0.3253,0.337,0.403,0.118,0.441,0.394,0.243,279,437,144
11813,3,"C,V,both",AB 62,AB 46,AB 85,"AB 07,AB 10","AB 08,AB 44,AB 49",True,True,True,3,ta,je,au,0.1386,0.2109,0.1286,0.403,0.196,0.469,0.394,0.157,0.47,437,51,508
9743,3,"C,V,both",AB 36,AB 66,AB 87,"AB 08,AB 29,AB 52","AB 03,AB 08,AB 36",True,True,True,3,jo,ta,lo,0.3901,0.1687,0.1181,0.363,0.362,0.18,0.324,0.356,0.295,333,461,61
10915,3,"C,V,both",AB 49,AB 66,AB 56,"AB 02,AB 52,AB 56","AB 08,AB 63",True,True,True,3,we,ta,pa,0.2994,0.1687,0.2148,0.163,0.362,0.144,0.145,0.356,0.106,172,461,132
1083,3,"C,V,both",AB 02,AB 07,AB 66,"AB 48,AB 56,AB 65","AB 08,AB 56,AB 66",True,True,True,3,ro,di,ta,0.3403,0.4855,0.1687,0.337,0.083,0.362,0.441,0.101,0.356,279,109,461
9700,3,"C,V,both",AB 36,AB 50,AB 66,"AB 24,AB 52,AB 56",AB 08,True,True,True,3,jo,pu,ta,0.3901,0.3216,0.1687,0.363,0.138,0.362,0.324,0.103,0.356,333,58,461
9623,3,"C,V,both",AB 36,AB 62,AB 45,"AB 06,AB 56",AB 63,True,True,True,3,jo,ta,de,0.3901,0.1386,0.3035,0.363,0.403,0.013,0.324,0.394,0.039,333,437,77
11266,3,"C,V,both",AB 51,AB 66,AB 56,"AB 02,AB 07,AB 52","AB 08,AB 10,AB 66",True,True,True,3,du,ta,pa,0.2566,0.1687,0.2148,0.172,0.362,0.144,0.161,0.356,0.106,180,461,132
1031,3,"C,V,both",AB 02,AB 62,AB 56,AB 56,"AB 56,AB 62,AB 63",True,True,True,3,ro,ta,pa,0.3403,0.1386,0.2148,0.337,0.403,0.144,0.441,0.394,0.106,279,437,132
1057,3,"C,V,both",AB 02,AB 49,AB 36,AB 56,"AB 56,AB 63",True,True,True,3,ro,we,jo,0.3403,0.2994,0.3901,0.337,0.163,0.363,0.441,0.145,0.324,279,172,333
9628,3,"C,V,both",AB 36,AB 46,AB 66,"AB 07,AB 34,AB 52","AB 08,AB 49",True,True,True,3,jo,je,ta,0.3901,0.2109,0.1687,0.363,0.196,0.362,0.324,0.157,0.356,333,51,461
10857,3,"C,V,both",AB 49,AB 65,AB 66,"AB 02,AB 10,AB 52","AB 08,AB 56,AB 66",True,True,True,3,we,jo,ta,0.2994,0.2831,0.1687,0.163,0.092,0.362,0.145,0.058,0.356,172,120,461
9689,3,"C,V,both",AB 36,AB 48,AB 66,"AB 06,AB 07,AB 52","AB 07,AB 08,AB 66",True,True,True,3,jo,wa,ta,0.3901,0.3229,0.1687,0.363,0.087,0.362,0.324,0.087,0.356,333,46,461
10912,3,"C,V,both",AB 49,AB 66,AB 52,"AB 06,AB 52,AB 56","AB 08,AB 63,AB 66",True,True,True,3,we,ta,no,0.2994,0.1687,0.2915,0.163,0.362,0.094,0.145,0.356,0.094,172,461,117
224,3,"C,V,both",AB 01,AB 62,AB 49,AB 10,"AB 07,AB 56,AB 63",True,True,True,3,da,ta,we,0.525,0.1386,0.2994,0.154,0.403,0.163,0.091,0.394,0.145,143,437,172
1182,3,"C,V,both",AB 02,AB 36,AB 51,"AB 07,AB 56,AB 65",AB 56,True,True,True,3,ro,jo,du,0.3403,0.3901,0.2566,0.337,0.363,0.172,0.441,0.324,0.161,279,333,180
11210,3,"C,V,both",AB 51,AB 65,AB 66,"AB 02,AB 07,AB 52","AB 56,AB 66",True,True,True,3,du,jo,ta,0.2566,0.2831,0.1687,0.172,0.092,0.362,0.161,0.058,0.356,180,120,461
1011,3,"C,V,both",AB 02,AB 62,AB 65,"AB 10,AB 56","AB 50,AB 56,AB 62",True,True,True,3,ro,ta,jo,0.3403,0.1386,0.2831,0.337,0.403,0.092,0.441,0.394,0.058,279,437,120
1253,3,"C,V,both",AB 02,AB 66,AB 59,"AB 52,AB 56,AB 65",AB 66,True,True,True,3,ro,ta,ta,0.3403,0.1687,0.0979,0.337,0.362,0.11,0.441,0.356,0.15,279,461,100
9619,3,"C,V,both",AB 36,AB 62,AB 73,"AB 01,AB 44,AB 56","AB 06,AB 63",True,True,True,3,jo,ta,mi,0.3901,0.1386,0.0979,0.363,0.403,0.118,0.324,0.394,0.132,333,437,68
11263,3,"C,V,both",AB 51,AB 66,AB 52,"AB 06,AB 07,AB 52","AB 56,AB 66",True,True,True,3,du,ta,no,0.2566,0.1687,0.2915,0.172,0.362,0.094,0.161,0.356,0.094,180,461,117
244,3,"C,V,both",AB 01,AB 62,AB 51,"AB 07,AB 10,AB 52","AB 07,AB 08,AB 56",True,True,True,3,da,ta,du,0.525,0.1386,0.2566,0.154,0.403,0.172,0.091,0.394,0.161,143,437,180
1026,3,"C,V,both",AB 02,AB 62,AB 52,AB 56,"AB 56,AB 62,AB 63",True,True,True,3,ro,ta,no,0.3403,0.1386,0.2915,0.337,0.403,0.094,0.441,0.394,0.094,279,437,117
8380,3,"C,V,both",AB 29,AB 62,AB 49,AB 10,"AB 50,AB 56,AB 63",True,True,True,3,pu,ta,we,0.3253,0.1386,0.2994,0.118,0.403,0.163,0.243,0.394,0.145,144,437,172
933,3,"C,V,both",AB 02,AB 23,AB 66,"AB 51,AB 56,AB 65","AB 56,AB 66",True,True,True,3,ro,mu,ta,0.3403,0.4072,0.1687,0.337,0.074,0.362,0.441,0.074,0.356,279,94,461
6579,3,"C,V,both",AB 14,AB 36,AB 66,"AB 24,AB 52","AB 08,AB 24",True,True,True,3,do,jo,ta,0.4233,0.3901,0.1687,0.05,0.363,0.362,0.125,0.324,0.356,40,333,461
4099,3,"C,V,both",AB 07,AB 49,AB 66,"AB 48,AB 52,AB 56","AB 08,AB 56",True,True,True,3,di,we,ta,0.4855,0.2994,0.1687,0.083,0.163,0.362,0.101,0.145,0.356,109,172,461
9749,3,"C,V,both",AB 36,AB 66,AB 71,"AB 07,AB 29,AB 52","AB 08,AB 62",True,True,True,3,jo,ta,ke,0.3901,0.1687,0.1184,0.363,0.362,0.244,0.324,0.356,0.22,333,461,41
8392,3,"C,V,both",AB 29,AB 62,AB 51,"AB 06,AB 07,AB 10","AB 08,AB 50,AB 56",True,True,True,3,pu,ta,du,0.3253,0.1386,0.2566,0.118,0.403,0.172,0.243,0.394,0.161,144,437,180
9556,3,"C,V,both",AB 36,AB 47,AB 62,"AB 02,AB 56,AB 57","AB 48,AB 56,AB 63",True,True,True,3,jo,ja,ta,0.3901,0.2217,0.1386,0.363,0.131,0.403,0.324,0.082,0.394,333,61,437
9741,3,"C,V,both",AB 36,AB 66,AB 38,"AB 23,AB 52","AB 08,AB 51,AB 63",True,True,True,3,jo,ta,e,0.3901,0.1687,0.4961,0.363,0.362,0.086,0.324,0.356,0.143,333,461,35
284,3,"C,V,both",AB 01,AB 49,AB 85,AB 10,"AB 08,AB 56",True,True,True,3,da,we,au,0.525,0.2994,0.1286,0.154,0.163,0.469,0.091,0.145,0.47,143,172,508
563,3,"C,V,both",AB 01,AB 66,AB 29,"AB 02,AB 06,AB 10","AB 56,AB 66",True,True,True,3,da,ta,pu,0.525,0.1687,0.3253,0.154,0.362,0.118,0.091,0.356,0.243,143,461,144
4256,3,"C,V,both",AB 07,AB 66,AB 51,"AB 07,AB 48,AB 52","AB 08,AB 10,AB 66",True,True,True,3,di,ta,du,0.4855,0.1687,0.2566,0.083,0.362,0.172,0.101,0.356,0.161,109,461,180
