greek,transliteration,english_gloss,minoan_form,category,query,matched,distance,distance_threshold,inscription_id,gorila_id,site,material,period,semantic_score,confidence_score,found_commodities,context_syllabograms
οἶκος,oikos,house,oik,architecture,OIKU,KUIKU,1,1,47,HT35,Haghia Triada - Villa Magazine,clay,LM IB,0.05,31.5,,KU𐄁*326
οἶκος,oikos,house,oik,architecture,OIKU,MAIKU,1,1,1659,APZa2,Apodoulou,stone,Uncertain,0.05,31.5,,NAMA𐄁
οἶκος,oikos,house,oik,architecture,OIKU,IKU,1,1,111,HT90,Haghia Triada - Casa Room 7,clay,LM IB,0.05,31.5,,IKURI
οἶκος,oikos,house,oik,architecture,OIKU,IKU,1,1,149,HT115b,Haghia Triada - Casa Room 9,clay,LM IB,0.05,31.5,,PA₃NA
οἶκος,oikos,house,oik,architecture,OIKU,IKU,1,1,1611,ZA6b,Zakros,stone,Uncertain,0.1,33.0,"GRA,GRA+PA",IKUJU
θύρα,thyra,door,tʰur,architecture,TUURU,TUUNA,1,1,1565,SYZa2,Syme,stone,LMI,0.05,41.5,,SUMATU
θύρα,thyra,door,tʰur,architecture,TUURU,TURU,1,1,168,HT128a,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,41.5,,PARATU
θύρα,thyra,door,tʰur,architecture,TUURU,TURU,1,1,1410,KOZa1,Kophinas,stone,Uncertain,0.05,41.5,,JATURU
θύρα,thyra,door,tʰur,architecture,TUURU,TUTERU,1,1,1631,ZA20,Zakros,stone,LM IB,0.05,41.5,,4TE
θύρα,thyra,door,tʰur,architecture,TUURU,URU,1,1,33,HT25a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,1NA
σκοτίη,skotiē,darkness/dark chamber,skoti,architecture,SUKUOTI,KUOTI,1,1,114,HT93a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,NI5
κλίνη,klinē,bed/couch,klin,architecture,KURINU,KURI,1,1,111,HT90,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,KURINA
κλίνη,klinē,bed/couch,klin,architecture,KURINU,KURI,1,1,1671,ARKH6,Arkhalkhori,clay,LM IB,0.05,41.5,,𐄁KU
κλίνη,klinē,bed/couch,klin,architecture,KURINU,KUPA₃NU,1,1,109,HT88,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,𐄁KUPA₃
κλίνη,klinē,bed/couch,klin,architecture,KURINU,KUPA₃NU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB,0.05,41.5,,KURAMU
κλίνη,klinē,bed/couch,klin,architecture,KURINU,KUPA₃NU,1,1,1504,PH(?)31a,Phaistos,clay,Uncertain,0.05,41.5,,1
κλίνη,klinē,bed/couch,klin,architecture,KURINU,KUNU,1,1,158,HT122a,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,41.5,,SIDA
κλίνη,klinē,bed/couch,klin,architecture,KURINU,KUNU,1,1,1398,KNZc6,Knossos,,Uncertain,0.05,41.5,,KUNAPA
θρόνος,thronos,throne,tʰron,architecture,TURUONU,TURUNU,1,1,168,HT128a,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,41.5,,PARATURU
βάθρον,bathron,base/pedestal,batʰr,architecture,PATURU,PATU,1,1,1606,ZA4a,Zakros,stone,Uncertain,0.05,41.5,,TOJA3
βάθρον,bathron,base/pedestal,batʰr,architecture,PATURU,JATURU,1,1,1410,KOZa1,Kophinas,stone,Uncertain,0.05,41.5,,WAJATU
βάθρον,bathron,base/pedestal,batʰr,architecture,PATURU,PATIRU,1,1,1620,ZA12a,Zakros,stone,Uncertain,0.05,41.5,,𐝫PA64
βάθρον,bathron,base/pedestal,batʰr,architecture,PATURU,PATIRU,1,1,1621,ZA12b,Zakros,stone,Uncertain,0.05,41.5,,TU6
βάθρον,bathron,base/pedestal,batʰr,architecture,PATURU,RATURU,1,1,168,HT128a,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,41.5,,𐄁PARA
βάθρον,bathron,base/pedestal,batʰr,architecture,PATURU,PADARU,1,1,1597,TY2,Tylissos,clay,Uncertain,0.05,41.5,,500290
κύαθος,kyathos,ladle/cup,kuatʰ,domestic,KUATU,KUARA,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,1QESU
κύαθος,kyathos,ladle/cup,kuatʰ,domestic,KUATU,KUAJA,1,1,16,HT11a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,KANA
κύαθος,kyathos,ladle/cup,kuatʰ,domestic,KUATU,KUPITU,1,1,1623,ZA14,Zakros,stone,LM IB,0.05,41.5,,KA3
κύαθος,kyathos,ladle/cup,kuatʰ,domestic,KUATU,ATU,1,1,1385,KNZb5,Knossos,pottery/ceramic,MMIIIB,0.05,41.5,,ATURI
κύαθος,kyathos,ladle/cup,kuatʰ,domestic,KUATU,KUTU,1,1,65,HT49a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,RI
κύαθος,kyathos,ladle/cup,kuatʰ,domestic,KUATU,KUTU,1,1,148,HT115a,Haghia Triada - Casa Room 9,clay,LM IB,0.05,41.5,,RANA*21F
κύαθος,kyathos,ladle/cup,kuatʰ,domestic,KUATU,KUTU,1,1,1598,TY3a,Tylissos,clay,Uncertain,0.1,43.0,"OLE+U,OLE",NE
κύαθος,kyathos,ladle/cup,kuatʰ,domestic,KUATU,KUTU,1,1,1614,ZA8,Zakros,stone,LM IB,0.05,41.5,,𐄁NI
κύαθος,kyathos,ladle/cup,kuatʰ,domestic,KUATU,KUNATU,1,1,63,HT47a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,]TU+RO𐄁
κύαθος,kyathos,ladle/cup,kuatʰ,domestic,KUATU,KUPA₃TU,1,1,155,HT119,Haghia Triada - Casa Room 9,clay,LM IB,0.05,41.5,,RISI
φιάλη,phialē,bowl,pʰial,domestic,PUIARU,TAIARU,1,1,12,HT9a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,36.5,,TU10DINA
κέραμος,keramos,pottery/clay,keram,domestic,KERAMU,RAMU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB,0.05,41.5,,1MITU
θῆλυς,thēlys,container/vessel,tʰelu,domestic,TUERU,SIERU,1,1,1618,ZA11a,Zakros,stone,Uncertain,0.05,41.5,,*516
θῆλυς,thēlys,container/vessel,tʰelu,domestic,TUERU,TURU,1,1,168,HT128a,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,41.5,,PARATU
θῆλυς,thēlys,container/vessel,tʰelu,domestic,TUERU,TURU,1,1,1410,KOZa1,Kophinas,stone,Uncertain,0.05,41.5,,JATURU
θῆλυς,thēlys,container/vessel,tʰelu,domestic,TUERU,TUTERU,1,1,1631,ZA20,Zakros,stone,LM IB,0.05,41.5,,4TE
κισσύβιον,kissybion,ivy-wood cup,kisub,domestic,KISUPU,SUPU,1,1,43,HT31,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,KO𐄁*410
κισσύβιον,kissybion,ivy-wood cup,kisub,domestic,KISUPU,SUPU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,1DIKI
κισσύβιον,kissybion,ivy-wood cup,kisub,domestic,KISUPU,SUPU,1,1,1665,ARKH2,Arkhalkhori,clay,LM IB,0.05,41.5,,12*301
κισσύβιον,kissybion,ivy-wood cup,kisub,domestic,KISUPU,KIPU,1,1,46,HT34,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,SARA₂𐄁
κισσύβιον,kissybion,ivy-wood cup,kisub,domestic,KISUPU,KISU,1,1,49,HT37,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,𐄁KAKI
κισσύβιον,kissybion,ivy-wood cup,kisub,domestic,KISUPU,KIDIPU,1,1,1623,ZA14,Zakros,stone,LM IB,0.05,41.5,,KIDI1
κυβερνάω,kybernaō,to steer (ship),kubern,domestic,KURUNU,KURU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,KISE1
κυβερνάω,kybernaō,to steer (ship),kubern,domestic,KURUNU,TURUNU,1,1,168,HT128a,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,41.5,,PARATU
κυβερνάω,kybernaō,to steer (ship),kubern,domestic,KURUNU,KUPA₃NU,1,1,109,HT88,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,𐄁KUPA₃
κυβερνάω,kybernaō,to steer (ship),kubern,domestic,KURUNU,KUPA₃NU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB,0.05,41.5,,KURAMU
κυβερνάω,kybernaō,to steer (ship),kubern,domestic,KURUNU,KUPA₃NU,1,1,1504,PH(?)31a,Phaistos,clay,Uncertain,0.05,41.5,,1
κυβερνάω,kybernaō,to steer (ship),kubern,domestic,KURUNU,KUNU,1,1,158,HT122a,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,41.5,,SIDA
κυβερνάω,kybernaō,to steer (ship),kubern,domestic,KURUNU,KUNU,1,1,1398,KNZc6,Knossos,,Uncertain,0.05,41.5,,KUNAPA
θύμος,thymos,thyme,tʰum,flora,TUUMU,TUUNA,1,1,1565,SYZa2,Syme,stone,LMI,0.05,41.5,,SUMATU
ὀρίγανον,origanon,oregano,orig,flora,ORIKU,DARIKU,1,1,1224,KH92,Khania,clay,Uncertain,0.05,41.5,,DA*21FRI
σέλινον,selinon,celery,selin,flora,SERINU,SERI,1,1,101,HT81,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,SE𐄁
σέλινον,selinon,celery,selin,flora,SERINU,SENU,1,1,1624,ZA15a,Zakros,stone,Uncertain,0.05,41.5,,TINISA
σέλινον,selinon,celery,selin,flora,SERINU,SENU,1,1,1676,CR(?)Zf1,Crete,metal,Uncertain,0.05,41.5,,𐄁QAKI
ῥάκος,rhakos,rag/leaf,wrak,flora,WARAKU,RAKU,1,1,110,HT89,Haghia Triada - Casa Room 7,clay,LM IB,0.05,36.5,,𐄁*30523
ῥάκος,rhakos,rag/leaf,wrak,flora,WARAKU,RAKU,1,1,120,HT96a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,36.5,,GRA5RU
ῥάκος,rhakos,rag/leaf,wrak,flora,WARAKU,RAKU,1,1,1573,SYZa10,Syme,stone,LM IA,0.05,36.5,,RAKU
βαλάνιον,balanion,acorn,balani,flora,PARANI,PARAJA,1,1,1572,SYZa9,Syme,stone,LM IA,0.05,36.5,,PARAJA
βαλάνιον,balanion,acorn,balani,flora,PARANI,PAKUNI,1,1,1398,KNZc6,Knossos,,Uncertain,0.05,36.5,,TIPAKU
βαλάνιον,balanion,acorn,balani,flora,PARANI,PARATU,1,1,168,HT128a,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,36.5,,*326𐄁PA
βαλάνιον,balanion,acorn,balani,flora,PARANI,PARANE,1,1,120,HT96a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,36.5,,APARA
βαλάνιον,balanion,acorn,balani,flora,PARANI,PARANE,1,1,121,HT96b,Haghia Triada - Casa Room 7,clay,LM IB,0.05,36.5,,PARANE
βαλάνιον,balanion,acorn,balani,flora,PARANI,PARANE,1,1,148,HT115a,Haghia Triada - Casa Room 9,clay,LM IB,0.05,36.5,,*21FNEMI
βαλάνιον,balanion,acorn,balani,flora,PARANI,PARANE,1,1,149,HT115b,Haghia Triada - Casa Room 9,clay,LM IB,0.05,36.5,,𐄁PARA
βαλάνιον,balanion,acorn,balani,flora,PARANI,PADANI,1,1,1212,KH79+89,Khania,clay,Uncertain,0.05,36.5,,ARA
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DAUDU,1,1,1616,ZA10a,Zakros,stone,Uncertain,0.05,41.5,,TANA
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DAROKU,1,1,158,HT122a,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,41.5,,RE1*324
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DARIKU,1,1,1224,KH92,Khania,clay,Uncertain,0.05,41.5,,DA*21FRI
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DAREKU,1,1,104,HT85a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,12U
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DAREKU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB,0.05,41.5,,1MIRU
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DAREKU,1,1,1628,ZA18a,Zakros,stone,Uncertain,0.05,41.5,,DAREKU
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DAKU,1,1,131,HT103,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,40PA₃DA
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DAKU,1,1,132,HT104,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,𐄁𐄁
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DAKU,1,1,1504,PH(?)31a,Phaistos,clay,Uncertain,0.05,41.5,,*22FNE
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DAKU,1,1,1560,SEZf1,Selakanos,metal,Uncertain,0.05,41.5,,DAKU
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DAUTI,1,1,1118,IOZa11,Iouktas,stone,Uncertain,0.05,41.5,,DADA𐄁
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DAUSE,1,1,1708,LACHZa1,Larani,stone,Uncertain,0.05,41.5,,RIDAU
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DAKIKU,1,1,37,HT27a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,5051
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DATEKU,1,1,1665,ARKH2,Arkhalkhori,clay,LM IB,0.05,41.5,,DATEKU
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DATAKU,1,1,52,HT40,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,𐄁TE𐄁
κύμινον,kyminon,cumin,kumin,flora,KUMINU,KUMI,1,1,75,HT54a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,𐝫𐝫KU
κύμινον,kyminon,cumin,kumin,flora,KUMINU,KUMI,1,1,138,HT110a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,*34KUMI
κύμινον,kyminon,cumin,kumin,flora,KUMINU,KUMI,1,1,1078,HTWc3014,Haghia Triada,clay,LM IB,0.05,41.5,,KUMINA
κύμινον,kyminon,cumin,kumin,flora,KUMINU,KUMI,1,1,1616,ZA10a,Zakros,stone,Uncertain,0.05,41.5,,PA1
κύμινον,kyminon,cumin,kumin,flora,KUMINU,KUPA₃NU,1,1,109,HT88,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,𐄁KUPA₃
κύμινον,kyminon,cumin,kumin,flora,KUMINU,KUPA₃NU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB,0.05,41.5,,KURAMU
κύμινον,kyminon,cumin,kumin,flora,KUMINU,KUPA₃NU,1,1,1504,PH(?)31a,Phaistos,clay,Uncertain,0.05,41.5,,1
κύμινον,kyminon,cumin,kumin,flora,KUMINU,MEMINU,1,1,106,HT86a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,RA₂WA10
κύμινον,kyminon,cumin,kumin,flora,KUMINU,MEMINU,1,1,118,HT95a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,GRADAME
κύμινον,kyminon,cumin,kumin,flora,KUMINU,MEMINU,1,1,119,HT95b,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,10𐝫𐄁
κύμινον,kyminon,cumin,kumin,flora,KUMINU,MINU,1,1,134,HT106,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,MINUTE
κύμινον,kyminon,cumin,kumin,flora,KUMINU,MINU,1,1,1415,MA1a,Malia,,Uncertain,0.05,41.5,,QEDEMI
κύμινον,kyminon,cumin,kumin,flora,KUMINU,MINU,1,1,1416,MA1b,Malia,,Uncertain,0.05,41.5,,QEDEMI
κύμινον,kyminon,cumin,kumin,flora,KUMINU,KUNU,1,1,158,HT122a,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,41.5,,SIDA
κύμινον,kyminon,cumin,kumin,flora,KUMINU,KUNU,1,1,1398,KNZc6,Knossos,,Uncertain,0.05,41.5,,KUNAPA
βύβλος,byblos,papyrus,bubl,flora,PUPURU,PUKURU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,DIKISE
ἄκαριον,akarion,mite/tick (plant),akari,flora,AKARI,AKARU,1,1,2,HT2,Haghia Triada - Portico 11 and Room 13,clay,LM IB,0.1,38.0,"OLE+U,OLE",AKARU
ἄκαριον,akarion,mite/tick (plant),akari,flora,AKARI,AKARU,1,1,106,HT86a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,36.5,,AKARU
ἄκαριον,akarion,mite/tick (plant),akari,flora,AKARI,AKARU,1,1,107,HT86b,Haghia Triada - Casa Room 7,clay,LM IB,0.05,36.5,,AKARU
ἄκαριον,akarion,mite/tick (plant),akari,flora,AKARI,MAKARI,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB,0.05,36.5,,NE𐄁MA
ἄκαριον,akarion,mite/tick (plant),akari,flora,AKARI,MAKARI,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB,0.05,36.5,,MAKARI
ἄκαριον,akarion,mite/tick (plant),akari,flora,AKARI,ASERI,1,1,101,HT81,Haghia Triada - Villa Magazine,clay,LM IB,0.05,36.5,,ASE𐄁
ἄκαριον,akarion,mite/tick (plant),akari,flora,AKARI,ADARI,1,1,1224,KH92,Khania,clay,Uncertain,0.05,36.5,,ADA*21F
ἄκαριον,akarion,mite/tick (plant),akari,flora,AKARI,ATURI,1,1,1385,KNZb5,Knossos,pottery/ceramic,MMIIIB,0.05,36.5,,ATURI
ἄκαριον,akarion,mite/tick (plant),akari,flora,AKARI,AKARA,1,1,1455,PEZb3,Petras,pottery/ceramic,LM IB,0.05,36.5,,AKARA
ἄκαριον,akarion,mite/tick (plant),akari,flora,AKARI,AKANU,1,1,1399,KNZc7,Knossos,,Uncertain,0.05,36.5,,AKANU
ἄκαριον,akarion,mite/tick (plant),akari,flora,AKARI,ARI,1,1,33,HT25a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,36.5,,1U
ἄκαριον,akarion,mite/tick (plant),akari,flora,AKARI,ARI,1,1,1467,PH6,Phaistos,clay,MM II,0.05,36.5,,𐄁ARI
ἄκαριον,akarion,mite/tick (plant),akari,flora,AKARI,ARI,1,1,1499,PH28a,Phaistos,clay,Uncertain,0.05,36.5,,JAPA₃
ἄκαριον,akarion,mite/tick (plant),akari,flora,AKARI,ARI,1,1,1614,ZA8,Zakros,stone,LM IB,0.05,36.5,,TUKORE
ἄννησον,annēson,anise,anes,flora,ANESU,ANEA,1,1,1532,PKZa11,Palaikastro,stone,Uncertain,0.05,41.5,,PITERI
ἄννησον,annēson,anise,anes,flora,ANESU,ASASU,1,1,1683,GOWc1a,Gournia,clay,Uncertain,0.05,41.5,,ASASU
ἄννησον,annēson,anise,anes,flora,ANESU,ASISU,1,1,1143,KH9,Khania,clay,LM IB,0.1,43.0,VIR,ASISU
ἄννησον,annēson,anise,anes,flora,ANESU,ANE,1,1,1585,THEZb3,Thera,pottery/ceramic,LM IA,0.05,41.5,,ANE𐝫
ἄννησον,annēson,anise,anes,flora,ANESU,ADESU,1,1,1668,ARKH4a,Arkhalkhori,clay,Uncertain,0.05,41.5,,TARE5
ἄννησον,annēson,anise,anes,flora,ANESU,ASU,1,1,1663,ARKH1a,Arkhalkhori,clay,Uncertain,0.05,41.5,,KI𐝫
ἔλαφος,elaphos,deer,elar,animal,ERARU,SIRARU,1,1,65,HT49a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,1𐝫
ἔλαφος,elaphos,deer,elar,animal,ERARU,ERU,1,1,1618,ZA11a,Zakros,stone,Uncertain,0.05,41.5,,
κάπρος,kapros,wild boar,kapr,animal,KAPURU,KARU,1,1,2,HT2,Haghia Triada - Portico 11 and Room 13,clay,LM IB,0.1,43.0,"OLE+U,OLE",KARU𐄁
κάπρος,kapros,wild boar,kapr,animal,KAPURU,KARU,1,1,97,HT75,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,KARU
κάπρος,kapros,wild boar,kapr,animal,KAPURU,KARU,1,1,106,HT86a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,KARU𐄁
κάπρος,kapros,wild boar,kapr,animal,KAPURU,KARU,1,1,107,HT86b,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,KARU𐄁
κάπρος,kapros,wild boar,kapr,animal,KAPURU,KARU,1,1,122,HT97a,Haghia Triada - Casa Room 7,clay,LM IB,0.1,43.0,VIR,KARU𐄁
θύννος,thynnos,tuna,tʰun,animal,TUUNU,TUUNA,1,1,1565,SYZa2,Syme,stone,LMI,0.05,41.5,,SUMATU
θύννος,thynnos,tuna,tʰun,animal,TUUNU,TURUNU,1,1,168,HT128a,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,41.5,,PARATU
θύννος,thynnos,tuna,tʰun,animal,TUUNU,TUKUNU,1,1,158,HT122a,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,41.5,,RESI
θύννος,thynnos,tuna,tʰun,animal,TUUNU,TUNU,1,1,1124,KAZf1,Kardamoutsa,metal,Uncertain,0.05,41.5,,TUNU𐄁
σπάρος,sparos,sea-bream,spar,animal,SUPUARU,SUPUKURU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,1DIKISE
κάραβος,karabos,beetle/crayfish,karab,animal,KARAPU,KARAKI,1,1,1455,PEZb3,Petras,pottery/ceramic,LM IB,0.05,36.5,,KARAKI
κάραβος,karabos,beetle/crayfish,karab,animal,KARAPU,DIRAPU,1,1,13,HT9b,Haghia Triada - Villa Magazine,clay,LM IB,0.05,36.5,,*305𐄁
κάραβος,karabos,beetle/crayfish,karab,animal,KARAPU,KARA,1,1,10,HT8a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,36.5,,10PA₃KA
νεβρός,nebros,fawn,nebr,animal,NEPURU,NEDARU,1,1,9,HT7b,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,TUNE1
βδέλλα,bdella,leech,bdel,animal,PUDERU,DIDERU,1,1,106,HT86a,Haghia Triada - Casa Room 7,clay,LM IB,0.1,43.0,GRA,20SARU
βδέλλα,bdella,leech,bdel,animal,PUDERU,DIDERU,1,1,118,HT95a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,RU20KU
βδέλλα,bdella,leech,bdel,animal,PUDERU,DIDERU,1,1,119,HT95b,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,MINUTE
βδέλλα,bdella,leech,bdel,animal,PUDERU,PUKURU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,DIKISE
βδέλλα,bdella,leech,bdel,animal,PUDERU,PUDE,1,1,1221,KH88,Khania,clay,Uncertain,0.05,41.5,,*21F*118𐄁
κίχλη,kichlē,thrush,kikʰl,animal,KIKURU,KURU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,KISE1
κίχλη,kichlē,thrush,kikʰl,animal,KIKURU,KIKURA,1,1,37,HT27a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,51
κίχλη,kichlē,thrush,kikʰl,animal,KIKURU,KIRU,1,1,117,HT94b,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,DEDI1
κίχλη,kichlē,thrush,kikʰl,animal,KIKURU,KIRU,1,1,1439,MIZb1,Milos,pottery/ceramic,Uncertain,0.05,41.5,,KIRU
κίχλη,kichlē,thrush,kikʰl,animal,KIKURU,KIRU,1,1,1715,THEZg16,Thera,,Uncertain,0.05,41.5,,KIRUQE
κίχλη,kichlē,thrush,kikʰl,animal,KIKURU,KIPIRU,1,1,1464,PH2,Phaistos,clay,Uncertain,0.05,41.5,,ODIKI
κίχλη,kichlē,thrush,kikʰl,animal,KIKURU,KIMARU,1,1,31,HT24a,Haghia Triada - Corridor 9 and Vestibule 26,clay,LM IB,0.05,41.5,,KIMARU
κίχλη,kichlē,thrush,kikʰl,animal,KIKURU,KIKUZU,1,1,19,HT13,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,ZA5¹⁄₂
κίχλη,kichlē,thrush,kikʰl,animal,KIKURU,KIJARU,1,1,1468,PH7a,Phaistos,clay,Uncertain,0.05,41.5,,URIKI
σάρξ,sarx,flesh,sarks,body,SARUKUSU,SARUKU,1,1,117,HT94b,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,1KEKIRU
σάρξ,sarx,flesh,sarks,body,SARUKUSU,SARUKU,1,1,118,HT95a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,MINUTE10
ἄκανθα,akantha,thorn/spine,akant,body,AKANUTU,AKANU,1,1,1399,KNZc7,Knossos,,Uncertain,0.05,36.5,,AKANUZA
Ἰκάριος,Ikarios,Icarius,ikari,culture,IKARI,IKA,1,1,99,HT79+83,Haghia Triada - Villa Magazine,clay,LM IB,0.05,36.5,,I𐄁*305
Ἰκάριος,Ikarios,Icarius,ikari,culture,IKARI,IKA,1,1,112,HT91,Haghia Triada - Casa Room 7,clay,LM IB,0.05,36.5,,IKA𐄁
Ἰκάριος,Ikarios,Icarius,ikari,culture,IKARI,IKA,1,1,130,HT102,Haghia Triada - Casa Room 7,clay,LM IB,0.05,36.5,,33VIR+[?]
Ἰκάριος,Ikarios,Icarius,ikari,culture,IKARI,IKA,1,1,1372,KNWc3,Knossos,clay,MMIIIB,0.05,36.5,,"IKA?,pte?"
Ἰκάριος,Ikarios,Icarius,ikari,culture,IKARI,IDARI,1,1,1633,ZA21b,Zakros,stone,Uncertain,0.05,36.5,,IDA
Ἰκάριος,Ikarios,Icarius,ikari,culture,IKARI,MAKARI,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB,0.05,36.5,,NE𐄁MA
Ἰκάριος,Ikarios,Icarius,ikari,culture,IKARI,MAKARI,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB,0.05,36.5,,MAKARI
Ἰκάριος,Ikarios,Icarius,ikari,culture,IKARI,IZURI,1,1,1467,PH6,Phaistos,clay,MM II,0.05,36.5,,RIIZU
Ἰκάριος,Ikarios,Icarius,ikari,culture,IKARI,IRI,1,1,148,HT115a,Haghia Triada - Casa Room 9,clay,LM IB,0.1,38.0,"GRA,BOS",JA𐄁I
Ἰκάριος,Ikarios,Icarius,ikari,culture,IKARI,ISARI,1,1,1709,PH54,Phaistos,clay,Uncertain,0.05,36.5,,ISARI
Ἰκάριος,Ikarios,Icarius,ikari,culture,IKARI,IKURI,1,1,111,HT90,Haghia Triada - Casa Room 7,clay,LM IB,0.05,36.5,,IKURI
Δαίδαλος,Daidalos,Daedalus,daidal,culture,DAIDARU,DAPADARU,1,1,1597,TY2,Tylissos,clay,Uncertain,0.05,36.5,,PI500290
Κάρνος,Karnos,Carnus (seer),karn,culture,KARUNU,KARURE,1,1,2,HT2,Haghia Triada - Portico 11 and Room 13,clay,LM IB,0.1,43.0,"OLE+U,OLE",KARU𐄁
Κάρνος,Karnos,Carnus (seer),karn,culture,KARUNU,TURUNU,1,1,168,HT128a,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,41.5,,PARATU
Κάρνος,Karnos,Carnus (seer),karn,culture,KARUNU,KARUKU,1,1,106,HT86a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,KARU𐄁
