family,family_name,concept,phonetic,query,matched,distance,distance_threshold,inscription_id,gorila_id,site,material,period
Anatolian_IE,Anatolian IE (Luwian/Hittite),liver,lišš,RISUSU,RISUSU,0,0,148,HT115a,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),who,kuiš,KUISU,KUIKU,1,1,47,HT35,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),who,kuiš,KUISU,KUNISU,1,1,14,HT10a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),who,kuiš,KUISU,KUNISU,1,1,106,HT86a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),who,kuiš,KUISU,KUNISU,1,1,107,HT86b,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),who,kuiš,KUISU,KUNISU,1,1,118,HT95a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),who,kuiš,KUISU,KUNISU,1,1,119,HT95b,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),who,kuiš,KUISU,KUTUSU,1,1,65,HT49a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),who,kuiš,KUISU,KUITA,1,1,66,HT49b,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),what,kuit,KUITU,MAITU,1,1,149,HT115b,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),what,kuit,KUITU,KUIKU,1,1,47,HT35,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),what,kuit,KUITU,KUTU,1,1,65,HT49a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),what,kuit,KUITU,KUTU,1,1,148,HT115a,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),what,kuit,KUITU,KUTU,1,1,1598,TY3a,Tylissos,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),what,kuit,KUITU,KUTU,1,1,1614,ZA8,Zakros,stone,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),what,kuit,KUITU,KUPA₃TU,1,1,155,HT119,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),what,kuit,KUITU,KUPITU,1,1,1623,ZA14,Zakros,stone,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),what,kuit,KUITU,KUNATU,1,1,63,HT47a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),what,kuit,KUITU,KUITA,1,1,66,HT49b,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),not,natta,NATUTA,NATUDU,1,1,63,HT47a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),not,natta,NATUTA,NATUNE,1,1,1563,SKOZc1,Skoteino Cave,,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),not,natta,NATUTA,DETUTA,1,1,124,HT98a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),not,natta,NATUTA,NATU,1,1,1141,KH7b,Khania,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),not,natta,NATUTA,NATU,1,1,1659,APZa2,Apodoulou,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),not,natta,NATUTA,NATU,1,1,1671,ARKH6,Arkhalkhori,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),not,natta,NATUTA,NAITA,1,1,1140,KH7a,Khania,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),not,natta,NATUTA,NATETA,1,1,1460,PEZg6,Petras,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),not,natta,NATUTA,NATA,1,1,15,HT10b,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),not,natta,NATUTA,NATA,1,1,1113,IOZa6,Iouktas,stone,LM IA
Anatolian_IE,Anatolian IE (Luwian/Hittite),not,natta,NATUTA,NATA,1,1,1616,ZA10a,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),many,mekk,MEKUKU,ROKUKU,1,1,167,HT127b,Haghia Triada - Casa del Lebete,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),many,mekk,MEKUKU,KUKU,1,1,60,HT45b,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),many,mekk,MEKUKU,KUKU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),three,tri,TURUI,TUJAI,1,1,149,HT115b,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),three,tri,TURUI,TURU,1,1,168,HT128a,Haghia Triada - Casa del Lebete,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),three,tri,TURUI,TURU,1,1,1410,KOZa1,Kophinas,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),three,tri,TURUI,QARUI,1,1,114,HT93a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),three,tri,TURUI,SIRUI,1,1,1532,PKZa11,Palaikastro,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),three,tri,TURUI,TUMEI,1,1,1529,PKZa8,Palaikastro,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),three,tri,TURUI,RUI,1,1,31,HT24a,Haghia Triada - Corridor 9 and Vestibule 26,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),four,meyaw,MEJAWA,MEJASA,1,1,1534,PKZa14,Palaikastro,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),four,meyaw,MEJAWA,JAWA,1,1,1382,KNZa18,Knossos,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),four,meyaw,MEJAWA,JAWA,1,1,1568,SYZa5,Syme,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),big,šall,SARURU,RURU,1,1,31,HT24a,Haghia Triada - Corridor 9 and Vestibule 26,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),big,šall,SARURU,SARUKU,1,1,117,HT94b,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),big,šall,SARURU,SARUKU,1,1,118,HT95a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),big,šall,SARURU,SARUDA,1,1,119,HT95b,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),big,šall,SARURU,SARU,1,1,15,HT10b,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),big,šall,SARURU,SARU,1,1,106,HT86a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),big,šall,SARURU,SARU,1,1,107,HT86b,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,SARUKU,1,1,117,HT94b,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,SARUKU,1,1,118,HT95a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,DARU,1,1,9,HT7b,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,DARU,1,1,1597,TY2,Tylissos,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,RUKU,1,1,12,HT9a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,RUKU,1,1,61,HT46a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,RUKU,1,1,65,HT49a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,RUKU,1,1,106,HT86a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,RUKU,1,1,107,HT86b,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,RUKU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,RUKU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,RUKU,1,1,1182,KH49,Khania,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,DARIKU,1,1,1224,KH92,Khania,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,DAROKU,1,1,158,HT122a,Haghia Triada - Casa del Lebete,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,DAKU,1,1,104,HT85a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,DAKU,1,1,131,HT103,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,DAKU,1,1,132,HT104,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,DAKU,1,1,1504,PH(?)31a,Phaistos,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,DAKU,1,1,1560,SEZf1,Selakanos,metal,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,DAKIKU,1,1,37,HT27a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,DATEKU,1,1,1665,ARKH2,Arkhalkhori,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,DAREKU,1,1,1628,ZA18a,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),long,daluk,DARUKU,DATAKU,1,1,52,HT40,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),thick,park,PARUKU,SARUKU,1,1,117,HT94b,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),thick,park,PARUKU,SARUKU,1,1,118,HT95a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),thick,park,PARUKU,PAJAKU,1,1,189,HT154a,Haghia Triada - Casa del Lebete,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),thick,park,PARUKU,RUKU,1,1,12,HT9a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),thick,park,PARUKU,RUKU,1,1,61,HT46a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),thick,park,PARUKU,RUKU,1,1,65,HT49a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),thick,park,PARUKU,RUKU,1,1,106,HT86a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),thick,park,PARUKU,RUKU,1,1,107,HT86b,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),thick,park,PARUKU,RUKU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),thick,park,PARUKU,RUKU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),thick,park,PARUKU,RUKU,1,1,1182,KH49,Khania,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),thick,park,PARUKU,PAKU,1,1,138,HT110a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),thick,park,PARUKU,PAKU,1,1,1398,KNZc6,Knossos,,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),thick,park,PARUKU,PAKU,1,1,1616,ZA10a,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),thick,park,PARUKU,PATAKU,1,1,116,HT94a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),thick,park,PARUKU,PADAKU,1,1,132,HT104,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),mother,anna,ANUNA,ANA,1,1,164,HT126a,Haghia Triada - Casa del Lebete,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),mother,anna,ANUNA,ANA,1,1,1093,HTZb159,Haghia Triada,pottery/ceramic,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),mother,anna,ANUNA,ANA,1,1,1115,IOZa8,Iouktas,stone,LMI
Anatolian_IE,Anatolian IE (Luwian/Hittite),mother,anna,ANUNA,ANA,1,1,1399,KNZc7,Knossos,,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),mother,anna,ANUNA,ATANA,1,1,1700,THEZb6,Thera,pottery/ceramic,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),mother,anna,ANUNA,ARANA,1,1,1,HT1,Haghia Triada - Portico 11 and Room 13,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),mother,anna,ANUNA,AJANA,1,1,1229,KH97a,Khania,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),mother,anna,ANUNA,AUNA,1,1,1410,KOZa1,Kophinas,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),mother,anna,ANUNA,ANU,1,1,1454,PEZb,Petras,pottery/ceramic,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),mother,anna,ANUNA,AJUNA,1,1,1098,HTZd155,Haghia Triada,,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ATA,1,1,1109,IOZa2,Iouktas,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ATA,1,1,1110,IOZa3,Iouktas,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ATA,1,1,1114,IOZa7,Iouktas,stone,LMI
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ATA,1,1,1145,KH11,Khania,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ATA,1,1,1173,KH39,Khania,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ATA,1,1,1364,KN32a,Knossos,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ATA,1,1,1410,KOZa1,Kophinas,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ATA,1,1,1532,PKZa11,Palaikastro,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ATA,1,1,1533,PKZa12,Palaikastro,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ATA,1,1,1564,SYZa1,Syme,stone,MMIIIB
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ATA,1,1,1565,SYZa2,Syme,stone,LMI
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ATA,1,1,1566,SYZa3,Syme,stone,LM IA
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ATA,1,1,1567,SYZa4,Syme,stone,LM IA
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ATA,1,1,1571,SYZa8,Syme,stone,LM IA
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ATA,1,1,1592,TLZa1,Troullos,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ATA,1,1,1614,ZA8,Zakros,stone,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ATA,1,1,1615,ZA9,Zakros,stone,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ATA,1,1,1676,CR(?)Zf1,Crete,metal,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ATA,1,1,1700,THEZb6,Thera,pottery/ceramic,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,DETUTA,1,1,124,HT98a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,AMITA,1,1,1617,ZA10b,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ATURI,1,1,1385,KNZb5,Knossos,pottery/ceramic,MMIIIB
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ARITA,1,1,33,HT25a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ATU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,ASETA,1,1,1652,ZAZb3,Zakros,stone,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),father,atta,ATUTA,AKITA,1,1,1601,TYZb4,Tylissos,pottery/ceramic,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),animal,ħuit,UITU,MAITU,1,1,149,HT115b,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),animal,ħuit,UITU,UIZU,1,1,1398,KNZc6,Knossos,,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),fish,pint,PINUTU,NUTU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),fish,pint,PINUTU,PINU,1,1,1219,KH86,Khania,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),fish,pint,PINUTU,PITU,1,1,1623,ZA14,Zakros,stone,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),dog,fint,PINUTU,NUTU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),dog,fint,PINUTU,PINU,1,1,1219,KH86,Khania,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),dog,fint,PINUTU,PITU,1,1,1623,ZA14,Zakros,stone,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),louse,kint,KINUTU,NUTU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),louse,kint,KINUTU,KINUMA,1,1,150,HT116a,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),louse,kint,KINUTU,KINUTE,1,1,1666,ARKH3a,Arkhalkhori,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),louse,kint,KINUTU,KINUMI,1,1,1674,ARKHZf9,Arkhalkhori,metal,LMI
Anatolian_IE,Anatolian IE (Luwian/Hittite),louse,kint,KINUTU,KITU,1,1,65,HT49a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),louse,kint,KINUTU,KITU,1,1,1109,IOZa2,Iouktas,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),louse,kint,KINUTU,KIROTU,1,1,117,HT94b,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),snake,illu,IRURU,RURU,1,1,31,HT24a,Haghia Triada - Corridor 9 and Vestibule 26,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),snake,illu,IRURU,IRUJA,1,1,8,HT7a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),snake,illu,IRURU,IARU,1,1,12,HT9a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),snake,illu,IRURU,IKIRU,1,1,1715,THEZg16,Thera,,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),worm,kunk,KUNUKU,KUMIKU,1,1,138,HT110a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),worm,kunk,KUNUKU,NUKU,1,1,86,HT62+73,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),worm,kunk,KUNUKU,KUROKU,1,1,167,HT127b,Haghia Triada - Casa del Lebete,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),worm,kunk,KUNUKU,KUNUU,1,1,1398,KNZc6,Knossos,,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),worm,kunk,KUNUKU,KUKU,1,1,60,HT45b,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),worm,kunk,KUNUKU,KUKU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),worm,kunk,KUNUKU,KUIKU,1,1,47,HT35,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),worm,kunk,KUNUKU,KUPIKU,1,1,1152,KH18,Khania,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),worm,kunk,KUNUKU,KUNURI,1,1,158,HT122a,Haghia Triada - Casa del Lebete,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),worm,kunk,KUNUKU,KURUKU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),worm,kunk,KUNUKU,KUDAKU,1,1,131,HT103,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),fruit,šamd,SAMUDU,SARODU,1,1,25,HT19,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),fruit,šamd,SAMUDU,SADU,1,1,161,HT123+124b,Haghia Triada - Casa del Lebete,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),fruit,šamd,SAMUDU,SADU,1,1,1410,KOZa1,Kophinas,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),fruit,šamd,SAMUDU,SAMUNE,1,1,1652,ZAZb3,Zakros,stone,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),fruit,šamd,SAMUDU,SAMUMI,1,1,1624,ZA15a,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),fruit,šamd,SAMUDU,SAMU,1,1,1444,MOZf1,Mokhilos,metal,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),seed,šunt,SUNUTU,SUMITU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),seed,šunt,SUNUTU,SUKITU,1,1,65,HT49a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),seed,šunt,SUNUTU,SUNITU,1,1,1526,PK1,Palaikastro,clay,LMI
Anatolian_IE,Anatolian IE (Luwian/Hittite),seed,šunt,SUNUTU,SUMATU,1,1,1565,SYZa2,Syme,stone,LMI
Anatolian_IE,Anatolian IE (Luwian/Hittite),bark,kurš,KURUSU,KURU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),bark,kurš,KURUSU,KUNISU,1,1,14,HT10a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),bark,kurš,KURUSU,KUNISU,1,1,106,HT86a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),bark,kurš,KURUSU,KUNISU,1,1,107,HT86b,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),bark,kurš,KURUSU,KUNISU,1,1,118,HT95a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),bark,kurš,KURUSU,KUNISU,1,1,119,HT95b,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),bark,kurš,KURUSU,KUTUSU,1,1,65,HT49a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),flower,alel,ARERU,AREDA,1,1,41,HT29,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),flower,alel,ARERU,ARESA,1,1,1584,THEZb2,Thera,pottery/ceramic,LM IA
Anatolian_IE,Anatolian IE (Luwian/Hittite),flower,alel,ARERU,ARE,1,1,4,HT4,Haghia Triada - Portico 11 and Room 13,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),flower,alel,ARERU,ARE,1,1,1147,KH13,Khania,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),flower,alel,ARERU,ARE,1,1,1406,KNZf13,Knossos,metal,LM IA
Anatolian_IE,Anatolian IE (Luwian/Hittite),flower,alel,ARERU,ARE,1,1,1586,THEZb4,Thera,pottery/ceramic,LM IA
Anatolian_IE,Anatolian IE (Luwian/Hittite),flower,alel,ARERU,ARE,1,1,1612,ZA7a,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),flower,alel,ARERU,ARE,1,1,1652,ZAZb3,Zakros,stone,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),flower,alel,ARERU,ARE,1,1,1664,ARKH1b,Arkhalkhori,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),flower,alel,ARERU,ARU,1,1,12,HT9a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),flower,alel,ARERU,ARU,1,1,16,HT11a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),flower,alel,ARERU,ARU,1,1,39,HT28a,Haghia Triada - Villa Magazine,clay,LM IB
