family,family_name,concept,phonetic,query,matched,distance,distance_threshold,inscription_id,gorila_id,site,material,period
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),star,sbꜣ,SUPUA,SUPUKA,1,1,43,HT31,Haghia Triada - Villa Magazine,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),star,sbꜣ,SUPUA,SUPUWA,1,1,1665,ARKH2,Arkhalkhori,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),star,sbꜣ,SUPUA,SUPUKU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),star,sbꜣ,SUPUA,SUPOA,1,1,1143,KH9,Khania,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),rain,ḥꜣyt,AJUTU,AJU,1,1,1098,HTZd155,Haghia Triada,,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),rain,ḥꜣyt,AJUTU,ASETU,1,1,1464,PH2,Phaistos,clay,Uncertain
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),rain,ḥꜣyt,AJUTU,ARETU,1,1,1612,ZA7a,Zakros,stone,Uncertain
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),rain,ḥꜣyt,AJUTU,ATU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),rain,ḥꜣyt,AJUTU,ATU,1,1,1385,KNZb5,Knossos,pottery/ceramic,MMIIIB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),rain,ḥꜣyt,AJUTU,ARATU,1,1,1087,HTWc3024,Haghia Triada,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),stone,inr,INURU,IRU,1,1,8,HT7a,Haghia Triada - Villa Magazine,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),stone,inr,INURU,IARU,1,1,12,HT9a,Haghia Triada - Villa Magazine,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),stone,inr,INURU,IKIRU,1,1,1715,THEZg16,Thera,,Uncertain
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),sand,šʕy,SUAJU,AJU,1,1,1098,HTZd155,Haghia Triada,,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),sand,šʕy,SUAJU,SUJU,1,1,1359,KN22a,Knossos,clay,Uncertain
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),wind,ṯꜣw,TUAWA,RAAWA,1,1,1407,KNZf31,Knossos,metal,Uncertain
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),wind,ṯꜣw,TUAWA,AWA,1,1,1456,PEZb7,Petras,pottery/ceramic,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),wind,ṯꜣw,TUAWA,TUA,1,1,1612,ZA7a,Zakros,stone,Uncertain
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),fire,sḏt,SUDUTU,SUMITU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),fire,sḏt,SUDUTU,SUKITU,1,1,65,HT49a,Haghia Triada - Villa Magazine,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),fire,sḏt,SUDUTU,SUNITU,1,1,1526,PK1,Palaikastro,clay,LMI
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),fire,sḏt,SUDUTU,DUTU,1,1,1505,PH(?)31b,Phaistos,clay,Uncertain
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),fire,sḏt,SUDUTU,SUMATU,1,1,1565,SYZa2,Syme,stone,LMI
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),red,dšr,DUSURU,SURU,1,1,154,HT118,Haghia Triada - Casa Room 9,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),red,dšr,DUSURU,DUSARU,1,1,119,HT95b,Haghia Triada - Casa Room 7,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),red,dšr,DUSURU,DURU,1,1,33,HT25a,Haghia Triada - Villa Magazine,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),red,dšr,DUSURU,DURU,1,1,127,HT99b,Haghia Triada - Casa Room 7,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),red,dšr,DUSURU,DUSU,1,1,136,HT108,Haghia Triada - Casa Room 7,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),green,wꜣḏ,WAADU,WADU,1,1,7,HT6b,Haghia Triada - Villa Magazine,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),green,wꜣḏ,WAADU,WADU,1,1,1380,KNZa10,Knossos,stone,LM IA
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),green,wꜣḏ,WAADU,WADU,1,1,1617,ZA10b,Zakros,stone,Uncertain
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),green,wꜣḏ,WAADU,ADU,1,1,104,HT85a,Haghia Triada - Casa Room 7,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),green,wꜣḏ,WAADU,ADU,1,1,109,HT88,Haghia Triada - Casa Room 7,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),green,wꜣḏ,WAADU,ADU,1,1,113,HT92,Haghia Triada - Casa Room 7,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),green,wꜣḏ,WAADU,ADU,1,1,119,HT95b,Haghia Triada - Casa Room 7,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),green,wꜣḏ,WAADU,ADU,1,1,126,HT99a,Haghia Triada - Casa Room 7,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),green,wꜣḏ,WAADU,ADU,1,1,175,HT133,Haghia Triada - Casa del Lebete,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),green,wꜣḏ,WAADU,ADU,1,1,1137,KH4,Khania,clay,Uncertain
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),green,wꜣḏ,WAADU,ADU,1,1,1145,KH11,Khania,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),green,wꜣḏ,WAADU,ADU,1,1,1157,KH23,Khania,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),green,wꜣḏ,WAADU,ADU,1,1,1598,TY3a,Tylissos,clay,Uncertain
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),green,wꜣḏ,WAADU,ADU,1,1,1651,ZAWc2,Zakros,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),green,wꜣḏ,WAADU,ADU,1,1,1670,ARKH5,Arkhalkhori,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),green,wꜣḏ,WAADU,WAA,1,1,1467,PH6,Phaistos,clay,MM II
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),yellow,kny,KUNUJU,KUREJU,1,1,153,HT117b,Haghia Triada - Casa Room 9,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),yellow,kny,KUNUJU,KUNUU,1,1,1398,KNZc6,Knossos,,Uncertain
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),yellow,kny,KUNUJU,KUMAJU,1,1,26,HT20,Haghia Triada - Villa Magazine,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),yellow,kny,KUNUJU,KUJU,1,1,1449,PA1,Papourou,clay,Uncertain
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),yellow,kny,KUNUJU,KUJU,1,1,1611,ZA6b,Zakros,stone,Uncertain
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),yellow,kny,KUNUJU,KUNURI,1,1,158,HT122a,Haghia Triada - Casa del Lebete,clay,LM IB
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),new,mꜣʕ,MUAA,MUA,1,1,1406,KNZf13,Knossos,metal,LM IA
Afroasiatic,Afroasiatic (Egyptian M.K./Berber),new,mꜣʕ,MUAA,MUNEA,1,1,1652,ZAZb3,Zakros,stone,LM IB
