gorila_id,inscription_id,num_signs,strategy,num_boundaries,confidence,has_ground_truth,details
HTWa1202,404,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1202,404,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1202,404,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1202,404,1,viterbi_hmm,0,1.0000,False,too short
HTWa1203,405,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1203,405,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1203,405,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1203,405,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1203,405,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1203,405,1,viterbi_hmm,0,1.0000,False,too short
HTWa1204,406,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1204,406,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1204,406,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1204,406,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1204,406,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1204,406,1,viterbi_hmm,0,1.0000,False,too short
HTWa1205,407,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1205,407,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1205,407,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1205,407,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1205,407,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1205,407,1,viterbi_hmm,0,1.0000,False,too short
HTWa1206,408,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1206,408,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1206,408,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1206,408,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1206,408,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1206,408,1,viterbi_hmm,0,1.0000,False,too short
HTWa1207,409,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1207,409,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1207,409,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1207,409,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1207,409,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1207,409,1,viterbi_hmm,0,1.0000,False,too short
HTWa1208,410,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1208,410,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1208,410,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1208,410,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1208,410,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1208,410,1,viterbi_hmm,0,1.0000,False,too short
HTWa1209,411,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1209,411,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1209,411,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1209,411,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1209,411,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1209,411,1,viterbi_hmm,0,1.0000,False,too short
HTWa1210,412,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1210,412,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1210,412,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1210,412,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1210,412,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1210,412,1,viterbi_hmm,0,1.0000,False,too short
HTWa1211,413,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1211,413,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1211,413,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1211,413,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1211,413,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1211,413,1,viterbi_hmm,0,1.0000,False,too short
HTWa1212,414,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1212,414,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1212,414,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1212,414,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1212,414,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1212,414,1,viterbi_hmm,0,1.0000,False,too short
HTWa1213,415,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1213,415,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1213,415,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1213,415,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1213,415,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1213,415,1,viterbi_hmm,0,1.0000,False,too short
HTWa1214,416,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1214,416,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1214,416,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1214,416,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1214,416,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1214,416,1,viterbi_hmm,0,1.0000,False,too short
HTWa1215,417,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1215,417,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1215,417,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1215,417,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1215,417,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1215,417,1,viterbi_hmm,0,1.0000,False,too short
HTWa1216,418,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1216,418,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1216,418,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1216,418,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1216,418,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1216,418,1,viterbi_hmm,0,1.0000,False,too short
HTWa1217,419,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1217,419,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1217,419,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1217,419,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1217,419,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1217,419,1,viterbi_hmm,0,1.0000,False,too short
HTWa1218,420,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1218,420,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1218,420,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1218,420,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1218,420,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1218,420,1,viterbi_hmm,0,1.0000,False,too short
HTWa1219,421,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1219,421,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1219,421,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1219,421,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1219,421,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1219,421,1,viterbi_hmm,0,1.0000,False,too short
HTWa1220,422,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1220,422,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1220,422,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1220,422,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1220,422,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1220,422,1,viterbi_hmm,0,1.0000,False,too short
HTWa1221,423,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1221,423,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1221,423,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1221,423,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1221,423,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1221,423,1,viterbi_hmm,0,1.0000,False,too short
HTWa1222,424,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1222,424,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1222,424,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1222,424,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1222,424,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1222,424,1,viterbi_hmm,0,1.0000,False,too short
HTWa1223,425,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1223,425,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1223,425,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1223,425,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1223,425,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1223,425,1,viterbi_hmm,0,1.0000,False,too short
HTWa1224,426,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1224,426,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1224,426,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1224,426,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1224,426,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1224,426,1,viterbi_hmm,0,1.0000,False,too short
HTWa1225,427,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1225,427,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1225,427,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1225,427,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1225,427,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1225,427,1,viterbi_hmm,0,1.0000,False,too short
HTWa1226,428,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1226,428,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1226,428,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1226,428,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1226,428,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1226,428,1,viterbi_hmm,0,1.0000,False,too short
HTWa1227,429,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1227,429,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1227,429,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1227,429,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1227,429,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1227,429,1,viterbi_hmm,0,1.0000,False,too short
HTWa1228,430,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1228,430,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1228,430,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1228,430,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1228,430,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1228,430,1,viterbi_hmm,0,1.0000,False,too short
HTWa1229,431,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1229,431,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1229,431,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1229,431,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1229,431,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1229,431,1,viterbi_hmm,0,1.0000,False,too short
HTWa1230,432,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1230,432,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1230,432,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1230,432,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1230,432,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1230,432,1,viterbi_hmm,0,1.0000,False,too short
HTWa1231,433,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1231,433,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1231,433,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1231,433,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1231,433,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1231,433,1,viterbi_hmm,0,1.0000,False,too short
HTWa1232,434,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1232,434,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1232,434,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1232,434,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1232,434,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1232,434,1,viterbi_hmm,0,1.0000,False,too short
HTWa1233,435,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1233,435,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1233,435,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1233,435,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1233,435,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1233,435,1,viterbi_hmm,0,1.0000,False,too short
HTWa1234,436,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1234,436,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1234,436,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1234,436,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1234,436,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1234,436,1,viterbi_hmm,0,1.0000,False,too short
HTWa1235,437,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1235,437,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1235,437,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1235,437,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1235,437,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1235,437,1,viterbi_hmm,0,1.0000,False,too short
HTWa1236,438,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1236,438,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1236,438,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1236,438,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1236,438,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1236,438,1,viterbi_hmm,0,1.0000,False,too short
HTWa1237,439,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1237,439,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1237,439,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1237,439,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1237,439,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1237,439,1,viterbi_hmm,0,1.0000,False,too short
HTWa1238,440,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1238,440,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1238,440,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1238,440,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1238,440,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1238,440,1,viterbi_hmm,0,1.0000,False,too short
HTWa1239,441,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1239,441,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1239,441,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1239,441,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1239,441,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1239,441,1,viterbi_hmm,0,1.0000,False,too short
HTWa1240,442,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1240,442,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1240,442,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1240,442,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1240,442,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1240,442,1,viterbi_hmm,0,1.0000,False,too short
HTWa1241,443,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1241,443,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1241,443,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1241,443,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1241,443,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1241,443,1,viterbi_hmm,0,1.0000,False,too short
HTWa1242,444,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1242,444,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1242,444,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1242,444,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1242,444,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1242,444,1,viterbi_hmm,0,1.0000,False,too short
HTWa1243,445,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1243,445,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1243,445,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1243,445,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1243,445,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1243,445,1,viterbi_hmm,0,1.0000,False,too short
HTWa1244,446,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1244,446,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1244,446,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1244,446,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1244,446,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1244,446,1,viterbi_hmm,0,1.0000,False,too short
HTWa1245,447,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1245,447,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1245,447,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1245,447,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1245,447,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1245,447,1,viterbi_hmm,0,1.0000,False,too short
HTWa1246,448,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1246,448,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1246,448,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1246,448,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1246,448,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1246,448,1,viterbi_hmm,0,1.0000,False,too short
HTWa1247,449,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1247,449,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1247,449,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1247,449,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1247,449,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1247,449,1,viterbi_hmm,0,1.0000,False,too short
HTWa1248,450,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1248,450,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1248,450,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1248,450,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1248,450,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1248,450,1,viterbi_hmm,0,1.0000,False,too short
HTWa1249,451,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1249,451,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1249,451,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1249,451,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1249,451,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1249,451,1,viterbi_hmm,0,1.0000,False,too short
HTWa1250,452,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1250,452,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1250,452,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1250,452,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1250,452,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1250,452,1,viterbi_hmm,0,1.0000,False,too short
HTWa1251,453,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1251,453,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1251,453,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1251,453,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1251,453,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1251,453,1,viterbi_hmm,0,1.0000,False,too short
HTWa1252,454,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1252,454,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1252,454,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1252,454,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1252,454,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1252,454,1,viterbi_hmm,0,1.0000,False,too short
HTWa1253,455,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1253,455,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1253,455,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1253,455,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1253,455,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1253,455,1,viterbi_hmm,0,1.0000,False,too short
HTWa1254,456,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1254,456,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1254,456,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1254,456,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1254,456,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1254,456,1,viterbi_hmm,0,1.0000,False,too short
HTWa1255,457,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1255,457,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1255,457,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1255,457,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1255,457,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1255,457,1,viterbi_hmm,0,1.0000,False,too short
HTWa1256,458,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1256,458,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1256,458,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1256,458,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1256,458,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1256,458,1,viterbi_hmm,0,1.0000,False,too short
HTWa1257,459,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1257,459,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1257,459,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1257,459,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1257,459,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1257,459,1,viterbi_hmm,0,1.0000,False,too short
HTWa1258,460,1,bigram_transition,0,1.0000,False,"threshold=0.012821, p25"
HTWa1258,460,1,boundary_entropy,0,1.0000,False,"threshold=1.0000, median=1.0000"
HTWa1258,460,1,consensus,0,0.0000,False,"4 strategies, 0 accepted"
HTWa1258,460,1,ground_truth,0,0.0000,False,0 divider(s)
HTWa1258,460,1,positional_profile,0,1.0000,False,"start=27, end=11, thr_start=0.333, thr_end=0.333"
HTWa1258,460,1,viterbi_hmm,0,1.0000,False,too short
