gorila_id,inscription_id,num_signs,num_words,segmented_text,ground_truth_boundaries,predicted_boundaries,confidence
HT34,46,45,5,𐘀𐘶𐘃𐄁 | 𐘤𐛀𐄁 | 𐘞𐘽𐄁 | 𐛜𐝫𐝫𐝫𐝁𐘡𐄁 | 𐙉𐄚𐝫𐝫𐛅𐄈𐝅𐝇𐚻𐝀𐚹𐝃𐛛𐄚𐄓𐄋𐛂𐄙𐘰𐄖𐘸𐘁𐄒𐄍𐛆𐝇𐘫𐝄,"[3, 6, 9, 16]","[3, 6, 9, 16]",1.0000
HT35,47,25,3,𐘠𐘠𐙂𐄁 | 𐙲𐄁 | 𐘚𐙂𐘳𐙗𐄇𐛚𐝁𐜏𐝁𐙜𐝁𐜐𐝫𐘡𐄋𐚻𐝇𐙍𐝂,"[3, 5]","[3, 5]",1.0000
HT36,48,15,1,𐘧𐘆𐜠𐛱𐄑𐄓𐄊𐝆𐘬𐙀𐘮𐄍𐝆𐝫𐄌,[],[],0.0000
HT37,49,35,6,𐛛𐄁 | 𐘾𐘸𐄁 | 𐄁 | 𐘲𐝫𐝫𐘙𐘲𐝫𐝫𐝫𐄌𐝫𐘸𐙠𐘙𐄇𐘸𐘁𐄁 | 𐘾𐘸𐄐𐄇𐘇𐄐𐄋𐄁 | 𐝫𐘿𐄐𐄍,"[1, 4, 5, 22, 30]","[1, 4, 5, 22, 30]",1.0000
HT38,50,18,1,𐝫𐝫𐘀𐘁𐘂𐚣𐄇𐙄𐄇𐘒𐄉𐛞𐙈𐄉𐛎𐄈𐛏𐄇,[],[],0.0000
HT39,51,32,1,𐘳𐘚𐙌𐄐𐝫𐝫𐙂𐘙𐘶𐄎𐙂𐝫𐝫𐘞𐙁𐘠𐄐𐙂𐘙𐝫𐝫𐙂𐘁𐜯𐄙𐝫𐛤𐄈𐝫𐛍𐝫𐝫,[],[],0.0000
HT4,4,22,1,𐝫𐝫𐙚𐘠𐘾𐘇𐘙𐝫𐝫𐘬𐘭𐘃𐄈𐘂𐘙𐝫𐝫𐘳𐘢𐘤𐘆𐄇,[],[],0.0000
HT40,52,24,4,𐘯𐘬𐙷𐄁 | 𐘃𐄁 | 𐙉𐄚𐄍𐘸𐘀𐘳𐄁 | 𐙉𐝫𐄙𐄒𐄊𐙂𐘁𐝫𐙂𐝫𐝫,"[3, 5, 12]","[3, 5, 12]",1.0000
HT41a,53,23,4,𐝫𐝫𐝫𐘿𐘹𐄐𐙙𐄁 | 𐙘𐄐𐘙𐄁 | 𐙘𐄐𐘻𐘀𐘝𐄁 | 𐘂𐘱𐄈𐝂𐝂,"[7, 11, 17]","[7, 11, 17]",1.0000
HT41b,54,3,1,𐝫𐝫—,[],[],0.0000
HT42+59,55,40,4,𐝫𐘳𐄁 | 𐛉𐄁 | 𐘃𐄁 | 𐜓𐄎𐜋𐝫𐄍𐘞𐘁𐜓𐄎𐜋𐄈𐝫𐝫𐄈𐙂𐝫𐝫𐙖𐝫𐝫𐜗𐄈𐘲𐘬𐝫𐝫𐘙𐘹𐜓𐝫𐝕𐜋𐝫,"[2, 4, 6]","[2, 4, 6]",1.0000
HT43,56,13,4,𐙁𐘤𐘬𐄁 | 𐘂𐚂𐘚𐄁 | 𐘚𐄁 | 𐛭𐄋𐝫,"[3, 7, 9]","[3, 7, 9]",1.0000
HT44a,57,22,2,𐘚𐘌𐙈𐄁 | 𐙉𐝫𐜒𐄉𐜋𐄋𐝫𐜑𐄋𐙋𐄇𐝫𐝫𐘝𐄇𐙍𐝫𐝫,[3],[3],1.0000
HT44b,58,20,2,𐝫𐘱𐄁 | 𐘃𐛵𐝫𐝫𐄋𐘝𐝫𐝫𐙍𐄖𐄋𐝫𐄐𐄎𐝫𐄐𐝫,[2],[2],1.0000
HT45a,59,16,3,𐝫𐝫𐝉𐘂𐝫𐝫𐙅𐄁 | 𐙙𐄈𐝫𐝫𐙪𐄁 | 𐙙𐄈,"[7, 13]","[7, 13]",1.0000
HT45b,60,30,4,𐝫—𐝫𐄎𐝂𐝂𐚺𐝉𐝫𐙂𐝃—𐙪𐄁 | 𐙙𐄍𐚺𐝉𐘂𐝫𐄁 | 𐝫𐘇𐄑𐝁𐄁 | 𐙂𐝃𐙂𐝃,"[13, 20, 25]","[13, 20, 25]",1.0000
HT46a,61,12,1,𐝫𐝫𐘕𐘘𐄇𐝫𐝫𐙂𐘁𐄓𐄉𐝆,[],[],0.0000
HT46b,62,9,1,𐝫𐝫𐝫𐄐𐄌𐝆𐝫𐄈𐄊,[],[],0.0000
HT47a,63,30,2,𐘾𐝫𐝫𐛗𐄁 | 𐙂𐘰𐘅𐘹𐄑𐝫𐝫𐘬𐄑𐝫𐘉𐝫𐝫𐘢𐄐𐘸𐘀𐘁𐝫𐝫𐄋𐝫𐘻𐘯𐘻,[4],[4],1.0000
HT47b,64,6,1,𐝫𐘴𐘅𐘙𐝫𐝫,[],[],0.0000
HT49a,65,58,3,𐝫𐄁 | 𐝫𐘽𐘬𐝫𐝫𐘳𐘅𐘠𐄁 | 𐄇𐝫𐝫𐝫𐘭𐄇𐘲𐘸𐝫𐝫𐄇𐘠𐘬𐘝𐄇𐝫𐝫𐝫𐘤𐘴𐄇𐘇𐘘𐄇𐚞𐄇𐙢𐄇𐙂𐘰𐘯𐄇𐘹𐘲𐘜𐄇𐘸𐄇—𐝫𐄋𐘹𐄊𐘸𐄇𐝫𐝫,"[1, 10]","[1, 10]",1.0000
HT49b,66,16,1,𐝫𐝫𐙂𐝫𐝫𐘚𐘸𐝫𐝫𐘳—𐝫𐝫𐘾𐝫𐝫,[],[],0.0000
HT5,5,16,1,𐝫𐝫𐙛𐝫𐝫𐙁𐘤𐄒𐝫𐝫𐘣𐘬𐄐𐝫𐝫𐝫,[],[],0.0000
HT50a,67,23,1,𐝫—𐝫𐙉𐝫𐝫𐝃𐜓𐝃𐜗𐝆𐜎𐝆𐙘𐄇𐝆𐝫𐝫𐙋𐄉𐛺𐝃𐝄,[],[],0.0000
HT50b,68,8,1,𐝫𐝫𐜓𐝫𐝫𐜉𐄇𐝫,[],[],0.0000
HT51a,69,19,4,𐝫𐄋𐘝𐄁 | 𐘃𐄁 | 𐙁𐝫𐝫 | 𐘈𐄕𐄊𐘠𐘝𐝫𐝫𐘙𐝫𐝫,"[3, 5]","[3, 5, 8]",0.9167
HT51b,70,16,1,𐝫𐙂𐘋𐘳𐄐𐄈𐝫𐝫𐙀𐘬𐝆𐝄𐘤𐝫𐝫𐝫,[],[],0.0000
HT52a,71,13,3,𐘞𐙁𐄁 | 𐘃𐄁 | 𐝫𐄊𐘆𐘾𐘸𐝫𐝫𐝫,"[2, 4]","[2, 4]",1.0000
HT52b,72,9,2,𐝫𐘗𐄁 | 𐙉𐄚𐄇𐝫𐝫𐝫,[2],[2],1.0000
HT53a,73,16,1,𐝫𐝫𐘞𐘗𐝫𐝫𐝫𐄓𐝫𐙖𐝫𐝫𐄙𐘴𐝫𐝫,[],[],0.0000
HT53b,74,12,1,𐝫𐝫𐝫𐄐𐄎𐝫𐝫𐝫𐙂𐘙𐝫𐝫,[],[],0.0000
HT54a,75,14,1,𐝫𐝫𐝫𐙂𐘻𐘅𐘿𐝫𐝫𐘸𐘻𐘽𐝫𐝫,[],[],0.0000
HT54b,76,7,1,𐝫𐝫𐄊𐘸𐝫𐝫𐝫,[],[],0.0000
HT55a,77,22,2,𐝫𐘸𐘁𐄁 | 𐙁𐘙𐄇𐝫𐝫𐙕𐄇𐘤𐘘𐄇𐘗𐝫𐝫𐘹𐄇𐝫𐝫𐝫,[3],[3],1.0000
HT55b,78,13,1,𐝫𐘃𐄇𐘿𐝫𐝫𐘭𐘱𐄇𐘚𐝫𐝫𐝫,[],[],0.0000
HT56a,79,11,2,𐙓𐄁 | 𐘞𐝫𐝫𐄐𐄇𐝆𐘉𐝫𐝫,[1],[1],1.0000
HT56b,80,6,1,𐜓𐄑𐝫—𐝫𐝫,[],[],0.0000
HT57a,81,12,1,𐘀𐘿𐘴𐝫𐝫𐄇𐘇𐝫𐝫𐝄𐝫𐝫,[],[],0.0000
HT57b,82,5,1,𐝫𐙙𐄎𐝫𐝫,[],[],0.0000
HT58,83,23,2,𐘿𐘠𐘴𐘬𐄁 | 𐙇𐝫𐜋𐄐𐄏𐜗𐝫𐝫𐜎𐄉𐙋𐄓𐄇𐝫𐘉𐘸𐝫𐝫,[4],[4],1.0000
HT60,84,17,1,𐝫𐝫𐜏𐝇𐛙𐝫𐝇𐙍𐝇𐝃𐄋𐚹𐝫𐝫𐚻𐝉𐝫,[],[],0.0000
HT61,85,8,2,𐝫𐝫𐘻𐘠𐄁 | 𐛲𐄌𐝫,[4],[4],1.0000
HT62+73,86,73,6,𐝫𐘞𐘴𐄁 | 𐘃𐄁 | 𐙍𐝫𐄁 | 𐝫𐘅𐙉𐄐𐄋𐝃𐘾𐙂𐄊𐝫𐝫𐄐𐄎𐘛𐘠𐝫𐄁 | 𐄌𐘆𐝫𐝫𐄊𐝃𐘾𐝫𐝫𐙇𐝫𐝫𐄊𐘺𐝫𐝫𐘯𐄐𐄍𐝫𐝫𐄑𐄋𐝫𐝫𐝫𐙂𐝫𐄁 | 𐝫𐄇𐝫𐘂𐘚𐘸𐝫𐝫𐄎𐘞𐘁𐘿𐝫𐝫𐄑𐄎𐝫𐝫,"[3, 5, 8, 25, 54]","[3, 5, 8, 25, 54]",1.0000
HT63,87,15,2,𐙙𐄁 | 𐘃𐄇𐘾𐘠𐄇𐘲𐘜𐝫𐝫𐙀𐄈𐝫𐝫,[1],[1],1.0000
HT64,88,18,1,𐝫𐝫𐙂𐙀𐘅𐝫𐝫𐘅𐄈𐘘𐙁𐝫𐝫𐄉𐘑𐄌𐝫𐝫,[],[],0.0000
HT65,89,4,1,𐝫𐜤𐝇𐝫,[],[],0.0000
HT66,90,17,3,𐙀𐄁 | 𐙇𐄁 | 𐝫𐘆𐄈𐘳𐝫𐝫𐘳𐘻𐝫𐝫𐘙𐄇𐝫,"[1, 3]","[1, 3]",1.0000
HT67,91,14,2,𐝫𐝫𐝫𐙂𐘁𐄜𐄑𐝫𐝫𐘝𐄁 | 𐘃𐄜𐝫,[10],[10],1.0000
HT68,92,10,3,𐄁 | 𐝫𐘶𐄁 | 𐙇𐝫𐝫𐄊𐝫𐝫,"[0, 3]","[0, 3]",1.0000
HT69,93,17,1,𐝫𐝫𐄋𐘆𐄎𐝫𐝫𐙁𐘆𐄊𐝫𐝫𐘆𐄐𐄈𐝫𐝫,[],[],0.0000
HT6a,6,46,5,𐘾𐘂𐄁 | 𐘀𐘳𐘴𐄁 | 𐘃𐄁 | 𐘝𐄐𐄋𐘢𐘳𐘱𐄑𐄊𐛑𐝓𐙁𐙭𐄐𐘵𐘽𐘆𐘗𐄈𐘾𐘂𐘿𐄋𐝕𐘀𐘿𐘴𐄁 | 𐘿𐘢𐘳𐄑𐄈𐝕𐘝𐄐𐄋𐝆,"[2, 6, 8, 35]","[2, 6, 8, 35]",1.0000
HT6b,7,34,1,𐘮𐘬𐘝𐘻𐄉𐝅𐘴𐘠𐘈𐄇𐙁𐘭𐘙𐘚𐄉𐘬𐘀𐙁𐄕𐄌𐘀𐘸𐄉𐝃𐘞𐙁𐄒𐄋𐘰𐘝𐘅𐄐𐄍𐝆,[],[],0.0000
HT70,94,19,2,𐝫𐘝𐄁 | 𐘃𐄒𐝫𐝫𐘌𐙈𐘞𐄈𐝃𐝫𐝫𐘚𐄉𐝫𐝫𐝫,[2],[2],1.0000
HT72,95,6,2,𐘤𐙇𐝫𐄁 | 𐝫𐝫,[3],[3],1.0000
HT74,96,8,1,𐝫𐝫𐝫𐙂𐘁𐄑𐝫𐝫,[],[],0.0000
HT75,97,5,1,𐘾𐘘𐝫—𐝫,[],[],0.0000
HT78,98,8,1,𐝫—𐝫𐘕𐙢𐝫—𐝫,[],[],0.0000
HT79+83,99,31,4,𐝫𐘚𐄁 | 𐙙𐝫𐝫𐘾𐄁 | 𐘀𐘰𐝫𐝫𐘹𐘂𐘭𐄇𐝫𐝫𐘹𐝫𐄁 | 𐝫𐄉𐝫𐙂𐘝𐝫𐝫𐙀𐄉𐝫,"[2, 7, 20]","[2, 7, 20]",1.0000
HT7a,8,21,2,𐘿𐘠𐄁 | 𐙇𐘚𐘘𐘱𐄉𐘬𐘱𐄊𐘳𐘅𐘠𐄇𐘀𐘙𐄇𐘃𐘹𐄇,[2],[2],1.0000
HT7b,9,8,1,𐘐𐘹𐘗𐄇𐘀𐘘𐙵𐄈,[],[],0.0000
HT80,100,7,2,𐝫 | 𐝫𐘶𐘴𐝫𐝫𐝫,[],[0],0.7500
HT81,101,15,3,𐘇𐘈𐄁 | 𐛚𐄁 | 𐝅𐝫𐝫𐘭𐘲𐙁𐝋𐘸𐝫𐝫,"[2, 4]","[2, 4]",1.0000
HT82,102,9,1,𐝫𐝫𐛮𐝇𐝫𐜜𐝃𐝫𐝫,[],[],0.0000
HT84,103,12,3,𐘐𐘱𐘬𐝫 | 𐝫𐘯𐘠𐄁 | 𐙇𐝫𐝫𐝫,[7],"[3, 7]",0.8750
HT85a,104,41,4,𐘇𐘬𐄁 | 𐜠𐄁 | 𐙇𐄁 | 𐘀𐘭𐘀𐄐𐄈𐘰𐘝𐄐𐄈𐘉𐙱𐘍𐄌𐘀𐘤𐙈𐄑𐄊𐙂𐙀𐘝𐄋𐘃𐘥𐄉𐘀𐘙𐄊𐙂𐘁𐝫𐝫𐄕𐄌,"[2, 4, 6]","[2, 4, 6]",1.0000
HT85b,105,41,2,𐘸𐘸𐘴𐘱𐄁 | 𐘸𐘙𐘷𐄇𐘿𐘾𐄇𐘂𐄇𐘃𐘹𐝫𐄇𐘾𐄇𐘆𐄇𐘋𐘍𐄇𐘙𐘆𐘈𐄇𐘮𐘬𐘝𐘻𐄇𐙁𐘆𐄇𐘌𐙠𐘚𐄇,[4],[4],1.0000
HT86a,106,32,3,𐘇𐘾𐘘𐄁 | 𐙂𐘝𐘲𐛷𐄑𐘞𐘘𐄑𐘆𐘦𐘘𐄑𐘌𐘽𐘮𐄐—𐘇𐘬𐄁 | 𐘀𐘋𐛳𐄑𐘻𐘯𐘃𐄑,"[3, 23]","[3, 23]",1.0000
HT86b,107,14,2,𐘇𐘾𐘘𐄁 | 𐙂𐘝𐘲𐛷𐄑𐘞𐘘𐄑𐘆𐘦,[3],[3],1.0000
HT87,108,38,4,𐘐𐘹𐘗𐄁 | 𐙁𐘾𐘭𐘃𐄁 | 𐘢𐘳𐘥𐘤𐄇𐘱𐘙𐘻𐄇𐘆𐘸𐘈𐄇𐘿𐘲𐘫𐄇𐙂𐘘𐙂𐄇𐘇𐘴𐝫𐄁 | 𐝫𐘇𐘹𐄇,"[3, 8, 33]","[3, 8, 33]",1.0000
HT88,109,42,3,𐘇𐘬𐛧𐄑𐘙𐘍𐄌𐘝𐄁 | 𐘸𐘸𐘅𐄍𐘸𐘁𐄁 | 𐙂𐘰𐘰𐄇𐘾𐘶𐄇𐙂𐘰𐘯𐄇𐘂𐘱𐘙𐄇𐘞𐙁𐘁𐄇𐘀𐘳𐘙𐄇𐙂𐘁𐄌,"[8, 15]","[8, 15]",1.0000
HT89,110,36,3,𐘇𐘞𐘽𐄁 | 𐙛𐄁 | 𐙙𐄑𐄉𐛕𐄑𐄈𐙁𐘚𐘻𐄑𐄊𐛩𐄐𐄉𐘳𐘴𐄋𐙂𐘁𐄗𐄍𐙗𐄈𐝕𐘝𐄈𐝃𐙍𐄌𐝫,"[3, 5]","[3, 5]",1.0000
HT8a,10,29,1,𐘧𐘆𐜓𐄐𐘰𐘾𐘴𐘠𐄇𐝆𐘂𐄉𐝆𐘃𐙕𐄈𐘌𐙠𐘚𐝕𐘤𐘸𐘴𐝃𐘸𐘙𐘳𐘅𐝆,[],[],0.0000
HT8b,11,26,1,𐘲𐘜𐙓𐄇—𐄋𐘰𐙓𐄈𐘌𐙠𐘚𐄇𐝃𐝄𐘾𐘂𐝆𐘂𐘱𐘙𐄇𐝄𐛥𐝆𐝆,[],[],0.0000
HT90,111,25,1,𐘚𐙂𐘭𐘅𐘞𐘽𐙉𐄑𐘝𐄐𐜉𐄉𐘤𐘘𐙁𐘭𐘷𐙉𐄇𐘝𐄇𐜗𐄇𐙘𐄇,[],[],0.0000
HT91,112,33,5,𐘚𐘾𐄁 | 𐙲𐄁 | 𐙉𐝎𐙘𐝀𐄁 | 𐜓𐝀𐜋𐝀𐜗𐝀𐙋𐝀𐘝𐝀𐙍𐝀𐘡𐄋𐘃𐘭𐄁 | 𐜗𐝀𐘡𐄉𐝫𐝫,"[2, 4, 9, 26]","[2, 4, 9, 26]",1.0000
HT92,113,11,3,𐘃𐄁 | 𐘇𐘬𐄁 | 𐙉𐄞𐄗𐙘𐄐𐄈,"[1, 4]","[1, 4]",1.0000
HT93a,114,78,7,𐘰𐘝𐘅𐄁 | 𐙉𐘰𐄁 | 𐚿𐄐𐄈𐘆𐘭𐘅𐄁 | 𐚴𐄓𐄉𐝆𐘸𐘆𐘝𐄋𐝆𐝅𐘇𐘈𐄁 | 𐘚𐛭𐄑𐄌𐝕𐘞𐘽𐄑𐘌𐘌𐘘𐄁 | 𐘚𐛭𐄋𐙇𐘚𐄌𐘦𐘶𐙂𐄇𐝆𐘵𐘠𐝫𐄁 | 𐄉𐘀𐘭𐘀𐚦𐄈𐚃𐄈𐘰𐘝𐘅𐝫𐝫𐘂𐘈𐘱𐄑𐙇𐄐𐝄𐝫𐝫𐘾𐄊,"[3, 6, 13, 26, 38, 53]","[3, 6, 13, 26, 38, 53]",1.0000
HT93b,115,8,1,𐝫𐄙𐄕𐄋𐝅𐘸𐘁𐝫,[],[],0.0000
HT94a,116,43,1,𐘾𐘂𐙇𐄕𐄈𐙅𐄑𐛃𐄍𐛪𐄐𐄎𐘳𐄊𐙂𐘁𐄙𐄐𐘞𐘽𐙗𐄋𐘝𐄉𐝅𐝫𐄈𐙪𐙚𐄐𐄇𐙗𐝂𐝂𐘝𐝂𐝂𐝫𐄐𐄊𐝆𐘝𐝂,[],[],0.0000
HT94b,117,38,5,𐘸𐘁𐄁 | 𐘹𐙁𐄇𐘂𐘳𐘗𐄇𐘦𐘆𐄇𐘥𐘸𐘘𐄇𐘞𐘘𐄇𐙂𐘁𐄋𐙅𐄁 | 𐘴𐝫𐄁 | 𐝫𐘦𐘋𐘃𐄇𐘐𐘹𐝫𐄁 | 𐄇,"[2, 24, 27, 36]","[2, 24, 27, 36]",1.0000
HT95a,118,28,2,𐘀𐘬𐙁𐘳𐄁 | 𐙉𐘀𐘋𐄐𐘻𐘯𐘃𐄐𐘞𐘘𐄑𐙂𐘝𐘲𐄐𐘆𐘦𐘘𐄐𐘿𐘽𐘉𐄍,[4],[4],1.0000
HT95b,119,28,3,𐘇𐘬𐄁 | 𐘞𐘘𐄐𐝫𐄁 | 𐝫𐘀𐘋𐄐𐘻𐘯𐘃𐄐𐙂𐘝𐘲𐄐𐘆𐘦𐘘𐄐𐘿𐘽𐘉𐄐,"[2, 7]","[2, 7]",1.0000
HT96a,120,49,7,𐘚𐘠𐘠𐙂𐘝𐄁 | 𐘇𐘂𐘴𐘗𐄁 | 𐘇𐙌𐘃𐄁 | 𐘤𐘻𐘳𐙉𐄋𐘘𐘞𐄊𐙯𐙩𐄇𐘢𐘳𐘴𐄁 | 𐄇𐙯𐚄𐄇—𐝫𐙂𐙁𐘁𐄁 | 𐄁 | 𐘃𐘝𐄑𐝫𐘝𐄈—𐝫,"[5, 10, 14, 29, 39, 40]","[5, 10, 14, 29, 39, 40]",1.0000
HT96b,121,22,5,𐘇𐘂𐘴𐘗𐄁 | 𐘌𐙈𐘴𐘙𐄁 | 𐛀𐄁 | 𐙉𐄁 | 𐄓𐝕𐜋𐄊𐘝𐄈𐝇𐝫,"[4, 9, 11, 13]","[4, 9, 11, 13]",1.0000
HT97a,122,48,4,𐘾𐘘𐄁 | 𐜠𐄁 | 𐛧𐄗𐄈𐙳𐄒𐄉𐘾𐘯𐘠𐄑𐄋𐘂𐘚𐘄𐄌𐘆𐄊𐘅𐘠𐄊𐙁𐘆𐄋𐘶𐄐𐄋𐘸𐄉𐙀𐝫𐄋𐘳𐘠𐄈𐘦𐝫𐄁 | 𐄉𐝫𐝫𐘇𐄋𐝫,"[2, 4, 41]","[2, 4, 41]",1.0000
HT97b,123,2,1,𐘞𐘽,[],[],0.0000
HT98a,124,28,3,𐝫 | 𐝫𐘦𐄇𐝫𐝫 | 𐘹𐄇𐘳𐘅𐘠𐝕𐘆𐘙𐘆𐘅𐝆𐘃𐙕𐝕𐘁𐘥𐝆𐘾𐘭𐙠𐘚𐝃,[],"[0, 5]",0.7500
HT98b,125,12,2,𐝫 | 𐝫𐙓𐝫𐝫𐙍𐝕𐘀𐘘𐘗𐘃𐝇,[],[0],0.7500
HT99a,126,16,2,𐘇𐘬𐄁 | 𐘞𐘽𐙗𐄊𐝫𐘝𐄊𐝫𐙍𐄇𐝅𐛱𐝫,[2],[2],1.0000
HT99b,127,14,1,𐛉𐘝𐄌𐘀𐘤𐙈𐄈𐙀𐘬𐄇𐘘𐙁𐘳𐄇,[],[],0.0000
HT9a,12,41,5,𐘞𐘁𐄁 | 𐘃𐄁 | 𐙍𐄁 | 𐘂𐘦𐄁 | 𐄋𐝕𐙚𐘹𐄐𐘆𐘅𐘉𐄊𐘿𐘫𐄈𐙰𐘆𐘴𐄈𐝆𐘳𐘚𐙌𐄈𐝆𐘇𐘘𐄊𐝃𐙂𐘁𐄒𐄇𐝕,"[2, 4, 6, 9]","[2, 4, 6, 9]",1.0000
HT9b,13,38,3,𐘰𐄁 | 𐘮𐘱𐘢𐝫—𐘾𐙙𐄁 | 𐘂𐘦𐄉𐘇𐘤𐄉𐙚𐘹𐄎𐙰𐘆𐘴𐄈𐘿𐘫𐄈𐘳𐘚𐙌𐄈𐘆𐘅𐘉𐄊𐙂𐘁𐄑𐄊,"[1, 9]","[1, 9]",1.0000
HTW231a,200,1,1,𐙋,[],[],0.0000
HTW231b,201,1,1,𐙓,[],[],0.0000
HTW231c,202,3,2,𐝫𐄁 | 𐝫,[1],[1],1.0000
HTW231d-f,203,4,1,None,[],[],0.0000
HTWa1001,204,2,1,𐘀𐘾,[],[],0.0000
HTWa1002,205,2,1,𐘀𐘾,[],[],0.0000
HTWa1003,206,2,1,𐘀𐘾,[],[],0.0000
HTWa1004,207,2,1,𐘀𐘾,[],[],0.0000
HTWa1005,208,2,1,𐘀𐘾,[],[],0.0000
HTWa1006,209,2,1,𐘚𐘽,[],[],0.0000
HTWa1007,210,2,1,𐘚𐘽,[],[],0.0000
HTWa1008,211,2,1,𐘚𐘽,[],[],0.0000
HTWa1009,212,2,1,𐘚𐘽,[],[],0.0000
HTWa1010,213,2,1,𐘚𐘽,[],[],0.0000
HTWa1011,214,2,1,𐘚𐘽,[],[],0.0000
HTWa1012,215,2,1,𐘚𐘽,[],[],0.0000
HTWa1013,216,2,1,𐘚𐘽,[],[],0.0000
HTWa1014,217,2,1,𐘤𐘾,[],[],0.0000
HTWa1015,218,2,1,𐘤𐘾,[],[],0.0000
HTWa1016,219,2,1,𐘤𐘾,[],[],0.0000
HTWa1017,220,2,1,𐘤𐘾,[],[],0.0000
HTWa1018,221,2,1,𐘤𐘾,[],[],0.0000
HTWa1019,222,5,1,𐘂𐘳𐘗𐘤𐘹,[],[],0.0000
HTWa1020,223,7,1,𐜝𐙂𐘂𐝃𐘧𐘳𐘅,[],[],0.0000
HTWa1021,224,6,2,𐙓𐘬𐄁 | 𐝕𐛉𐛔,[2],[2],1.0000
HTWa1021bis,225,3,1,𐜝𐜙𐄉,[],[],0.0000
HTWa1022,226,1,1,𐛁,[],[],0.0000
HTWa1023,227,1,1,𐝃,[],[],0.0000
HTWa1024,228,1,1,𐝃,[],[],0.0000
HTWa1025,229,2,1,𐝆𐙕,[],[],0.0000
HTWa1026,230,2,1,𐝃𐙕,[],[],0.0000
HTWa1027,231,2,2,𐘾 | 𐘤,[],[0],0.7500
HTWa1028,232,2,1,𐘤𐘾,[],[],0.0000
HTWa1029,233,2,1,𐙕𐙕,[],[],0.0000
HTWa1030,234,2,1,𐙕𐙕,[],[],0.0000
HTWa1031,235,1,1,𐘀,[],[],0.0000
HTWa1032,236,1,1,𐘁,[],[],0.0000
HTWa1033,237,1,1,𐘁,[],[],0.0000
HTWa1034,238,1,1,𐘁,[],[],0.0000
HTWa1035,239,1,1,𐘁,[],[],0.0000
HTWa1036,240,1,1,𐘁,[],[],0.0000
HTWa1037,241,1,1,𐘁,[],[],0.0000
HTWa1038,242,1,1,𐘁,[],[],0.0000
HTWa1039,243,1,1,𐘁,[],[],0.0000
HTWa1040,244,1,1,𐘁,[],[],0.0000
HTWa1041,245,1,1,𐘁,[],[],0.0000
HTWa1042,246,1,1,𐘁,[],[],0.0000
HTWa1043,247,1,1,𐘁,[],[],0.0000
HTWa1044,248,1,1,𐘁,[],[],0.0000
HTWa1045,249,1,1,𐘁,[],[],0.0000
HTWa1046,250,1,1,𐘁,[],[],0.0000
HTWa1047,251,1,1,𐘁,[],[],0.0000
HTWa1048,252,1,1,𐘁,[],[],0.0000
HTWa1049,253,1,1,𐘁,[],[],0.0000
HTWa1050,254,1,1,𐘁,[],[],0.0000
HTWa1051,255,1,1,𐘁,[],[],0.0000
HTWa1052,256,1,1,𐘁,[],[],0.0000
HTWa1053,257,1,1,𐘁,[],[],0.0000
HTWa1054,258,1,1,𐘁,[],[],0.0000
HTWa1055,259,1,1,𐘁,[],[],0.0000
HTWa1056,260,1,1,𐘁,[],[],0.0000
HTWa1057,261,1,1,𐘁,[],[],0.0000
HTWa1058,262,1,1,𐘁,[],[],0.0000
HTWa1059,263,1,1,𐘁,[],[],0.0000
HTWa1060,264,1,1,𐘁,[],[],0.0000
HTWa1061,265,1,1,𐘁,[],[],0.0000
HTWa1062,266,1,1,𐘁,[],[],0.0000
HTWa1063,267,1,1,𐘁,[],[],0.0000
HTWa1064,268,1,1,𐘁,[],[],0.0000
HTWa1065,269,1,1,𐘁,[],[],0.0000
HTWa1066,270,1,1,𐘁,[],[],0.0000
HTWa1067,271,1,1,𐘁,[],[],0.0000
HTWa1068,272,1,1,𐘁,[],[],0.0000
HTWa1069,273,1,1,𐘁,[],[],0.0000
HTWa1070,274,1,1,𐘁,[],[],0.0000
HTWa1073,275,1,1,𐘁,[],[],0.0000
HTWa1074,276,1,1,𐘁,[],[],0.0000
HTWa1075,277,1,1,𐘁,[],[],0.0000
HTWa1076,278,1,1,𐘁,[],[],0.0000
HTWa1077,279,1,1,𐘁,[],[],0.0000
HTWa1078,280,1,1,𐘁,[],[],0.0000
HTWa1079,281,1,1,𐘁,[],[],0.0000
HTWa1080,282,1,1,𐘁,[],[],0.0000
HTWa1081,283,1,1,𐘁,[],[],0.0000
HTWa1082,284,1,1,𐘁,[],[],0.0000
HTWa1083,285,1,1,𐘁,[],[],0.0000
HTWa1084,286,1,1,𐘁,[],[],0.0000
HTWa1085,287,1,1,𐘁,[],[],0.0000
HTWa1086,288,1,1,𐘁,[],[],0.0000
HTWa1087,289,1,1,𐘁,[],[],0.0000
HTWa1088,290,1,1,𐘁,[],[],0.0000
HTWa1089,291,1,1,𐘁,[],[],0.0000
HTWa1090,292,1,1,𐘁,[],[],0.0000
HTWa1091,293,1,1,𐘁,[],[],0.0000
HTWa1092,294,1,1,𐘁,[],[],0.0000
HTWa1093,295,1,1,𐘁,[],[],0.0000
HTWa1094,296,1,1,𐘁,[],[],0.0000
HTWa1095,297,1,1,𐘁,[],[],0.0000
HTWa1096,298,1,1,𐘁,[],[],0.0000
HTWa1097,299,1,1,𐘁,[],[],0.0000
HTWa1098,300,1,1,𐘁,[],[],0.0000
