bennett_id,frequency,consonant_class,vowel,plausible,series,reasons
AB 105,0,SIBILANT,i,True,,zero frequency — no constraint
AB 105,0,SIBILANT,o,True,,zero frequency — no constraint
AB 105,0,SIBILANT,u,True,,zero frequency — no constraint
AB 105,0,LIQUID,a,True,,zero frequency — no constraint
AB 105,0,LIQUID,e,True,,zero frequency — no constraint
AB 105,0,LIQUID,i,True,,zero frequency — no constraint
AB 105,0,LIQUID,o,True,,zero frequency — no constraint
AB 105,0,LIQUID,u,True,,zero frequency — no constraint
AB 105,0,PALATAL,a,True,,zero frequency — no constraint
AB 105,0,PALATAL,e,True,,zero frequency — no constraint
AB 105,0,PALATAL,i,True,,zero frequency — no constraint
AB 105,0,PALATAL,o,True,,zero frequency — no constraint
AB 105,0,PALATAL,u,True,,zero frequency — no constraint
AB 105,0,SEMIVOWEL,a,True,,zero frequency — no constraint
AB 105,0,SEMIVOWEL,e,True,,zero frequency — no constraint
AB 105,0,SEMIVOWEL,i,True,,zero frequency — no constraint
AB 105,0,SEMIVOWEL,o,True,,zero frequency — no constraint
AB 105,0,SEMIVOWEL,u,True,,zero frequency — no constraint
AB 105,0,VOWEL,a,True,,zero frequency — no constraint
AB 105,0,VOWEL,e,True,,zero frequency — no constraint
AB 105,0,VOWEL,i,True,,zero frequency — no constraint
AB 105,0,VOWEL,o,True,,zero frequency — no constraint
AB 105,0,VOWEL,u,True,,zero frequency — no constraint
AB 106,0,DENTAL,a,True,,zero frequency — no constraint
AB 106,0,DENTAL,e,True,,zero frequency — no constraint
AB 106,0,DENTAL,i,True,,zero frequency — no constraint
AB 106,0,DENTAL,o,True,,zero frequency — no constraint
AB 106,0,DENTAL,u,True,,zero frequency — no constraint
AB 106,0,LABIAL,a,True,,zero frequency — no constraint
AB 106,0,LABIAL,e,True,,zero frequency — no constraint
AB 106,0,LABIAL,i,True,,zero frequency — no constraint
AB 106,0,LABIAL,o,True,,zero frequency — no constraint
AB 106,0,LABIAL,u,True,,zero frequency — no constraint
AB 106,0,VELAR,a,True,,zero frequency — no constraint
AB 106,0,VELAR,e,True,,zero frequency — no constraint
AB 106,0,VELAR,i,True,,zero frequency — no constraint
AB 106,0,VELAR,o,True,,zero frequency — no constraint
AB 106,0,VELAR,u,True,,zero frequency — no constraint
AB 106,0,SIBILANT,a,True,,zero frequency — no constraint
AB 106,0,SIBILANT,e,True,,zero frequency — no constraint
AB 106,0,SIBILANT,i,True,,zero frequency — no constraint
AB 106,0,SIBILANT,o,True,,zero frequency — no constraint
AB 106,0,SIBILANT,u,True,,zero frequency — no constraint
AB 106,0,LIQUID,a,True,,zero frequency — no constraint
AB 106,0,LIQUID,e,True,,zero frequency — no constraint
AB 106,0,LIQUID,i,True,,zero frequency — no constraint
AB 106,0,LIQUID,o,True,,zero frequency — no constraint
AB 106,0,LIQUID,u,True,,zero frequency — no constraint
AB 106,0,PALATAL,a,True,,zero frequency — no constraint
AB 106,0,PALATAL,e,True,,zero frequency — no constraint
AB 106,0,PALATAL,i,True,,zero frequency — no constraint
AB 106,0,PALATAL,o,True,,zero frequency — no constraint
AB 106,0,PALATAL,u,True,,zero frequency — no constraint
AB 106,0,SEMIVOWEL,a,True,,zero frequency — no constraint
AB 106,0,SEMIVOWEL,e,True,,zero frequency — no constraint
AB 106,0,SEMIVOWEL,i,True,,zero frequency — no constraint
AB 106,0,SEMIVOWEL,o,True,,zero frequency — no constraint
AB 106,0,SEMIVOWEL,u,True,,zero frequency — no constraint
AB 106,0,VOWEL,a,True,,zero frequency — no constraint
AB 106,0,VOWEL,e,True,,zero frequency — no constraint
AB 106,0,VOWEL,i,True,,zero frequency — no constraint
AB 106,0,VOWEL,o,True,,zero frequency — no constraint
AB 106,0,VOWEL,u,True,,zero frequency — no constraint
AB 107,0,DENTAL,a,True,,zero frequency — no constraint
AB 107,0,DENTAL,e,True,,zero frequency — no constraint
AB 107,0,DENTAL,i,True,,zero frequency — no constraint
AB 107,0,DENTAL,o,True,,zero frequency — no constraint
AB 107,0,DENTAL,u,True,,zero frequency — no constraint
AB 107,0,LABIAL,a,True,,zero frequency — no constraint
AB 107,0,LABIAL,e,True,,zero frequency — no constraint
AB 107,0,LABIAL,i,True,,zero frequency — no constraint
AB 107,0,LABIAL,o,True,,zero frequency — no constraint
AB 107,0,LABIAL,u,True,,zero frequency — no constraint
AB 107,0,VELAR,a,True,,zero frequency — no constraint
AB 107,0,VELAR,e,True,,zero frequency — no constraint
AB 107,0,VELAR,i,True,,zero frequency — no constraint
AB 107,0,VELAR,o,True,,zero frequency — no constraint
AB 107,0,VELAR,u,True,,zero frequency — no constraint
AB 107,0,SIBILANT,a,True,,zero frequency — no constraint
AB 107,0,SIBILANT,e,True,,zero frequency — no constraint
AB 107,0,SIBILANT,i,True,,zero frequency — no constraint
AB 107,0,SIBILANT,o,True,,zero frequency — no constraint
AB 107,0,SIBILANT,u,True,,zero frequency — no constraint
AB 107,0,LIQUID,a,True,,zero frequency — no constraint
AB 107,0,LIQUID,e,True,,zero frequency — no constraint
AB 107,0,LIQUID,i,True,,zero frequency — no constraint
AB 107,0,LIQUID,o,True,,zero frequency — no constraint
AB 107,0,LIQUID,u,True,,zero frequency — no constraint
AB 107,0,PALATAL,a,True,,zero frequency — no constraint
AB 107,0,PALATAL,e,True,,zero frequency — no constraint
AB 107,0,PALATAL,i,True,,zero frequency — no constraint
AB 107,0,PALATAL,o,True,,zero frequency — no constraint
AB 107,0,PALATAL,u,True,,zero frequency — no constraint
AB 107,0,SEMIVOWEL,a,True,,zero frequency — no constraint
AB 107,0,SEMIVOWEL,e,True,,zero frequency — no constraint
AB 107,0,SEMIVOWEL,i,True,,zero frequency — no constraint
AB 107,0,SEMIVOWEL,o,True,,zero frequency — no constraint
AB 107,0,SEMIVOWEL,u,True,,zero frequency — no constraint
AB 107,0,VOWEL,a,True,,zero frequency — no constraint
AB 107,0,VOWEL,e,True,,zero frequency — no constraint
AB 107,0,VOWEL,i,True,,zero frequency — no constraint
AB 107,0,VOWEL,o,True,,zero frequency — no constraint
AB 107,0,VOWEL,u,True,,zero frequency — no constraint
AB 108,0,DENTAL,a,True,,zero frequency — no constraint
AB 108,0,DENTAL,e,True,,zero frequency — no constraint
AB 108,0,DENTAL,i,True,,zero frequency — no constraint
AB 108,0,DENTAL,o,True,,zero frequency — no constraint
AB 108,0,DENTAL,u,True,,zero frequency — no constraint
AB 108,0,LABIAL,a,True,,zero frequency — no constraint
AB 108,0,LABIAL,e,True,,zero frequency — no constraint
AB 108,0,LABIAL,i,True,,zero frequency — no constraint
AB 108,0,LABIAL,o,True,,zero frequency — no constraint
AB 108,0,LABIAL,u,True,,zero frequency — no constraint
AB 108,0,VELAR,a,True,,zero frequency — no constraint
AB 108,0,VELAR,e,True,,zero frequency — no constraint
AB 108,0,VELAR,i,True,,zero frequency — no constraint
AB 108,0,VELAR,o,True,,zero frequency — no constraint
AB 108,0,VELAR,u,True,,zero frequency — no constraint
AB 108,0,SIBILANT,a,True,,zero frequency — no constraint
AB 108,0,SIBILANT,e,True,,zero frequency — no constraint
AB 108,0,SIBILANT,i,True,,zero frequency — no constraint
AB 108,0,SIBILANT,o,True,,zero frequency — no constraint
AB 108,0,SIBILANT,u,True,,zero frequency — no constraint
AB 108,0,LIQUID,a,True,,zero frequency — no constraint
AB 108,0,LIQUID,e,True,,zero frequency — no constraint
AB 108,0,LIQUID,i,True,,zero frequency — no constraint
AB 108,0,LIQUID,o,True,,zero frequency — no constraint
AB 108,0,LIQUID,u,True,,zero frequency — no constraint
AB 108,0,PALATAL,a,True,,zero frequency — no constraint
AB 108,0,PALATAL,e,True,,zero frequency — no constraint
AB 108,0,PALATAL,i,True,,zero frequency — no constraint
AB 108,0,PALATAL,o,True,,zero frequency — no constraint
AB 108,0,PALATAL,u,True,,zero frequency — no constraint
AB 108,0,SEMIVOWEL,a,True,,zero frequency — no constraint
AB 108,0,SEMIVOWEL,e,True,,zero frequency — no constraint
AB 108,0,SEMIVOWEL,i,True,,zero frequency — no constraint
AB 108,0,SEMIVOWEL,o,True,,zero frequency — no constraint
AB 108,0,SEMIVOWEL,u,True,,zero frequency — no constraint
AB 108,0,VOWEL,a,True,,zero frequency — no constraint
AB 108,0,VOWEL,e,True,,zero frequency — no constraint
AB 108,0,VOWEL,i,True,,zero frequency — no constraint
AB 108,0,VOWEL,o,True,,zero frequency — no constraint
AB 108,0,VOWEL,u,True,,zero frequency — no constraint
AB 109,0,DENTAL,a,True,,zero frequency — no constraint
AB 109,0,DENTAL,e,True,,zero frequency — no constraint
AB 109,0,DENTAL,i,True,,zero frequency — no constraint
AB 109,0,DENTAL,o,True,,zero frequency — no constraint
AB 109,0,DENTAL,u,True,,zero frequency — no constraint
AB 109,0,LABIAL,a,True,,zero frequency — no constraint
AB 109,0,LABIAL,e,True,,zero frequency — no constraint
AB 109,0,LABIAL,i,True,,zero frequency — no constraint
AB 109,0,LABIAL,o,True,,zero frequency — no constraint
AB 109,0,LABIAL,u,True,,zero frequency — no constraint
AB 109,0,VELAR,a,True,,zero frequency — no constraint
AB 109,0,VELAR,e,True,,zero frequency — no constraint
AB 109,0,VELAR,i,True,,zero frequency — no constraint
AB 109,0,VELAR,o,True,,zero frequency — no constraint
AB 109,0,VELAR,u,True,,zero frequency — no constraint
AB 109,0,SIBILANT,a,True,,zero frequency — no constraint
AB 109,0,SIBILANT,e,True,,zero frequency — no constraint
AB 109,0,SIBILANT,i,True,,zero frequency — no constraint
AB 109,0,SIBILANT,o,True,,zero frequency — no constraint
AB 109,0,SIBILANT,u,True,,zero frequency — no constraint
AB 109,0,LIQUID,a,True,,zero frequency — no constraint
AB 109,0,LIQUID,e,True,,zero frequency — no constraint
AB 109,0,LIQUID,i,True,,zero frequency — no constraint
AB 109,0,LIQUID,o,True,,zero frequency — no constraint
AB 109,0,LIQUID,u,True,,zero frequency — no constraint
AB 109,0,PALATAL,a,True,,zero frequency — no constraint
AB 109,0,PALATAL,e,True,,zero frequency — no constraint
AB 109,0,PALATAL,i,True,,zero frequency — no constraint
AB 109,0,PALATAL,o,True,,zero frequency — no constraint
AB 109,0,PALATAL,u,True,,zero frequency — no constraint
AB 109,0,SEMIVOWEL,a,True,,zero frequency — no constraint
AB 109,0,SEMIVOWEL,e,True,,zero frequency — no constraint
AB 109,0,SEMIVOWEL,i,True,,zero frequency — no constraint
AB 109,0,SEMIVOWEL,o,True,,zero frequency — no constraint
AB 109,0,SEMIVOWEL,u,True,,zero frequency — no constraint
AB 109,0,VOWEL,a,True,,zero frequency — no constraint
AB 109,0,VOWEL,e,True,,zero frequency — no constraint
AB 109,0,VOWEL,i,True,,zero frequency — no constraint
AB 109,0,VOWEL,o,True,,zero frequency — no constraint
AB 109,0,VOWEL,u,True,,zero frequency — no constraint
AB 110,0,DENTAL,a,True,,zero frequency — no constraint
AB 110,0,DENTAL,e,True,,zero frequency — no constraint
AB 110,0,DENTAL,i,True,,zero frequency — no constraint
AB 110,0,DENTAL,o,True,,zero frequency — no constraint
AB 110,0,DENTAL,u,True,,zero frequency — no constraint
AB 110,0,LABIAL,a,True,,zero frequency — no constraint
AB 110,0,LABIAL,e,True,,zero frequency — no constraint
AB 110,0,LABIAL,i,True,,zero frequency — no constraint
AB 110,0,LABIAL,o,True,,zero frequency — no constraint
AB 110,0,LABIAL,u,True,,zero frequency — no constraint
AB 110,0,VELAR,a,True,,zero frequency — no constraint
AB 110,0,VELAR,e,True,,zero frequency — no constraint
AB 110,0,VELAR,i,True,,zero frequency — no constraint
AB 110,0,VELAR,o,True,,zero frequency — no constraint
AB 110,0,VELAR,u,True,,zero frequency — no constraint
AB 110,0,SIBILANT,a,True,,zero frequency — no constraint
AB 110,0,SIBILANT,e,True,,zero frequency — no constraint
AB 110,0,SIBILANT,i,True,,zero frequency — no constraint
AB 110,0,SIBILANT,o,True,,zero frequency — no constraint
AB 110,0,SIBILANT,u,True,,zero frequency — no constraint
AB 110,0,LIQUID,a,True,,zero frequency — no constraint
AB 110,0,LIQUID,e,True,,zero frequency — no constraint
AB 110,0,LIQUID,i,True,,zero frequency — no constraint
AB 110,0,LIQUID,o,True,,zero frequency — no constraint
AB 110,0,LIQUID,u,True,,zero frequency — no constraint
AB 110,0,PALATAL,a,True,,zero frequency — no constraint
AB 110,0,PALATAL,e,True,,zero frequency — no constraint
AB 110,0,PALATAL,i,True,,zero frequency — no constraint
AB 110,0,PALATAL,o,True,,zero frequency — no constraint
AB 110,0,PALATAL,u,True,,zero frequency — no constraint
AB 110,0,SEMIVOWEL,a,True,,zero frequency — no constraint
AB 110,0,SEMIVOWEL,e,True,,zero frequency — no constraint
AB 110,0,SEMIVOWEL,i,True,,zero frequency — no constraint
AB 110,0,SEMIVOWEL,o,True,,zero frequency — no constraint
AB 110,0,SEMIVOWEL,u,True,,zero frequency — no constraint
AB 110,0,VOWEL,a,True,,zero frequency — no constraint
AB 110,0,VOWEL,e,True,,zero frequency — no constraint
AB 110,0,VOWEL,i,True,,zero frequency — no constraint
AB 110,0,VOWEL,o,True,,zero frequency — no constraint
AB 110,0,VOWEL,u,True,,zero frequency — no constraint
AB 111,0,DENTAL,a,True,,zero frequency — no constraint
AB 111,0,DENTAL,e,True,,zero frequency — no constraint
AB 111,0,DENTAL,i,True,,zero frequency — no constraint
AB 111,0,DENTAL,o,True,,zero frequency — no constraint
AB 111,0,DENTAL,u,True,,zero frequency — no constraint
AB 111,0,LABIAL,a,True,,zero frequency — no constraint
AB 111,0,LABIAL,e,True,,zero frequency — no constraint
AB 111,0,LABIAL,i,True,,zero frequency — no constraint
AB 111,0,LABIAL,o,True,,zero frequency — no constraint
AB 111,0,LABIAL,u,True,,zero frequency — no constraint
AB 111,0,VELAR,a,True,,zero frequency — no constraint
AB 111,0,VELAR,e,True,,zero frequency — no constraint
AB 111,0,VELAR,i,True,,zero frequency — no constraint
AB 111,0,VELAR,o,True,,zero frequency — no constraint
AB 111,0,VELAR,u,True,,zero frequency — no constraint
AB 111,0,SIBILANT,a,True,,zero frequency — no constraint
AB 111,0,SIBILANT,e,True,,zero frequency — no constraint
AB 111,0,SIBILANT,i,True,,zero frequency — no constraint
AB 111,0,SIBILANT,o,True,,zero frequency — no constraint
AB 111,0,SIBILANT,u,True,,zero frequency — no constraint
AB 111,0,LIQUID,a,True,,zero frequency — no constraint
AB 111,0,LIQUID,e,True,,zero frequency — no constraint
AB 111,0,LIQUID,i,True,,zero frequency — no constraint
AB 111,0,LIQUID,o,True,,zero frequency — no constraint
AB 111,0,LIQUID,u,True,,zero frequency — no constraint
AB 111,0,PALATAL,a,True,,zero frequency — no constraint
AB 111,0,PALATAL,e,True,,zero frequency — no constraint
AB 111,0,PALATAL,i,True,,zero frequency — no constraint
AB 111,0,PALATAL,o,True,,zero frequency — no constraint
AB 111,0,PALATAL,u,True,,zero frequency — no constraint
AB 111,0,SEMIVOWEL,a,True,,zero frequency — no constraint
AB 111,0,SEMIVOWEL,e,True,,zero frequency — no constraint
AB 111,0,SEMIVOWEL,i,True,,zero frequency — no constraint
AB 111,0,SEMIVOWEL,o,True,,zero frequency — no constraint
AB 111,0,SEMIVOWEL,u,True,,zero frequency — no constraint
AB 111,0,VOWEL,a,True,,zero frequency — no constraint
AB 111,0,VOWEL,e,True,,zero frequency — no constraint
AB 111,0,VOWEL,i,True,,zero frequency — no constraint
AB 111,0,VOWEL,o,True,,zero frequency — no constraint
AB 111,0,VOWEL,u,True,,zero frequency — no constraint
AB 113,0,DENTAL,a,True,,zero frequency — no constraint
AB 113,0,DENTAL,e,True,,zero frequency — no constraint
AB 113,0,DENTAL,i,True,,zero frequency — no constraint
AB 113,0,DENTAL,o,True,,zero frequency — no constraint
AB 113,0,DENTAL,u,True,,zero frequency — no constraint
AB 113,0,LABIAL,a,True,,zero frequency — no constraint
AB 113,0,LABIAL,e,True,,zero frequency — no constraint
AB 113,0,LABIAL,i,True,,zero frequency — no constraint
AB 113,0,LABIAL,o,True,,zero frequency — no constraint
AB 113,0,LABIAL,u,True,,zero frequency — no constraint
AB 113,0,VELAR,a,True,,zero frequency — no constraint
AB 113,0,VELAR,e,True,,zero frequency — no constraint
AB 113,0,VELAR,i,True,,zero frequency — no constraint
AB 113,0,VELAR,o,True,,zero frequency — no constraint
AB 113,0,VELAR,u,True,,zero frequency — no constraint
AB 113,0,SIBILANT,a,True,,zero frequency — no constraint
AB 113,0,SIBILANT,e,True,,zero frequency — no constraint
AB 113,0,SIBILANT,i,True,,zero frequency — no constraint
AB 113,0,SIBILANT,o,True,,zero frequency — no constraint
AB 113,0,SIBILANT,u,True,,zero frequency — no constraint
AB 113,0,LIQUID,a,True,,zero frequency — no constraint
AB 113,0,LIQUID,e,True,,zero frequency — no constraint
AB 113,0,LIQUID,i,True,,zero frequency — no constraint
AB 113,0,LIQUID,o,True,,zero frequency — no constraint
AB 113,0,LIQUID,u,True,,zero frequency — no constraint
AB 113,0,PALATAL,a,True,,zero frequency — no constraint
AB 113,0,PALATAL,e,True,,zero frequency — no constraint
AB 113,0,PALATAL,i,True,,zero frequency — no constraint
AB 113,0,PALATAL,o,True,,zero frequency — no constraint
AB 113,0,PALATAL,u,True,,zero frequency — no constraint
AB 113,0,SEMIVOWEL,a,True,,zero frequency — no constraint
AB 113,0,SEMIVOWEL,e,True,,zero frequency — no constraint
AB 113,0,SEMIVOWEL,i,True,,zero frequency — no constraint
AB 113,0,SEMIVOWEL,o,True,,zero frequency — no constraint
AB 113,0,SEMIVOWEL,u,True,,zero frequency — no constraint
AB 113,0,VOWEL,a,True,,zero frequency — no constraint
AB 113,0,VOWEL,e,True,,zero frequency — no constraint
AB 113,0,VOWEL,i,True,,zero frequency — no constraint
AB 113,0,VOWEL,o,True,,zero frequency — no constraint
AB 113,0,VOWEL,u,True,,zero frequency — no constraint
AB 114,0,DENTAL,a,True,,zero frequency — no constraint
AB 114,0,DENTAL,e,True,,zero frequency — no constraint
AB 114,0,DENTAL,i,True,,zero frequency — no constraint
AB 114,0,DENTAL,o,True,,zero frequency — no constraint
AB 114,0,DENTAL,u,True,,zero frequency — no constraint
AB 114,0,LABIAL,a,True,,zero frequency — no constraint
AB 114,0,LABIAL,e,True,,zero frequency — no constraint
AB 114,0,LABIAL,i,True,,zero frequency — no constraint
AB 114,0,LABIAL,o,True,,zero frequency — no constraint
AB 114,0,LABIAL,u,True,,zero frequency — no constraint
AB 114,0,VELAR,a,True,,zero frequency — no constraint
AB 114,0,VELAR,e,True,,zero frequency — no constraint
AB 114,0,VELAR,i,True,,zero frequency — no constraint
AB 114,0,VELAR,o,True,,zero frequency — no constraint
AB 114,0,VELAR,u,True,,zero frequency — no constraint
AB 114,0,SIBILANT,a,True,,zero frequency — no constraint
AB 114,0,SIBILANT,e,True,,zero frequency — no constraint
AB 114,0,SIBILANT,i,True,,zero frequency — no constraint
AB 114,0,SIBILANT,o,True,,zero frequency — no constraint
AB 114,0,SIBILANT,u,True,,zero frequency — no constraint
AB 114,0,LIQUID,a,True,,zero frequency — no constraint
AB 114,0,LIQUID,e,True,,zero frequency — no constraint
AB 114,0,LIQUID,i,True,,zero frequency — no constraint
AB 114,0,LIQUID,o,True,,zero frequency — no constraint
AB 114,0,LIQUID,u,True,,zero frequency — no constraint
AB 114,0,PALATAL,a,True,,zero frequency — no constraint
AB 114,0,PALATAL,e,True,,zero frequency — no constraint
AB 114,0,PALATAL,i,True,,zero frequency — no constraint
AB 114,0,PALATAL,o,True,,zero frequency — no constraint
AB 114,0,PALATAL,u,True,,zero frequency — no constraint
AB 114,0,SEMIVOWEL,a,True,,zero frequency — no constraint
AB 114,0,SEMIVOWEL,e,True,,zero frequency — no constraint
AB 114,0,SEMIVOWEL,i,True,,zero frequency — no constraint
AB 114,0,SEMIVOWEL,o,True,,zero frequency — no constraint
AB 114,0,SEMIVOWEL,u,True,,zero frequency — no constraint
AB 114,0,VOWEL,a,True,,zero frequency — no constraint
AB 114,0,VOWEL,e,True,,zero frequency — no constraint
AB 114,0,VOWEL,i,True,,zero frequency — no constraint
AB 114,0,VOWEL,o,True,,zero frequency — no constraint
AB 114,0,VOWEL,u,True,,zero frequency — no constraint
AB 115,0,DENTAL,a,True,,zero frequency — no constraint
AB 115,0,DENTAL,e,True,,zero frequency — no constraint
AB 115,0,DENTAL,i,True,,zero frequency — no constraint
AB 115,0,DENTAL,o,True,,zero frequency — no constraint
AB 115,0,DENTAL,u,True,,zero frequency — no constraint
AB 115,0,LABIAL,a,True,,zero frequency — no constraint
AB 115,0,LABIAL,e,True,,zero frequency — no constraint
AB 115,0,LABIAL,i,True,,zero frequency — no constraint
AB 115,0,LABIAL,o,True,,zero frequency — no constraint
AB 115,0,LABIAL,u,True,,zero frequency — no constraint
AB 115,0,VELAR,a,True,,zero frequency — no constraint
AB 115,0,VELAR,e,True,,zero frequency — no constraint
AB 115,0,VELAR,i,True,,zero frequency — no constraint
AB 115,0,VELAR,o,True,,zero frequency — no constraint
AB 115,0,VELAR,u,True,,zero frequency — no constraint
AB 115,0,SIBILANT,a,True,,zero frequency — no constraint
AB 115,0,SIBILANT,e,True,,zero frequency — no constraint
AB 115,0,SIBILANT,i,True,,zero frequency — no constraint
AB 115,0,SIBILANT,o,True,,zero frequency — no constraint
AB 115,0,SIBILANT,u,True,,zero frequency — no constraint
AB 115,0,LIQUID,a,True,,zero frequency — no constraint
AB 115,0,LIQUID,e,True,,zero frequency — no constraint
AB 115,0,LIQUID,i,True,,zero frequency — no constraint
AB 115,0,LIQUID,o,True,,zero frequency — no constraint
AB 115,0,LIQUID,u,True,,zero frequency — no constraint
AB 115,0,PALATAL,a,True,,zero frequency — no constraint
AB 115,0,PALATAL,e,True,,zero frequency — no constraint
AB 115,0,PALATAL,i,True,,zero frequency — no constraint
AB 115,0,PALATAL,o,True,,zero frequency — no constraint
AB 115,0,PALATAL,u,True,,zero frequency — no constraint
AB 115,0,SEMIVOWEL,a,True,,zero frequency — no constraint
AB 115,0,SEMIVOWEL,e,True,,zero frequency — no constraint
AB 115,0,SEMIVOWEL,i,True,,zero frequency — no constraint
AB 115,0,SEMIVOWEL,o,True,,zero frequency — no constraint
AB 115,0,SEMIVOWEL,u,True,,zero frequency — no constraint
AB 115,0,VOWEL,a,True,,zero frequency — no constraint
AB 115,0,VOWEL,e,True,,zero frequency — no constraint
AB 115,0,VOWEL,i,True,,zero frequency — no constraint
AB 115,0,VOWEL,o,True,,zero frequency — no constraint
AB 115,0,VOWEL,u,True,,zero frequency — no constraint
AB 116,0,DENTAL,a,True,,zero frequency — no constraint
AB 116,0,DENTAL,e,True,,zero frequency — no constraint
AB 116,0,DENTAL,i,True,,zero frequency — no constraint
AB 116,0,DENTAL,o,True,,zero frequency — no constraint
AB 116,0,DENTAL,u,True,,zero frequency — no constraint
AB 116,0,LABIAL,a,True,,zero frequency — no constraint
AB 116,0,LABIAL,e,True,,zero frequency — no constraint
AB 116,0,LABIAL,i,True,,zero frequency — no constraint
AB 116,0,LABIAL,o,True,,zero frequency — no constraint
AB 116,0,LABIAL,u,True,,zero frequency — no constraint
AB 116,0,VELAR,a,True,,zero frequency — no constraint
AB 116,0,VELAR,e,True,,zero frequency — no constraint
AB 116,0,VELAR,i,True,,zero frequency — no constraint
AB 116,0,VELAR,o,True,,zero frequency — no constraint
AB 116,0,VELAR,u,True,,zero frequency — no constraint
AB 116,0,SIBILANT,a,True,,zero frequency — no constraint
AB 116,0,SIBILANT,e,True,,zero frequency — no constraint
AB 116,0,SIBILANT,i,True,,zero frequency — no constraint
AB 116,0,SIBILANT,o,True,,zero frequency — no constraint
AB 116,0,SIBILANT,u,True,,zero frequency — no constraint
AB 116,0,LIQUID,a,True,,zero frequency — no constraint
AB 116,0,LIQUID,e,True,,zero frequency — no constraint
AB 116,0,LIQUID,i,True,,zero frequency — no constraint
AB 116,0,LIQUID,o,True,,zero frequency — no constraint
AB 116,0,LIQUID,u,True,,zero frequency — no constraint
AB 116,0,PALATAL,a,True,,zero frequency — no constraint
AB 116,0,PALATAL,e,True,,zero frequency — no constraint
AB 116,0,PALATAL,i,True,,zero frequency — no constraint
AB 116,0,PALATAL,o,True,,zero frequency — no constraint
AB 116,0,PALATAL,u,True,,zero frequency — no constraint
AB 116,0,SEMIVOWEL,a,True,,zero frequency — no constraint
AB 116,0,SEMIVOWEL,e,True,,zero frequency — no constraint
AB 116,0,SEMIVOWEL,i,True,,zero frequency — no constraint
AB 116,0,SEMIVOWEL,o,True,,zero frequency — no constraint
AB 116,0,SEMIVOWEL,u,True,,zero frequency — no constraint
AB 116,0,VOWEL,a,True,,zero frequency — no constraint
AB 116,0,VOWEL,e,True,,zero frequency — no constraint
AB 116,0,VOWEL,i,True,,zero frequency — no constraint
AB 116,0,VOWEL,o,True,,zero frequency — no constraint
AB 116,0,VOWEL,u,True,,zero frequency — no constraint
AB 117,0,DENTAL,a,True,,zero frequency — no constraint
AB 117,0,DENTAL,e,True,,zero frequency — no constraint
AB 117,0,DENTAL,i,True,,zero frequency — no constraint
AB 117,0,DENTAL,o,True,,zero frequency — no constraint
AB 117,0,DENTAL,u,True,,zero frequency — no constraint
AB 117,0,LABIAL,a,True,,zero frequency — no constraint
AB 117,0,LABIAL,e,True,,zero frequency — no constraint
AB 117,0,LABIAL,i,True,,zero frequency — no constraint
AB 117,0,LABIAL,o,True,,zero frequency — no constraint
AB 117,0,LABIAL,u,True,,zero frequency — no constraint
AB 117,0,VELAR,a,True,,zero frequency — no constraint
AB 117,0,VELAR,e,True,,zero frequency — no constraint
AB 117,0,VELAR,i,True,,zero frequency — no constraint
AB 117,0,VELAR,o,True,,zero frequency — no constraint
AB 117,0,VELAR,u,True,,zero frequency — no constraint
AB 117,0,SIBILANT,a,True,,zero frequency — no constraint
AB 117,0,SIBILANT,e,True,,zero frequency — no constraint
AB 117,0,SIBILANT,i,True,,zero frequency — no constraint
AB 117,0,SIBILANT,o,True,,zero frequency — no constraint
AB 117,0,SIBILANT,u,True,,zero frequency — no constraint
AB 117,0,LIQUID,a,True,,zero frequency — no constraint
AB 117,0,LIQUID,e,True,,zero frequency — no constraint
AB 117,0,LIQUID,i,True,,zero frequency — no constraint
AB 117,0,LIQUID,o,True,,zero frequency — no constraint
AB 117,0,LIQUID,u,True,,zero frequency — no constraint
AB 117,0,PALATAL,a,True,,zero frequency — no constraint
AB 117,0,PALATAL,e,True,,zero frequency — no constraint
AB 117,0,PALATAL,i,True,,zero frequency — no constraint
AB 117,0,PALATAL,o,True,,zero frequency — no constraint
AB 117,0,PALATAL,u,True,,zero frequency — no constraint
AB 117,0,SEMIVOWEL,a,True,,zero frequency — no constraint
AB 117,0,SEMIVOWEL,e,True,,zero frequency — no constraint
AB 117,0,SEMIVOWEL,i,True,,zero frequency — no constraint
AB 117,0,SEMIVOWEL,o,True,,zero frequency — no constraint
AB 117,0,SEMIVOWEL,u,True,,zero frequency — no constraint
AB 117,0,VOWEL,a,True,,zero frequency — no constraint
AB 117,0,VOWEL,e,True,,zero frequency — no constraint
AB 117,0,VOWEL,i,True,,zero frequency — no constraint
AB 117,0,VOWEL,o,True,,zero frequency — no constraint
AB 117,0,VOWEL,u,True,,zero frequency — no constraint
AB 118,0,DENTAL,a,True,,zero frequency — no constraint
AB 118,0,DENTAL,e,True,,zero frequency — no constraint
AB 118,0,DENTAL,i,True,,zero frequency — no constraint
AB 118,0,DENTAL,o,True,,zero frequency — no constraint
AB 118,0,DENTAL,u,True,,zero frequency — no constraint
AB 118,0,LABIAL,a,True,,zero frequency — no constraint
AB 118,0,LABIAL,e,True,,zero frequency — no constraint
AB 118,0,LABIAL,i,True,,zero frequency — no constraint
AB 118,0,LABIAL,o,True,,zero frequency — no constraint
AB 118,0,LABIAL,u,True,,zero frequency — no constraint
