n,gram,count,probability,type
4,𐘉 RU 1 𐘘,1,0.00012568,transliteration
4,RU 1 𐘘 U,1,0.00012568,transliteration
4,1 𐘘 U RE,1,0.00012568,transliteration
4,𐘘 U RE 1,1,0.00012568,transliteration
4,U RE 1 𐘙,1,0.00012568,transliteration
4,RE 1 𐘙 DI,1,0.00012568,transliteration
4,1 𐘙 DI NA,1,0.00012568,transliteration
4,𐘙 DI NA 1,1,0.00012568,transliteration
4,DI NA 1 𐘅,1,0.00012568,transliteration
4,NA 1 𐘅 A,1,0.00012568,transliteration
4,1 𐘅 A RI,1,0.00012568,transliteration
4,𐘅 A RI TA,1,0.00012568,transliteration
4,A RI TA 1,1,0.00012568,transliteration
4,RI TA 1 𐘝,1,0.00012568,transliteration
4,TA 1 𐘝 TU,1,0.00012568,transliteration
4,1 𐘝 TU QE,1,0.00012568,transliteration
4,𐘝 TU QE 𐘹,1,0.00012568,transliteration
4,TU QE 𐘹 ZU,1,0.00012568,transliteration
4,QE 𐘹 ZU JU,1,0.00012568,transliteration
4,𐘹 ZU JU PU₂,1,0.00012568,transliteration
4,ZU JU PU₂ 𐝫,1,0.00012568,transliteration
4,JU PU₂ 𐝫 DU,1,0.00012568,transliteration
4,PU₂ 𐝫 DU RU,1,0.00012568,transliteration
4,𐝫 DU RU WI,1,0.00012568,transliteration
4,DU RU WI 𐄇,1,0.00012568,transliteration
4,RU WI 𐄇 KI,1,0.00012568,transliteration
4,WI 𐄇 KI RA,1,0.00012568,transliteration
4,𐄇 KI RA 1,1,0.00012568,transliteration
4,KI RA 1 𐝫,1,0.00012568,transliteration
4,RA 1 𐝫 1,1,0.00012568,transliteration
4,1 𐝫 1 ru,1,0.00012568,transliteration
4,𐝫 1 ru ?,1,0.00012568,transliteration
4,1 ru ? ?,1,0.00012568,transliteration
4,ru ? ? 𐄇,1,0.00012568,transliteration
4,? ? 𐄇 pa,1,0.00012568,transliteration
4,? 𐄇 pa 𐄇,1,0.00012568,transliteration
4,𐝫 KU RO 16,1,0.00012568,transliteration
4,KU RO 16 𐄌,1,0.00012568,transliteration
4,RO 16 𐄌 TE,1,0.00012568,transliteration
4,16 𐄌 TE RO,1,0.00012568,transliteration
4,𐄌 TE RO 𐄁,1,0.00012568,transliteration
4,TE RO 𐄁 I,1,0.00012568,transliteration
4,RO 𐄁 I TI,1,0.00012568,transliteration
4,𐄁 I TI VIR+[?],1,0.00012568,transliteration
4,I TI VIR+[?] 28,1,0.00012568,transliteration
4,TI VIR+[?] 28 𐄑,1,0.00012568,transliteration
4,VIR+[?] 28 𐄑 VIR+[?],1,0.00012568,transliteration
4,28 𐄑 VIR+[?] 𐙇,1,0.00012568,transliteration
4,𐄑 VIR+[?] 𐙇 KU,1,0.00012568,transliteration
4,VIR+[?] 𐙇 KU RO,1,0.00012568,transliteration
4,𐙇 KU RO ta?,1,0.00012568,transliteration
4,RO ta? ro 𐄔,1,0.00012568,transliteration
4,ta? ro 𐄔 𐄈,1,0.00012568,transliteration
4,*406VAS+KE 𐄁 *312 TE,1,0.00012568,transliteration
4,𐄁 *312 TE TE,1,0.00012568,transliteration
4,*312 TE TE 𐄁,1,0.00012568,transliteration
4,TE TE 𐄁 TA,1,0.00012568,transliteration
4,TE 𐄁 TA TI,1,0.00012568,transliteration
4,𐄁 TA TI 21,1,0.00012568,transliteration
4,TA TI 21 𐄇,1,0.00012568,transliteration
4,TI 21 𐄇 KI,1,0.00012568,transliteration
4,21 𐄇 KI SE,1,0.00012568,transliteration
4,𐄇 KI SE NA,1,0.00012568,transliteration
4,KI SE NA 15,1,0.00012568,transliteration
4,SE NA 15 𐄐,1,0.00012568,transliteration
4,NA 15 𐄐 U,1,0.00012568,transliteration
4,15 𐄐 U *21F,1,0.00012568,transliteration
4,𐄐 U *21F 5,1,0.00012568,transliteration
4,U *21F 5 𐘐,1,0.00012568,transliteration
4,*21F 5 𐘐 𐝫,1,0.00012568,transliteration
4,5 𐘐 𐝫 𐝫,1,0.00012568,transliteration
4,𐘐 𐝫 𐝫 𐝫,1,0.00012568,transliteration
4,𐄁 *406VAS+KE 𐄁 VIR+[?],1,0.00012568,transliteration
4,*406VAS+KE 𐄁 VIR+[?] 9,1,0.00012568,transliteration
4,𐄁 VIR+[?] 9 RO,1,0.00012568,transliteration
4,VIR+[?] 9 RO NI,1,0.00012568,transliteration
4,9 RO NI 3,1,0.00012568,transliteration
4,RO NI 3 𐄉,1,0.00012568,transliteration
4,NI 3 𐄉 U,1,0.00012568,transliteration
4,3 𐄉 U ZU,1,0.00012568,transliteration
4,𐄉 U ZU NI,1,0.00012568,transliteration
4,U ZU NI 4,1,0.00012568,transliteration
4,ZU NI 4 𐄊,1,0.00012568,transliteration
4,NI 4 𐄊 12,1,0.00012568,transliteration
4,4 𐄊 12 𐄐,1,0.00012568,transliteration
4,𐄊 12 𐄐 I,1,0.00012568,transliteration
4,12 𐄐 I 2,1,0.00012568,transliteration
4,𐄐 I 2 𐙜,1,0.00012568,transliteration
4,I 2 𐙜 *188,1,0.00012568,transliteration
4,2 𐙜 *188 *86,1,0.00012568,transliteration
4,𐙜 *188 *86 𐙓,1,0.00012568,transliteration
4,*188 *86 𐙓 𐝫,1,0.00012568,transliteration
4,*86 𐙓 𐝫 𐄍,1,0.00012568,transliteration
4,𐙓 𐝫 𐄍 𐝫,1,0.00012568,transliteration
4,𐝫 𐄍 𐝫 𐝫,1,0.00012568,transliteration
4,TI NI TA 𐄁,1,0.00012568,transliteration
4,NI TA 𐄁 *307,1,0.00012568,transliteration
4,TA 𐄁 *307 𐄁,1,0.00012568,transliteration
4,𐄁 *307 𐄁 VIR+[?],1,0.00012568,transliteration
4,*307 𐄁 VIR+[?] 90,1,0.00012568,transliteration
4,𐄁 VIR+[?] 90 50,1,0.00012568,transliteration
4,VIR+[?] 90 50 𐄔,1,0.00012568,transliteration
4,90 50 𐄔 51,1,0.00012568,transliteration
4,50 𐄔 51 𐄔,1,0.00012568,transliteration
4,𐄔 51 𐄔 RE,1,0.00012568,transliteration
4,51 𐄔 RE 𐘙,1,0.00012568,transliteration
4,𐄔 RE 𐘙 I,1,0.00012568,transliteration
4,RE 𐘙 I SA,1,0.00012568,transliteration
4,𐘙 I SA RA,1,0.00012568,transliteration
4,I SA RA 43,1,0.00012568,transliteration
4,SA RA 43 𐘞,1,0.00012568,transliteration
4,RA 43 𐘞 QE,1,0.00012568,transliteration
4,43 𐘞 QE 21,1,0.00012568,transliteration
4,𐘞 QE 21 𐄉,1,0.00012568,transliteration
4,QE 21 𐄉 DA,1,0.00012568,transliteration
4,21 𐄉 DA 𐘿,1,0.00012568,transliteration
4,𐄉 DA 𐘿 KI,1,0.00012568,transliteration
4,DA 𐘿 KI *310,1,0.00012568,transliteration
4,𐘿 KI *310 KU,1,0.00012568,transliteration
4,KI *310 KU *305,1,0.00012568,transliteration
4,*310 KU *305 𐝫,1,0.00012568,transliteration
4,KU *305 𐝫 RA,1,0.00012568,transliteration
4,*305 𐝫 RA DI,1,0.00012568,transliteration
4,𐝫 RA DI 5,1,0.00012568,transliteration
4,RA DI 5 𐄁,1,0.00012568,transliteration
4,DI 5 𐄁 VIR+[?],1,0.00012568,transliteration
4,5 𐄁 VIR+[?] 42,1,0.00012568,transliteration
4,𐄁 VIR+[?] 42 𐝫,1,0.00012568,transliteration
4,VIR+[?] 42 𐝫 RO,1,0.00012568,transliteration
4,42 𐝫 RO 335,1,0.00012568,transliteration
4,𐝫 RO 335 𐘴,1,0.00012568,transliteration
4,RO 335 𐘴 CYP,1,0.00012568,transliteration
4,335 𐘴 CYP 9,1,0.00012568,transliteration
4,𐘴 CYP 9 𐙇,1,0.00012568,transliteration
4,CYP 9 𐙇 NI,1,0.00012568,transliteration
4,9 𐙇 NI 10,1,0.00012568,transliteration
4,𐙇 NI 10 𐙂,1,0.00012568,transliteration
4,NI 10 𐙂 VIN,1,0.00012568,transliteration
4,10 𐙂 VIN 7,1,0.00012568,transliteration
4,𐙂 VIN 7 𐄒,1,0.00012568,transliteration
4,VIN 7 𐄒 𐄋,1,0.00012568,transliteration
4,7 𐄒 𐄋 ?,1,0.00012568,transliteration
4,𐄒 𐄋 ? 𐄏,1,0.00012568,transliteration
4,𐄋 ? 𐄏 [?],1,0.00012568,transliteration
4,? 𐄏 [?] vase,1,0.00012568,transliteration
4,𐄏 [?] vase pu,1,0.00012568,transliteration
4,[?] vase pu 𐄐,1,0.00012568,transliteration
4,vase pu 𐄐 vase,1,0.00012568,transliteration
4,pu 𐄐 vase ka,1,0.00012568,transliteration
4,𐄐 vase ka 𐄍,1,0.00012568,transliteration
4,MI DA 𐄁 VIN+WA,1,0.00012568,transliteration
4,DA 𐄁 VIN+WA 𐄁,1,0.00012568,transliteration
4,𐄁 VIN+WA 𐄁 SA,1,0.00012568,transliteration
4,VIN+WA 𐄁 SA 7,1,0.00012568,transliteration
4,𐄁 SA 7 𐄍,1,0.00012568,transliteration
4,SA 7 𐄍 𐄁,1,0.00012568,transliteration
4,7 𐄍 𐄁 GRA,1,0.00012568,transliteration
4,𐄍 𐄁 GRA 𐄁,1,0.00012568,transliteration
4,𐄁 GRA 𐄁 SA,1,0.00012568,transliteration
4,GRA 𐄁 SA 1,1,0.00012568,transliteration
4,𐄁 SA 1 𐘞,1,0.00012568,transliteration
4,SA 1 𐘞 RE,1,0.00012568,transliteration
4,1 𐘞 RE 𐘙,1,0.00012568,transliteration
4,𐘞 RE 𐘙 VIN,1,0.00012568,transliteration
4,RE 𐘙 VIN 𐄁,1,0.00012568,transliteration
4,𐘙 VIN 𐄁 𐄁,1,0.00012568,transliteration
4,VIN 𐄁 𐄁 𐄁,1,0.00012568,transliteration
4,𐄁 𐄁 𐄁 𐝫,1,0.00012568,transliteration
4,𐄁 𐄁 𐝫 𐄁,1,0.00012568,transliteration
4,𐄁 𐝫 𐄁 SE,1,0.00012568,transliteration
4,𐝫 𐄁 SE VIN+WA,1,0.00012568,transliteration
4,𐄁 SE VIN+WA 𐄁,1,0.00012568,transliteration
4,SE VIN+WA 𐄁 SA,1,0.00012568,transliteration
4,VIN+WA 𐄁 SA 4,1,0.00012568,transliteration
4,𐄁 SA 4 𐄁,1,0.00012568,transliteration
4,SA 4 𐄁 RE,1,0.00012568,transliteration
4,4 𐄁 RE 70,1,0.00012568,transliteration
4,𐄁 RE 70 VIN,1,0.00012568,transliteration
4,RE 70 VIN 𐄁,1,0.00012568,transliteration
4,70 VIN 𐄁 𐄁,1,0.00012568,transliteration
4,VIN 𐄁 𐄁 SA,1,0.00012568,transliteration
4,𐄁 SA 4 𐝫,1,0.00012568,transliteration
4,SA 4 𐝫 RE,1,0.00012568,transliteration
4,4 𐝫 RE 40,1,0.00012568,transliteration
4,𐝫 RE 40 ni,1,0.00012568,transliteration
4,RE 40 ni 𐄊,1,0.00012568,transliteration
4,40 ni 𐄊 ne,1,0.00012568,transliteration
4,ni 𐄊 ne 𐝫,1,0.00012568,transliteration
4,𐄊 ne 𐝫 𐄓,1,0.00012568,transliteration
4,JA KA 𐄁 JA,1,0.00012568,transliteration
4,KA 𐄁 JA *21F,1,0.00012568,transliteration
4,𐄁 JA *21F 𐄁,1,0.00012568,transliteration
4,JA *21F 𐄁 GRA+QE,1,0.00012568,transliteration
4,*21F 𐄁 GRA+QE 5,1,0.00012568,transliteration
4,𐄁 GRA+QE 5 OLE+U,1,0.00012568,transliteration
4,GRA+QE 5 OLE+U 2,1,0.00012568,transliteration
4,5 OLE+U 2 OLE+KI,1,0.00012568,transliteration
4,OLE+U 2 OLE+KI ¹⁄₂,1,0.00012568,transliteration
4,2 OLE+KI ¹⁄₂ OLE+MI,1,0.00012568,transliteration
4,OLE+KI ¹⁄₂ OLE+MI 1,1,0.00012568,transliteration
4,¹⁄₂ OLE+MI 1 OLE+TU,1,0.00012568,transliteration
4,OLE+MI 1 OLE+TU 𐝉,1,0.00012568,transliteration
4,1 OLE+TU 𐝉 SA,1,0.00012568,transliteration
4,OLE+TU 𐝉 SA RA₂,1,0.00012568,transliteration
4,𐝉 SA RA₂ OLE+DI,1,0.00012568,transliteration
4,SA RA₂ OLE+DI 1,1,0.00012568,transliteration
4,RA₂ OLE+DI 1 NI,1,0.00012568,transliteration
4,OLE+DI 1 NI 2,1,0.00012568,transliteration
4,1 NI 2 VIN,1,0.00012568,transliteration
4,2 VIN 3 VIR+KA,1,0.00012568,transliteration
4,VIN 3 VIR+KA VIN,1,0.00012568,transliteration
4,3 VIR+KA VIN 6,1,0.00012568,transliteration
4,VIR+KA VIN 6 A,1,0.00012568,transliteration
4,VIN 6 A RU,1,0.00012568,transliteration
4,6 A RU DA,1,0.00012568,transliteration
4,A RU DA RA,1,0.00012568,transliteration
4,RU DA RA GRA,1,0.00012568,transliteration
4,DA RA GRA 5,1,0.00012568,transliteration
4,RA GRA 5 *304,1,0.00012568,transliteration
4,GRA 5 *304 2,1,0.00012568,transliteration
4,5 *304 2 OLE+DI,1,0.00012568,transliteration
4,*304 2 OLE+DI 3,1,0.00012568,transliteration
4,2 OLE+DI 3 I,1,0.00012568,transliteration
4,OLE+DI 3 I TA,1,0.00012568,transliteration
4,3 I TA JA,1,0.00012568,transliteration
4,I TA JA OLE+DI,1,0.00012568,transliteration
4,TA JA OLE+DI 10,1,0.00012568,transliteration
4,JA KA 𐄁 U,1,0.00012568,transliteration
4,KA 𐄁 U MI,1,0.00012568,transliteration
4,NA SI 𐄁 SA,1,0.00012568,transliteration
4,SI 𐄁 SA RA₂,1,0.00012568,transliteration
4,𐄁 SA RA₂ GRA,1,0.00012568,transliteration
4,RA₂ GRA 20 OLE+DI,1,0.00012568,transliteration
4,GRA 20 OLE+DI 5,1,0.00012568,transliteration
4,20 OLE+DI 5 NI,1,0.00012568,transliteration
4,OLE+DI 5 NI 2,1,0.00012568,transliteration
4,5 NI 2 VIN,1,0.00012568,transliteration
4,NI 2 VIN 4,1,0.00012568,transliteration
4,2 VIN 4 PU,1,0.00012568,transliteration
4,VIN 4 PU RA₂,1,0.00012568,transliteration
4,4 PU RA₂ NI,1,0.00012568,transliteration
4,PU RA₂ NI 6,1,0.00012568,transliteration
4,RA₂ NI 6 JA,1,0.00012568,transliteration
4,NI 6 JA *21F,1,0.00012568,transliteration
4,6 JA *21F VIN,1,0.00012568,transliteration
4,JA *21F VIN 6,1,0.00012568,transliteration
4,*21F VIN 6 WI,1,0.00012568,transliteration
4,VIN 6 WI DI,1,0.00012568,transliteration
4,6 WI DI NA,1,0.00012568,transliteration
4,WI DI NA OLE+DI,1,0.00012568,transliteration
4,DI NA OLE+DI 3,1,0.00012568,transliteration
4,NA OLE+DI 3 VIN,1,0.00012568,transliteration
4,OLE+DI 3 VIN 3,1,0.00012568,transliteration
4,3 VIN 3 ¹⁄₄,1,0.00012568,transliteration
4,RU MA TA 2,1,0.00012568,transliteration
4,MA TA 2 𐝫,1,0.00012568,transliteration
4,TA 2 𐝫 1,1,0.00012568,transliteration
4,2 𐝫 1 𐄇,1,0.00012568,transliteration
4,𐝫 1 𐄇 JA,1,0.00012568,transliteration
4,1 𐄇 JA RE,1,0.00012568,transliteration
4,𐄇 JA RE 2,1,0.00012568,transliteration
4,JA RE 2 𐄈,1,0.00012568,transliteration
4,RE 2 𐄈 DI,1,0.00012568,transliteration
4,2 𐄈 DI I,1,0.00012568,transliteration
4,𐄈 DI I 2,1,0.00012568,transliteration
4,DI I 2 𐘱,1,0.00012568,transliteration
4,I 2 𐘱 SA,1,0.00012568,transliteration
4,2 𐘱 SA *323,1,0.00012568,transliteration
4,𐘱 SA *323 1,1,0.00012568,transliteration
4,SA *323 1 𐙯,1,0.00012568,transliteration
4,*323 1 𐙯 𐄁,1,0.00012568,transliteration
4,1 𐙯 𐄁 KI,1,0.00012568,transliteration
4,𐙯 𐄁 KI 2,1,0.00012568,transliteration
4,𐄁 KI 2 𐝫,1,0.00012568,transliteration
4,KI 2 𐝫 A,1,0.00012568,transliteration
4,2 𐝫 A RE,1,0.00012568,transliteration
4,𐝫 A RE DA,1,0.00012568,transliteration
4,A RE DA 2,1,0.00012568,transliteration
4,RE DA 2 𐘙,1,0.00012568,transliteration
4,DA 2 𐘙 KA,1,0.00012568,transliteration
4,2 𐘙 KA DU,1,0.00012568,transliteration
4,𐘙 KA DU MA,1,0.00012568,transliteration
4,KA DU MA 1,1,0.00012568,transliteration
4,DU MA 1 ?,1,0.00012568,transliteration
4,MA 1 ? ju?,1,0.00012568,transliteration
4,1 ? ju? pi?,1,0.00012568,transliteration
4,? ju? pi? 𐄇,1,0.00012568,transliteration
4,SI 4 SA RA₂,1,0.00012568,transliteration
4,4 SA RA₂ CYP,1,0.00012568,transliteration
4,SA RA₂ CYP 𐝫,1,0.00012568,transliteration
4,RA₂ CYP 𐝫 ¹⁄₂,1,0.00012568,transliteration
4,CYP 𐝫 ¹⁄₂ 𐄐,1,0.00012568,transliteration
4,𐝫 ¹⁄₂ 𐄐 NI,1,0.00012568,transliteration
4,¹⁄₂ 𐄐 NI 7,1,0.00012568,transliteration
4,𐄐 NI 7 𐘝,1,0.00012568,transliteration
4,NI 7 𐘝 VIN,1,0.00012568,transliteration
4,7 𐘝 VIN 8,1,0.00012568,transliteration
4,𐘝 VIN 8 𐙍,1,0.00012568,transliteration
4,VIN 8 𐙍 OLE+TA,1,0.00012568,transliteration
4,8 𐙍 OLE+TA 𐝓,1,0.00012568,transliteration
4,𐙍 OLE+TA 𐝓 QA2+[?]+PU,1,0.00012568,transliteration
4,OLE+TA 𐝓 QA2+[?]+PU ¹⁄₅,1,0.00012568,transliteration
4,𐝓 QA2+[?]+PU ¹⁄₅ SA,1,0.00012568,transliteration
4,QA2+[?]+PU ¹⁄₅ SA RA,1,0.00012568,transliteration
4,¹⁄₅ SA RA ¹⁄₂,1,0.00012568,transliteration
4,SA RA ¹⁄₂ 𐘴,1,0.00012568,transliteration
4,RA ¹⁄₂ 𐘴 *23M,1,0.00012568,transliteration
4,¹⁄₂ 𐘴 *23M 1,1,0.00012568,transliteration
4,𐘴 *23M 1 KI,1,0.00012568,transliteration
4,*23M 1 KI RO,1,0.00012568,transliteration
4,1 KI RO CYP,1,0.00012568,transliteration
4,KI RO CYP 8,1,0.00012568,transliteration
4,RO CYP 8 𐄁,1,0.00012568,transliteration
4,CYP 8 𐄁 NI,1,0.00012568,transliteration
4,8 𐄁 NI 𐝓,1,0.00012568,transliteration
4,𐄁 NI 𐝓 VIN,1,0.00012568,transliteration
4,NI 𐝓 VIN ¹⁄₂,1,0.00012568,transliteration
4,𐝓 VIN ¹⁄₂ *23M,1,0.00012568,transliteration
4,VIN ¹⁄₂ *23M 1,1,0.00012568,transliteration
4,¹⁄₂ *23M 1 ¹⁄₅,1,0.00012568,transliteration
4,*23M 1 ¹⁄₅ 𐄇,1,0.00012568,transliteration
4,1 ¹⁄₅ 𐄇 OLE+TA,1,0.00012568,transliteration
4,¹⁄₅ 𐄇 OLE+TA 𐝫,1,0.00012568,transliteration
4,𐄇 OLE+TA 𐝫 𐝫,1,0.00012568,transliteration
4,OLE+TA 𐝫 𐝫 100,1,0.00012568,transliteration
4,𐝫 𐝫 100 vase,1,0.00012568,transliteration
4,𐝫 100 vase 𐝫,1,0.00012568,transliteration
4,𐄁 TI SA 𐄁,1,0.00012568,transliteration
4,TI SA 𐄁 PU,1,0.00012568,transliteration
4,SA 𐄁 PU KO,1,0.00012568,transliteration
4,𐄁 PU KO 𐄁,1,0.00012568,transliteration
4,PU KO 𐄁 *410,1,0.00012568,transliteration
4,KO 𐄁 *410 VS,1,0.00012568,transliteration
4,𐄁 *410 VS 𐝫,1,0.00012568,transliteration
4,*410 VS 𐝫 5,1,0.00012568,transliteration
4,VS 𐝫 5 𐄋,1,0.00012568,transliteration
4,𐝫 5 𐄋 QA,1,0.00012568,transliteration
4,5 𐄋 QA PA₃,1,0.00012568,transliteration
4,𐄋 QA PA₃ 10,1,0.00012568,transliteration
4,QA PA₃ 10 𐄐,1,0.00012568,transliteration
4,PA₃ 10 𐄐 VS,1,0.00012568,transliteration
4,10 𐄐 VS SU,1,0.00012568,transliteration
4,𐄐 VS SU PU,1,0.00012568,transliteration
4,VS SU PU 10,1,0.00012568,transliteration
4,SU PU 10 *416,1,0.00012568,transliteration
4,PU 10 *416 VS,1,0.00012568,transliteration
4,10 *416 VS KA,1,0.00012568,transliteration
4,*416 VS KA RO,1,0.00012568,transliteration
4,VS KA RO PA₃,1,0.00012568,transliteration
4,KA RO PA₃ 10,1,0.00012568,transliteration
4,RO PA₃ 10 SA,1,0.00012568,transliteration
4,PA₃ 10 SA JA,1,0.00012568,transliteration
4,10 SA JA MA,1,0.00012568,transliteration
4,SA JA MA 30,1,0.00012568,transliteration
4,JA MA 30 𐝫,1,0.00012568,transliteration
4,MA 30 𐝫 𐝫,1,0.00012568,transliteration
4,30 𐝫 𐝫 KI,1,0.00012568,transliteration
4,𐝫 𐝫 KI MA,1,0.00012568,transliteration
4,𐝫 KI MA *323,1,0.00012568,transliteration
4,KI MA *323 NA,1,0.00012568,transliteration
4,MA *323 NA 𐙯,1,0.00012568,transliteration
4,*323 NA 𐙯 *815,1,0.00012568,transliteration
4,NA 𐙯 *815 𐚢,1,0.00012568,transliteration
4,𐙯 *815 𐚢 *815,1,0.00012568,transliteration
4,*815 𐚢 *815 PA₃,1,0.00012568,transliteration
4,𐚢 *815 PA₃ RA,1,0.00012568,transliteration
4,*815 PA₃ RA 300,1,0.00012568,transliteration
4,PA₃ RA 300 𐘴,1,0.00012568,transliteration
4,RA 300 𐘴 *815,1,0.00012568,transliteration
4,300 𐘴 *815 TA,1,0.00012568,transliteration
4,𐘴 *815 TA QE,1,0.00012568,transliteration
4,*815 TA QE 3000,1,0.00012568,transliteration
4,TA QE 3000 ?,1,0.00012568,transliteration
4,QE 3000 ? 𐄤,1,0.00012568,transliteration
4,*307 SA RA₂ 𐄁,1,0.00012568,transliteration
4,SA RA₂ 𐄁 *308,1,0.00012568,transliteration
4,RA₂ 𐄁 *308 ¹⁄₂,1,0.00012568,transliteration
4,𐄁 *308 ¹⁄₂ OLE+NE,1,0.00012568,transliteration
4,*308 ¹⁄₂ OLE+NE 𐝆𐝇,1,0.00012568,transliteration
4,¹⁄₂ OLE+NE 𐝆𐝇 𐝇,1,0.00012568,transliteration
4,OLE+NE 𐝆𐝇 𐝇 1,1,0.00012568,transliteration
4,𐝆𐝇 𐝇 1 ¹⁄₁₆,1,0.00012568,transliteration
4,𐝇 1 ¹⁄₁₆ 𐝇,1,0.00012568,transliteration
4,1 ¹⁄₁₆ 𐝇 1,1,0.00012568,transliteration
4,¹⁄₁₆ 𐝇 1 𐄇,1,0.00012568,transliteration
4,𐝇 1 𐄇 1,1,0.00012568,transliteration
4,𐄇 1 𐄇 RE,1,0.00012568,transliteration
4,1 𐄇 RE 𐄁,1,0.00012568,transliteration
4,𐄇 RE 𐄁 108,1,0.00012568,transliteration
4,RE 𐄁 108 𐄙,1,0.00012568,transliteration
4,𐄁 108 𐄙 DI,1,0.00012568,transliteration
4,108 𐄙 DI 𐘆,1,0.00012568,transliteration
4,𐄙 DI 𐘆 OLE+NE,1,0.00012568,transliteration
4,DI 𐘆 OLE+NE 𐄋,1,0.00012568,transliteration
4,𐘆 OLE+NE 𐄋 104,1,0.00012568,transliteration
4,OLE+NE 𐄋 104 𐝫,1,0.00012568,transliteration
4,𐄋 104 𐝫 53,1,0.00012568,transliteration
4,104 𐝫 53 ne,1,0.00012568,transliteration
4,𐝫 53 ne 𐄙,1,0.00012568,transliteration
4,53 ne 𐄙 𐄊,1,0.00012568,transliteration
4,ne 𐄙 𐄊 di,1,0.00012568,transliteration
4,𐄙 𐄊 di 𐄔,1,0.00012568,transliteration
4,𐄊 di 𐄔 𐄉,1,0.00012568,transliteration
4,SA RA₂ 𐄁 *401+*304,1,0.00012568,transliteration
4,RA₂ 𐄁 *401+*304 QA2+[?]+RE+PU,1,0.00012568,transliteration
4,𐄁 *401+*304 QA2+[?]+RE+PU 1,1,0.00012568,transliteration
4,*401+*304 QA2+[?]+RE+PU 1 ¹⁄₄,1,0.00012568,transliteration
4,QA2+[?]+RE+PU 1 ¹⁄₄ QA2+[?]+RE,1,0.00012568,transliteration
4,1 ¹⁄₄ QA2+[?]+RE 𐝉𐝋𐝫,1,0.00012568,transliteration
4,¹⁄₄ QA2+[?]+RE 𐝉𐝋𐝫 𐝋,1,0.00012568,transliteration
4,QA2+[?]+RE 𐝉𐝋𐝫 𐝋 3,1,0.00012568,transliteration
4,𐝉𐝋𐝫 𐝋 3 E+KA,1,0.00012568,transliteration
4,𐝋 3 E+KA 𐝃𐝉,1,0.00012568,transliteration
4,3 E+KA 𐝃𐝉 MI+JA+KA,1,0.00012568,transliteration
4,E+KA 𐝃𐝉 MI+JA+KA ¹⁄₅,1,0.00012568,transliteration
4,𐝃𐝉 MI+JA+KA ¹⁄₅ 𐝉,1,0.00012568,transliteration
4,MI+JA+KA ¹⁄₅ 𐝉 90,1,0.00012568,transliteration
4,¹⁄₅ 𐝉 90 𐝂,1,0.00012568,transliteration
4,𐝉 90 𐝂 100,1,0.00012568,transliteration
4,90 𐝂 100 𐄘,1,0.00012568,transliteration
4,𐝂 100 𐄘 100,1,0.00012568,transliteration
4,100 𐄘 100 𐄙,1,0.00012568,transliteration
4,𐄘 100 𐄙 [?],1,0.00012568,transliteration
4,100 𐄙 [?] 𐄙,1,0.00012568,transliteration
4,DA JU TE 𐄁,1,0.00012568,transliteration
4,JU TE 𐄁 SI,1,0.00012568,transliteration
4,TE 𐄁 SI *516,1,0.00012568,transliteration
4,𐄁 SI *516 𐄁,1,0.00012568,transliteration
4,SI *516 𐄁 SA,1,0.00012568,transliteration
4,*516 𐄁 SA RA₂,1,0.00012568,transliteration
4,𐄁 SA RA₂ 𐄁,1,0.00012568,transliteration
4,SA RA₂ 𐄁 MI+JA+KA,1,0.00012568,transliteration
4,RA₂ 𐄁 MI+JA+KA 𐝫,1,0.00012568,transliteration
4,𐄁 MI+JA+KA 𐝫 𐝫,1,0.00012568,transliteration
4,MI+JA+KA 𐝫 𐝫 𐝫,1,0.00012568,transliteration
4,𐝫 𐝫 𐝫 E,1,0.00012568,transliteration
4,𐝫 𐝫 E GRA,1,0.00012568,transliteration
4,𐝫 E GRA 200,1,0.00012568,transliteration
4,E GRA 200 𐙉,1,0.00012568,transliteration
4,GRA 200 𐙉 E+[,1,0.00012568,transliteration
4,200 𐙉 E+[ ],1,0.00012568,transliteration
4,𐙉 E+[ ] 𐝅𐝇,1,0.00012568,transliteration
4,E+[ ] 𐝅𐝇 𐛅,1,0.00012568,transliteration
4,] 𐝅𐝇 𐛅 QA2+[?]+PU,1,0.00012568,transliteration
4,𐝅𐝇 𐛅 QA2+[?]+PU ≈,1,0.00012568,transliteration
4,𐛅 QA2+[?]+PU ≈ ¹⁄₆,1,0.00012568,transliteration
4,QA2+[?]+PU ≈ ¹⁄₆ QA2+[?]+RE,1,0.00012568,transliteration
4,≈ ¹⁄₆ QA2+[?]+RE ¹⁄₄,1,0.00012568,transliteration
4,¹⁄₆ QA2+[?]+RE ¹⁄₄ MI+JA+I,1,0.00012568,transliteration
4,QA2+[?]+RE ¹⁄₄ MI+JA+I 245,1,0.00012568,transliteration
4,¹⁄₄ MI+JA+I 245 SA+MU+KU,1,0.00012568,transliteration
4,MI+JA+I 245 SA+MU+KU 100,1,0.00012568,transliteration
4,245 SA+MU+KU 100 𐄓,1,0.00012568,transliteration
4,SA+MU+KU 100 𐄓 PA₃,1,0.00012568,transliteration
4,100 𐄓 PA₃ 𐛂,1,0.00012568,transliteration
4,𐄓 PA₃ 𐛂 KI,1,0.00012568,transliteration
4,PA₃ 𐛂 KI 37,1,0.00012568,transliteration
