n,gram,count,probability,type
2,"?,pte? 𐄊",1,0.00010743,transliteration
2,165 ≈,1,0.00010743,transliteration
2,¹⁄₆ 𐄋,1,0.00010743,transliteration
2,𐄋 KI,1,0.00010743,transliteration
2,PA VIR+[?],1,0.00010743,transliteration
2,VIR+[?] 62,1,0.00010743,transliteration
2,62 𐄈,1,0.00010743,transliteration
2,𐄈 20,1,0.00010743,transliteration
2,𐄑 7,1,0.00010743,transliteration
2,𐄍 18,1,0.00010743,transliteration
2,𐄐 TA,1,0.00010743,transliteration
2,𐘳 KU,1,0.00010743,transliteration
2,KU 110,1,0.00010743,transliteration
2,110 𐘁,1,0.00010743,transliteration
2,RA₂ 5,1,0.00010743,transliteration
2,5 𐘽,1,0.00010743,transliteration
2,𐘽 NI,1,0.00010743,transliteration
2,3 ¹⁄₆,1,0.00010743,transliteration
2,¹⁄₆ 𐄉,1,0.00010743,transliteration
2,𐄉 2,1,0.00010743,transliteration
2,2 *318,1,0.00010743,transliteration
2,*318 *306,1,0.00010743,transliteration
2,*306 𐙪,1,0.00010743,transliteration
2,𐙪 CYP,1,0.00010743,transliteration
2,CYP double,1,0.00010743,transliteration
2,mina NI,1,0.00010743,transliteration
2,NI double,1,0.00010743,transliteration
2,mina 14,1,0.00010743,transliteration
2,14 ¹⁄₂,1,0.00010743,transliteration
2,𐝂 ¹⁄₅,1,0.00010743,transliteration
2,¹⁄₅ 𐄐,1,0.00010743,transliteration
2,1 DE,1,0.00010743,transliteration
2,DE DI,1,0.00010743,transliteration
2,1 KE,1,0.00010743,transliteration
2,KE KI,1,0.00010743,transliteration
2,5 *86,1,0.00010743,transliteration
2,*86 𐄁,1,0.00010743,transliteration
2,DE ME,1,0.00010743,transliteration
2,ME TE,1,0.00010743,transliteration
2,𐘃 *21F,1,0.00010743,transliteration
2,𐄁 𐄇,1,0.00010743,transliteration
2,GRA DA,1,0.00010743,transliteration
2,U 7,1,0.00010743,transliteration
2,10 KU,1,0.00010743,transliteration
2,U 10,1,0.00010743,transliteration
2,A AROM,1,0.00010743,transliteration
2,AROM TE,1,0.00010743,transliteration
2,TA GRA,1,0.00010743,transliteration
2,5 RU,1,0.00010743,transliteration
2,4 *323,1,0.00010743,transliteration
2,*323 *317,1,0.00010743,transliteration
2,*317 1,1,0.00010743,transliteration
2,1 *323,1,0.00010743,transliteration
2,*323 *344,1,0.00010743,transliteration
2,*344 1,1,0.00010743,transliteration
2,TE NI,1,0.00010743,transliteration
2,NI 20,1,0.00010743,transliteration
2,𐘝 —,1,0.00010743,transliteration
2,*118 RA,1,0.00010743,transliteration
2,𐄁 40,1,0.00010743,transliteration
2,40 ³⁄₄,1,0.00010743,transliteration
2,³⁄₄ OLE+U,1,0.00010743,transliteration
2,OLE+U 4,1,0.00010743,transliteration
2,2 ¹⁄₁₆,1,0.00010743,transliteration
2,𐄁 VIR+KA,1,0.00010743,transliteration
2,VIR+KA 82,1,0.00010743,transliteration
2,82 𐄈,1,0.00010743,transliteration
2,𐄈 33,1,0.00010743,transliteration
2,33 𐄒,1,0.00010743,transliteration
2,𐄒 KA,1,0.00010743,transliteration
2,TI 25,1,0.00010743,transliteration
2,25 𐘠,1,0.00010743,transliteration
2,𐘠 PA,1,0.00010743,transliteration
2,6 𐘚,1,0.00010743,transliteration
2,4 NA,1,0.00010743,transliteration
2,TI 𐘅,1,0.00010743,transliteration
2,𐘅 MA,1,0.00010743,transliteration
2,DI 𐙁,1,0.00010743,transliteration
2,𐙁 JU,1,0.00010743,transliteration
2,JU 15,1,0.00010743,transliteration
2,15 KI,1,0.00010743,transliteration
2,3 𐄋,1,0.00010743,transliteration
2,𐄋 5,1,0.00010743,transliteration
2,5 𐄉,1,0.00010743,transliteration
2,𐘠 𐄈,1,0.00010743,transliteration
2,𐄈 A,1,0.00010743,transliteration
2,A 5,1,0.00010743,transliteration
2,a 𐄋,1,0.00010743,transliteration
2,𐄇 TU,1,0.00010743,transliteration
2,NA ³⁄₄,1,0.00010743,transliteration
2,³⁄₄ 𐘅,1,0.00010743,transliteration
2,𐘅 DI,1,0.00010743,transliteration
2,DI RE,1,0.00010743,transliteration
2,¹⁄₂ 𐘆,1,0.00010743,transliteration
2,𐘆 TE,1,0.00010743,transliteration
2,*301 𐘃,1,0.00010743,transliteration
2,𐘃 RO,1,0.00010743,transliteration
2,RO KE,1,0.00010743,transliteration
2,KE 𐘁,1,0.00010743,transliteration
2,𐘁 KA,1,0.00010743,transliteration
2,I ¹⁄₄,1,0.00010743,transliteration
2,¹⁄₄ ?,1,0.00010743,transliteration
2,? ru,1,0.00010743,transliteration
2,ru vase,1,0.00010743,transliteration
2,𐝫 *188,1,0.00010743,transliteration
2,𐙓 VIN,1,0.00010743,transliteration
2,TE ¹⁄₁₆,1,0.00010743,transliteration
2,¹⁄₁₆ pi?,1,0.00010743,transliteration
2,pi? te,1,0.00010743,transliteration
2,te vase,1,0.00010743,transliteration
2,𐄊 VIN,1,0.00010743,transliteration
2,𐝅 𐛱,1,0.00010743,transliteration
2,𐛱 𐝫,1,0.00010743,transliteration
2,SI+SE NI,1,0.00010743,transliteration
2,6 DA,1,0.00010743,transliteration
2,*118 2,1,0.00010743,transliteration
2,2 ZU,1,0.00010743,transliteration
2,VIR+KA 58,1,0.00010743,transliteration
2,58 𐄔,1,0.00010743,transliteration
2,𐄔 *304+PA,1,0.00010743,transliteration
2,𐜝 TI+A,1,0.00010743,transliteration
2,TI+A 12,1,0.00010743,transliteration
2,12 KI,1,0.00010743,transliteration
2,5 𐄈,1,0.00010743,transliteration
2,𐄈 16,1,0.00010743,transliteration
2,16 𐄋,1,0.00010743,transliteration
2,RO 97,1,0.00010743,transliteration
2,97 𐄌,1,0.00010743,transliteration
2,CYP 5,1,0.00010743,transliteration
2,5 ¹⁄₄,1,0.00010743,transliteration
2,¹⁄₄ NI,1,0.00010743,transliteration
2,mina 𐝃,1,0.00010743,transliteration
2,𐝃 2,1,0.00010743,transliteration
2,𐝂 OLE+U,1,0.00010743,transliteration
2,OLE+U ≈,1,0.00010743,transliteration
2,¹⁄₆ 𐝆,1,0.00010743,transliteration
2,𐝆 3,1,0.00010743,transliteration
2,3 𐄈,1,0.00010743,transliteration
2,𐄈 OLE+NE,1,0.00010743,transliteration
2,OLE+NE weigh E,1,0.00010743,transliteration
2,weigh E 𐄉,1,0.00010743,transliteration
2,𐄉 ??,1,0.00010743,transliteration
2,?? [?],1,0.00010743,transliteration
2,ZU *22F,1,0.00010743,transliteration
2,*22F DI,1,0.00010743,transliteration
2,DI GRA+QE,1,0.00010743,transliteration
2,GRA+QE 40,1,0.00010743,transliteration
2,40 OLE+U,1,0.00010743,transliteration
2,OLE+U 8,1,0.00010743,transliteration
2,8 OLE+MI,1,0.00010743,transliteration
2,OLE+MI 8,1,0.00010743,transliteration
2,8 OLE+KI,1,0.00010743,transliteration
2,2 SA,1,0.00010743,transliteration
2,GRA 41,1,0.00010743,transliteration
2,𐄇 10,1,0.00010743,transliteration
2,𐄉 PA₃,1,0.00010743,transliteration
2,PA₃ OLE+U,1,0.00010743,transliteration
2,— 3,1,0.00010743,transliteration
2,3 𐄑,1,0.00010743,transliteration
2,𐄉 𐜓,1,0.00010743,transliteration
2,𐝫 *OLIV+TU,1,0.00010743,transliteration
2,*OLIV+TU ?,1,0.00010743,transliteration
2,vase T (7/8?),1,0.00010743,transliteration
2,T (7/8?) 𐄇,1,0.00010743,transliteration
2,GRA 976,1,0.00010743,transliteration
2,976 𐄖,1,0.00010743,transliteration
2,𐄖 PA₃,1,0.00010743,transliteration
2,PA₃ GRA+PA,1,0.00010743,transliteration
2,33 𐛭,1,0.00010743,transliteration
2,𐛭 VIR+[?],1,0.00010743,transliteration
2,VIR+[?] GRA+PA,1,0.00010743,transliteration
2,33 DI,1,0.00010743,transliteration
2,DI RI,1,0.00010743,transliteration
2,10 𐄉,1,0.00010743,transliteration
2,𐄉 ZU,1,0.00010743,transliteration
2,3 𐘅,1,0.00010743,transliteration
2,𐘅 WI,1,0.00010743,transliteration
2,WI 𐙁,1,0.00010743,transliteration
2,𐙁 I,1,0.00010743,transliteration
2,KA 𐘣,1,0.00010743,transliteration
2,𐘣 KU,1,0.00010743,transliteration
2,KU 1060,1,0.00010743,transliteration
2,"1060 ?,pte?",1,0.00010743,transliteration
2,"?,pte? 𐄋",1,0.00010743,transliteration
2,ro 𐄢,1,0.00010743,transliteration
2,𐄢 𐄕,1,0.00010743,transliteration
2,U TA₂,1,0.00010743,transliteration
2,NI 40,1,0.00010743,transliteration
2,40 PA₃,1,0.00010743,transliteration
2,PA₃ DA,1,0.00010743,transliteration
2,NE 6,1,0.00010743,transliteration
2,𐄌 *188,1,0.00010743,transliteration
2,𐙓 DA,1,0.00010743,transliteration
2,1 𐙂,1,0.00010743,transliteration
2,1 𐘈,1,0.00010743,transliteration
2,𐘈 KI,1,0.00010743,transliteration
2,¹⁄₂ ?,1,0.00010743,transliteration
2,TA PA,1,0.00010743,transliteration
2,𐄁 TE+RO[,1,0.00010743,transliteration
2,TE+RO[ 𐄁,1,0.00010743,transliteration
2,TI 45,1,0.00010743,transliteration
2,45 ¹⁄₂,1,0.00010743,transliteration
2,𐝆 DU,1,0.00010743,transliteration
2,DU TI,1,0.00010743,transliteration
2,TI 20,1,0.00010743,transliteration
2,20 ¹⁄₂,1,0.00010743,transliteration
2,SU TI,1,0.00010743,transliteration
2,TI 29,1,0.00010743,transliteration
2,29 𐄑,1,0.00010743,transliteration
2,𐄑 KU,1,0.00010743,transliteration
2,KU 95,1,0.00010743,transliteration
2,95 ro,1,0.00010743,transliteration
2,𐄘 𐄋,1,0.00010743,transliteration
2,𐝫 234,1,0.00010743,transliteration
2,234 𐙇,1,0.00010743,transliteration
2,𐙇 SA,1,0.00010743,transliteration
2,𐄁 235,1,0.00010743,transliteration
2,235 ?,1,0.00010743,transliteration
2,? 𐄚,1,0.00010743,transliteration
2,TE CYP,1,0.00010743,transliteration
2,𐝆 1,1,0.00010743,transliteration
2,— 𐄁,1,0.00010743,transliteration
2,jo 𐄉,1,0.00010743,transliteration
2,𐘃 *332,1,0.00010743,transliteration
2,*332 7,1,0.00010743,transliteration
2,7 ?,1,0.00010743,transliteration
2,? 𐄍,1,0.00010743,transliteration
2,NA VIR+[?],1,0.00010743,transliteration
2,VIR+[?] 1,1,0.00010743,transliteration
2,1 GRA+H,1,0.00010743,transliteration
2,GRA+H 70,1,0.00010743,transliteration
2,70 —,1,0.00010743,transliteration
2,— DI,1,0.00010743,transliteration
2,NA RO,1,0.00010743,transliteration
2,RO 2,1,0.00010743,transliteration
2,DU SU,1,0.00010743,transliteration
2,SU NI,1,0.00010743,transliteration
2,RA₂ TI,1,0.00010743,transliteration
2,TI 10,1,0.00010743,transliteration
2,10 𐘠,1,0.00010743,transliteration
2,𐘠 JU,1,0.00010743,transliteration
2,RE 4,1,0.00010743,transliteration
2,RO 𐙂,1,0.00010743,transliteration
2,𐙂 A,1,0.00010743,transliteration
2,RA JU,1,0.00010743,transliteration
2,JU 123,1,0.00010743,transliteration
2,123 a,1,0.00010743,transliteration
2,wa 𐄙,1,0.00010743,transliteration
2,DU *34,1,0.00010743,transliteration
2,*34 KU,1,0.00010743,transliteration
2,MI CYP+E,1,0.00010743,transliteration
2,CYP+E 20,1,0.00010743,transliteration
2,RO 100,1,0.00010743,transliteration
2,15 𐘝,1,0.00010743,transliteration
2,𐘝 60,1,0.00010743,transliteration
2,60 𐄋,1,0.00010743,transliteration
2,20 𐘁,1,0.00010743,transliteration
2,𐘁 *648,1,0.00010743,transliteration
2,*648 𐜧,1,0.00010743,transliteration
2,𐜧 1,1,0.00010743,transliteration
2,¹⁄₂ 2,1,0.00010743,transliteration
2,𐘝 MA,1,0.00010743,transliteration
2,MA 2,1,0.00010743,transliteration
2,𐝫 ³⁄₄,1,0.00010743,transliteration
2,³⁄₄ 𐄇,1,0.00010743,transliteration
2,𐄇 ju?,1,0.00010743,transliteration
2,ju? 𐄈,1,0.00010743,transliteration
2,KA 8,1,0.00010743,transliteration
2,𐄎 SA,1,0.00010743,transliteration
2,𐘞 QA,1,0.00010743,transliteration
2,QA 8,1,0.00010743,transliteration
2,8 𐘌,1,0.00010743,transliteration
2,DI 14,1,0.00010743,transliteration
2,14 NI,1,0.00010743,transliteration
2,NI 𐄐,1,0.00010743,transliteration
2,4 𐘆,1,0.00010743,transliteration
2,𐘆 3,1,0.00010743,transliteration
2,pu 𐄇,1,0.00010743,transliteration
2,*21F 𐝫,1,0.00010743,transliteration
2,PA 𐘹,1,0.00010743,transliteration
2,𐘹 𐝫,1,0.00010743,transliteration
2,DE 𐝫,1,0.00010743,transliteration
2,𐄁 𐘞,1,0.00010743,transliteration
2,𐘞 𐄁,1,0.00010743,transliteration
2,𐄁 2,1,0.00010743,transliteration
2,𐄐 ri,1,0.00010743,transliteration
2,ri 𐄈,1,0.00010743,transliteration
2,𐘻 4,1,0.00010743,transliteration
2,TA₂ SA,1,0.00010743,transliteration
2,10 OLE,1,0.00010743,transliteration
2,7 NI,1,0.00010743,transliteration
2,1 *23M,1,0.00010743,transliteration
2,VIN 9,1,0.00010743,transliteration
2,*47 NU,1,0.00010743,transliteration
2,NU RA,1,0.00010743,transliteration
2,𐄁 GRA+BOSm,1,0.00010743,transliteration
2,GRA+BOSm RI,1,0.00010743,transliteration
2,MA NU,1,0.00010743,transliteration
2,WI 2,1,0.00010743,transliteration
2,2 *301,1,0.00010743,transliteration
2,U RA,1,0.00010743,transliteration
2,NA *21F,1,0.00010743,transliteration
2,*21F NE,1,0.00010743,transliteration
2,SE KU,1,0.00010743,transliteration
2,TU ¹⁄₂,1,0.00010743,transliteration
2,JA 𐝂𐝂𐝂𐝂,1,0.00010743,transliteration
2,𐝂𐝂𐝂𐝂 𐝂,1,0.00010743,transliteration
2,𐝂 KA,1,0.00010743,transliteration
2,KA PO,1,0.00010743,transliteration
2,PO 1,1,0.00010743,transliteration
2,1 𐘊,1,0.00010743,transliteration
2,𐘊 RI,1,0.00010743,transliteration
2,SU 𐘭,1,0.00010743,transliteration
2,𐘭 SU,1,0.00010743,transliteration
2,SU 2,1,0.00010743,transliteration
2,𐝆 NU,1,0.00010743,transliteration
2,NU JA,1,0.00010743,transliteration
2,𐄁 NU,1,0.00010743,transliteration
2,WI 𐄁,1,0.00010743,transliteration
2,𐝆 PA₃,1,0.00010743,transliteration
2,I ¹⁄₂,1,0.00010743,transliteration
2,𐝆 TU,1,0.00010743,transliteration
2,TU JA,1,0.00010743,transliteration
2,𐝫 *306+MI,1,0.00010743,transliteration
2,*306+MI 𐜞,1,0.00010743,transliteration
2,𐜞 KU,1,0.00010743,transliteration
2,ta? du?,1,0.00010743,transliteration
2,TA RO,1,0.00010743,transliteration
2,JA GRA,1,0.00010743,transliteration
2,𐄓 5,1,0.00010743,transliteration
2,𐄋 GRA,1,0.00010743,transliteration
2,16 𐄐,1,0.00010743,transliteration
2,𐄐 OLE+KI,1,0.00010743,transliteration
2,𐜓 OLE+MI,1,0.00010743,transliteration
2,𐜗 OLIV,1,0.00010743,transliteration
2,𐙋 PI,1,0.00010743,transliteration
2,5 𐙉,1,0.00010743,transliteration
2,𐙉 OLE,1,0.00010743,transliteration
2,OLE 𐙖,1,0.00010743,transliteration
2,𐙖 OLE+MI,1,0.00010743,transliteration
2,1 *OLIV+TU,1,0.00010743,transliteration
2,*OLIV+TU 2,1,0.00010743,transliteration
2,2 SI,1,0.00010743,transliteration
2,KI GRA,1,0.00010743,transliteration
2,GRA 12,1,0.00010743,transliteration
2,12 𐘗,1,0.00010743,transliteration
2,𐘗 *304,1,0.00010743,transliteration
2,𐄈 NU,1,0.00010743,transliteration
2,MA GRA,1,0.00010743,transliteration
2,GRA 𐘌,1,0.00010743,transliteration
2,𐘌 *304,1,0.00010743,transliteration
2,𐄑 ?,1,0.00010743,transliteration
2,RO GRA,1,0.00010743,transliteration
2,GRA 100,1,0.00010743,transliteration
2,𐄐 OLE,1,0.00010743,transliteration
2,U SU,1,0.00010743,transliteration
2,MI TU,1,0.00010743,transliteration
2,RA MU,1,0.00010743,transliteration
2,TU JU,1,0.00010743,transliteration
2,JU MA,1,0.00010743,transliteration
2,U DI,1,0.00010743,transliteration
2,DI MI,1,0.00010743,transliteration
2,MI RU,1,0.00010743,transliteration
2,RU TA,1,0.00010743,transliteration
2,1 NA,1,0.00010743,transliteration
2,NA DA,1,0.00010743,transliteration
2,— SA,1,0.00010743,transliteration
2,SA TA,1,0.00010743,transliteration
2,KU KU,1,0.00010743,transliteration
2,KU DA,1,0.00010743,transliteration
2,1 KO,1,0.00010743,transliteration
2,KO SA,1,0.00010743,transliteration
2,SA I,1,0.00010743,transliteration
2,DA NE,1,0.00010743,transliteration
2,NE KU,1,0.00010743,transliteration
2,AU 𐄁,1,0.00010743,transliteration
2,DI 15,1,0.00010743,transliteration
2,𐄋 10,1,0.00010743,transliteration
2,𐄐 QA,1,0.00010743,transliteration
2,𐄊 RI,1,0.00010743,transliteration
2,RO 30,1,0.00010743,transliteration
2,𐄒 15,1,0.00010743,transliteration
2,*327 34,1,0.00010743,transliteration
2,34 𐄊,1,0.00010743,transliteration
2,𐄊 67,1,0.00010743,transliteration
2,67 𐄕,1,0.00010743,transliteration
2,𐄕 RI,1,0.00010743,transliteration
2,SI 13,1,0.00010743,transliteration
2,13 𐘤,1,0.00010743,transliteration
2,𐘤 KO,1,0.00010743,transliteration
2,KO JA,1,0.00010743,transliteration
2,JA 𐘺,1,0.00010743,transliteration
2,𐘺 KU,1,0.00010743,transliteration
2,TU 7,1,0.00010743,transliteration
2,7 𐘅,1,0.00010743,transliteration
2,𐘅 TI,1,0.00010743,transliteration
2,TI 7,1,0.00010743,transliteration
2,7 JA,1,0.00010743,transliteration
2,JA *345,1,0.00010743,transliteration
2,*345 𐘱,1,0.00010743,transliteration
2,𐘱 *306,1,0.00010743,transliteration
2,TU 𐙚,1,0.00010743,transliteration
2,𐙚 *327,1,0.00010743,transliteration
2,*327 JU,1,0.00010743,transliteration
2,JU 𐙳,1,0.00010743,transliteration
2,𐙳 KU,1,0.00010743,transliteration
2,ME GRA+K+L,1,0.00010743,transliteration
2,GRA+K+L 74,1,0.00010743,transliteration
2,74 𐄊,1,0.00010743,transliteration
2,𐄊 62,1,0.00010743,transliteration
2,62 𐝆𐝀,1,0.00010743,transliteration
2,𐝆𐝀 𐄈,1,0.00010743,transliteration
2,20 𐘚,1,0.00010743,transliteration
2,𐘚 KI,1,0.00010743,transliteration
2,NA GRA+B,1,0.00010743,transliteration
2,GRA+B 60,1,0.00010743,transliteration
2,60 𐘅,1,0.00010743,transliteration
2,𐘅 GRA+PA,1,0.00010743,transliteration
2,GRA+PA 48,1,0.00010743,transliteration
2,48 PA,1,0.00010743,transliteration
2,I TO,1,0.00010743,transliteration
2,TO ¹⁄₅,1,0.00010743,transliteration
2,¹⁄₅ ru,1,0.00010743,transliteration
2,ru to,1,0.00010743,transliteration
2,to 𐄉,1,0.00010743,transliteration
2,TA₂ OLE+QE+DI,1,0.00010743,transliteration
2,OLE+QE+DI 10,1,0.00010743,transliteration
2,5 OLE,1,0.00010743,transliteration
2,OLE 4,1,0.00010743,transliteration
2,3 *23M,1,0.00010743,transliteration
2,2 DA,1,0.00010743,transliteration
2,SI 2,1,0.00010743,transliteration
2,2 𐘤,1,0.00010743,transliteration
2,𐘤 PA,1,0.00010743,transliteration
2,1 𐄁,1,0.00010743,transliteration
2,2 𐄇,1,0.00010743,transliteration
2,3 JA,1,0.00010743,transliteration
2,RE 𐘱,1,0.00010743,transliteration
2,𐘱 SI,1,0.00010743,transliteration
2,1 *324,1,0.00010743,transliteration
2,𐄇 PA₃,1,0.00010743,transliteration
2,1 *306,1,0.00010743,transliteration
2,1 𐘹,1,0.00010743,transliteration
2,𐘹 KU,1,0.00010743,transliteration
2,𐄇 RO,1,0.00010743,transliteration
2,31 𐘀,1,0.00010743,transliteration
2,1 ro,1,0.00010743,transliteration
2,ro 𐄒,1,0.00010743,transliteration
2,𐄒 𐄇,1,0.00010743,transliteration
2,𐄇 ta?,1,0.00010743,transliteration
2,ta? da,1,0.00010743,transliteration
2,da 𐄇,1,0.00010743,transliteration
2,𐄁 *346,1,0.00010743,transliteration
2,*346 𐄁,1,0.00010743,transliteration
2,KI TA₂,1,0.00010743,transliteration
2,TA₂ 7,1,0.00010743,transliteration
2,7 𐘷,1,0.00010743,transliteration
2,𐘷 A,1,0.00010743,transliteration
2,2 𐘉,1,0.00010743,transliteration
2,𐘉 QA,1,0.00010743,transliteration
2,RU 𐘌,1,0.00010743,transliteration
2,𐄈 RE,1,0.00010743,transliteration
2,2 KU,1,0.00010743,transliteration
2,RO 65,1,0.00010743,transliteration
2,65 PO,1,0.00010743,transliteration
2,PO TO,1,0.00010743,transliteration
2,TO KU,1,0.00010743,transliteration
2,RO si,1,0.00010743,transliteration
2,si to,1,0.00010743,transliteration
2,to ta?,1,0.00010743,transliteration
2,𐄘 𐄍,1,0.00010743,transliteration
2,31 𐄇,1,0.00010743,transliteration
2,𐄇 8,1,0.00010743,transliteration
2,8 ¹⁄₄,1,0.00010743,transliteration
2,1 .3,1,0.00010743,transliteration
2,.3 𐝎,1,0.00010743,transliteration
2,𐝎 VIN,1,0.00010743,transliteration
2,VIN OLIV,1,0.00010743,transliteration
2,31 ¹⁄₂,1,0.00010743,transliteration
2,𐄇 *308,1,0.00010743,transliteration
2,*308 ³⁄₄,1,0.00010743,transliteration
2,³⁄₄ 𐄎,1,0.00010743,transliteration
2,𐄎 KI,1,0.00010743,transliteration
2,KI .3,1,0.00010743,transliteration
2,.3 𐘁,1,0.00010743,transliteration
2,SA OLIV,1,0.00010743,transliteration
2,OLIV 16,1,0.00010743,transliteration
2,16 𐙋,1,0.00010743,transliteration
2,𐙋 *308,1,0.00010743,transliteration
2,4 ¹⁄₆,1,0.00010743,transliteration
2,¹⁄₆ 𐄊,1,0.00010743,transliteration
2,𐄊 KI,1,0.00010743,transliteration
2,DA TU,1,0.00010743,transliteration
2,OLIV 𐘀,1,0.00010743,transliteration
2,𐘀 *308,1,0.00010743,transliteration
2,RO ³⁄₄,1,0.00010743,transliteration
2,³⁄₄ 𐝃,1,0.00010743,transliteration
2,RO OLIV,1,0.00010743,transliteration
2,OLIV 93,1,0.00010743,transliteration
2,93 𐙂,1,0.00010743,transliteration
2,𐙂 *308,1,0.00010743,transliteration
2,*308 𐄁,1,0.00010743,transliteration
2,𐄁 𐄘,1,0.00010743,transliteration
2,𐄘 KU,1,0.00010743,transliteration
2,RO ≈,1,0.00010743,transliteration
2,¹⁄₆ KI,1,0.00010743,transliteration
2,6 𐄑,1,0.00010743,transliteration
2,ro 𐄌,1,0.00010743,transliteration
2,*188 *308,1,0.00010743,transliteration
2,*308 11,1,0.00010743,transliteration
2,𐝕 DA,1,0.00010743,transliteration
2,PA DI,1,0.00010743,transliteration
2,DA 13/20,1,0.00010743,transliteration
2,13/20 𐝆,1,0.00010743,transliteration
2,𐝆 KA,1,0.00010743,transliteration
2,𐘾 SI,1,0.00010743,transliteration
2,DU ¹⁄₆,1,0.00010743,transliteration
2,¹⁄₆ 𐘤,1,0.00010743,transliteration
2,𐘤 DU,1,0.00010743,transliteration
2,NA ³⁄₈,1,0.00010743,transliteration
2,³⁄₈ 𐘚,1,0.00010743,transliteration
2,𐘚 KU,1,0.00010743,transliteration
2,20 KI,1,0.00010743,transliteration
2,5 ?,1,0.00010743,transliteration
2,ro 𐄋,1,0.00010743,transliteration
2,𐘽 OLE+KI,1,0.00010743,transliteration
2,OLE+KI ¹⁄₅,1,0.00010743,transliteration
2,¹⁄₅ 𐜓,1,0.00010743,transliteration
2,OLE+U 𐝂,1,0.00010743,transliteration
2,𐝂 1,1,0.00010743,transliteration
2,¹⁄₂ SA,1,0.00010743,transliteration
2,GRA 2,1,0.00010743,transliteration
2,1 ni,1,0.00010743,transliteration
2,ni ?,1,0.00010743,transliteration
2,𐄑 TA₂,1,0.00010743,transliteration
2,20 𐛭,1,0.00010743,transliteration
2,𐛭 GRA+F,1,0.00010743,transliteration
2,GRA+F ¹⁄₂,1,0.00010743,transliteration
2,𐄍 *304,1,0.00010743,transliteration
2,pu 𐄑,1,0.00010743,transliteration
2,𐝫 U,1,0.00010743,transliteration
2,U ¹⁄₂,1,0.00010743,transliteration
2,JA 𐘤,1,0.00010743,transliteration
2,𐘤 U,1,0.00010743,transliteration
2,*49 1,1,0.00010743,transliteration
2,𐝫 62,1,0.00010743,transliteration
2,62 𐘪,1,0.00010743,transliteration
2,𐘪 2,1,0.00010743,transliteration
2,𐄕 𐄈,1,0.00010743,transliteration
2,*305 3,1,0.00010743,transliteration
2,𐝫 TWE,1,0.00010743,transliteration
2,TWE 𐙆,1,0.00010743,transliteration
2,𐙆 𐄁,1,0.00010743,transliteration
2,6 𐙆,1,0.00010743,transliteration
2,𐙆 𐝫,1,0.00010743,transliteration
2,ja 𐄌,1,0.00010743,transliteration
2,𐄇 *304+PA,1,0.00010743,transliteration
2,*304+PA *47,1,0.00010743,transliteration
2,1 wi,1,0.00010743,transliteration
2,wi ta?,1,0.00010743,transliteration
2,ta? 𐄇,1,0.00010743,transliteration
2,NE 13,1,0.00010743,transliteration
2,RO 156,1,0.00010743,transliteration
2,156 𐘁,1,0.00010743,transliteration
2,𐘁 KU,1,0.00010743,transliteration
2,KU 72,1,0.00010743,transliteration
2,72 𐄔,1,0.00010743,transliteration
2,𐄔 VIR+*313c,1,0.00010743,transliteration
2,VIR+*313c 𐙂,1,0.00010743,transliteration
2,𐙂 KI+MU,1,0.00010743,transliteration
2,KI+MU 15,1,0.00010743,transliteration
2,15 *301,1,0.00010743,transliteration
2,*301 11,1,0.00010743,transliteration
2,11 𐄊,1,0.00010743,transliteration
2,𐄊 14,1,0.00010743,transliteration
2,KU 291,1,0.00010743,transliteration
2,291 𐄐,1,0.00010743,transliteration
2,[?] 𐄐,1,0.00010743,transliteration
2,𐄊 ta?,1,0.00010743,transliteration
2,ro 𐄚,1,0.00010743,transliteration
2,𐄚 𐄘,1,0.00010743,transliteration
2,𐄘 𐄈,1,0.00010743,transliteration
2,RU NU,1,0.00010743,transliteration
2,NU SE,1,0.00010743,transliteration
2,SE ME,1,0.00010743,transliteration
2,ME GRA,1,0.00010743,transliteration
2,𐄐 TU,1,0.00010743,transliteration
2,RE GRA+KU,1,0.00010743,transliteration
2,GRA+KU 12,1,0.00010743,transliteration
2,TA ¹⁄₂,1,0.00010743,transliteration
2,𐘻 GRA+KU,1,0.00010743,transliteration
2,6 𐝆,1,0.00010743,transliteration
2,𐝆 DI,1,0.00010743,transliteration
2,DI GRA+KU,1,0.00010743,transliteration
2,GRA+KU 4,1,0.00010743,transliteration
2,4 MA,1,0.00010743,transliteration
2,𐄊 ju?,1,0.00010743,transliteration
2,"ju? ?,de?",1,0.00010743,transliteration
2,"?,de? 𐝫",1,0.00010743,transliteration
2,6 VIR+[?],1,0.00010743,transliteration
2,VIR+[?] *329,1,0.00010743,transliteration
2,*329 GRA+KU,1,0.00010743,transliteration
2,GRA+KU 1,1,0.00010743,transliteration
2,𐝫 GRA+KU,1,0.00010743,transliteration
2,GRA 33,1,0.00010743,transliteration
2,33 𐝆𐝁,1,0.00010743,transliteration
2,𐝆 *304,1,0.00010743,transliteration
2,*21F NA,1,0.00010743,transliteration
2,NA GRA,1,0.00010743,transliteration
2,40 ¹⁄₂,1,0.00010743,transliteration
2,𐙉 OLE+DI,1,0.00010743,transliteration
2,1 OLE+KI,1,0.00010743,transliteration
2,OLE+KI 6,1,0.00010743,transliteration
2,𐄉 RA₂,1,0.00010743,transliteration
2,RA₂ KU,1,0.00010743,transliteration
2,NI 𐘤,1,0.00010743,transliteration
