la_bennett_id,inscription_id,gorila_id,sequence,character,findspot,period,object_type,syllabograms_before,syllabograms_after,chars_before,chars_after,nearby_numbers,nearby_fractions,all_inscription_logograms,pattern_frequency,morphology_cross_reference
A 348,45,HT33,7,𐚹,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,1; 0.25; 3; 3,,A 348; A 349; A 361; A 371; A 383; A 509; VASE 10; VASE 12; VASE 3; VASE 4,,
VASE 10,45,HT33,8,𐝉,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,1; 0.25; 3; 3,,A 348; A 349; A 361; A 371; A 383; A 509; VASE 10; VASE 12; VASE 3; VASE 4,,
VASE 12,45,HT33,9,𐝋,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,3 E+KA 𐝃𐝉,,𐝫 𐝫 𐄉,1; 0.25; 3; 3; 0.2,,A 348; A 349; A 361; A 371; A 383; A 509; VASE 10; VASE 12; VASE 3; VASE 4,,
A 361,45,HT33,13,𐛆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),3 E+KA 𐝃𐝉,,𐝫 𐝫 𐄉,,3; 3; 0.2; 90; 100,,A 348; A 349; A 361; A 371; A 383; A 509; VASE 10; VASE 12; VASE 3; VASE 4,,
VASE 4,45,HT33,14,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,3; 3; 90; 100; 90,,A 348; A 349; A 361; A 371; A 383; A 509; VASE 10; VASE 12; VASE 3; VASE 4,,
VASE 10,45,HT33,15,𐝉,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,3; 3; 0.2; 90; 100; 90; 100,,A 348; A 349; A 361; A 371; A 383; A 509; VASE 10; VASE 12; VASE 3; VASE 4,,
A 383,45,HT33,16,𐛜,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,3; 0.2; 100; 90; 100; 100,,A 348; A 349; A 361; A 371; A 383; A 509; VASE 10; VASE 12; VASE 3; VASE 4,,
VASE 3,45,HT33,17,𐝂,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,"100 
",,𐙙 𐄘,3; 0.2; 90; 100; 90; 100; 100,,A 348; A 349; A 361; A 371; A 383; A 509; VASE 10; VASE 12; VASE 3; VASE 4,,
A 509,45,HT33,20,𐜦,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"100 
",𐄙,𐙙 𐄘,𐄙,90; 100; 90; 100; 100,,A 348; A 349; A 361; A 371; A 383; A 509; VASE 10; VASE 12; VASE 3; VASE 4,,
A 371,45,HT33,22,𐛐,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),𐄙,𐄙,𐄙,𐄙,100; 90; 100; 100; 100,,A 348; A 349; A 361; A 371; A 383; A 509; VASE 10; VASE 12; VASE 3; VASE 4,,
A 355,46,HT34,5,𐛀,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),DA JU TE 𐄁 SI,𐄁 SA RA₂ 𐄁,𐘀 𐘶 𐘃 𐄁 𐘤,𐄁 𐘞 𐘽 𐄁,,,A 348; A 350; A 355; A 357; A 360; A 361; A 382; A 383; VASE 1; VASE 2; VASE 4; VASE 5; VASE 6; VASE 8,,
A 383,46,HT34,10,𐛜,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),𐄁 SA RA₂ 𐄁,"
 
 
",𐄁 𐘞 𐘽 𐄁,𐝫 𐝫 𐝫,,,A 348; A 350; A 355; A 357; A 360; A 361; A 382; A 383; VASE 1; VASE 2; VASE 4; VASE 5; VASE 6; VASE 8,,
VASE 2,46,HT34,14,𐝁,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"
 
 
","GRA 200 
 E+[ ]",𐝫 𐝫 𐝫,𐘡 𐄁 𐙉 𐄚 𐝫,200; 200,,A 348; A 350; A 355; A 357; A 360; A 361; A 382; A 383; VASE 1; VASE 2; VASE 4; VASE 5; VASE 6; VASE 8,,
A 360,46,HT34,21,𐛅,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"200 
 E+[ ] 𐝅𐝇",QA2+[?]+PU,𐄁 𐙉 𐄚 𐝫 𐝫,𐄈,200; 200; 2; 0.1667; 0.25,,A 348; A 350; A 355; A 357; A 360; A 361; A 382; A 383; VASE 1; VASE 2; VASE 4; VASE 5; VASE 6; VASE 8,,
VASE 6,46,HT34,23,𐝅,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),QA2+[?]+PU,,𐄈,,200; 2; 0.1667; 0.25; 245,,A 348; A 350; A 355; A 357; A 360; A 361; A 382; A 383; VASE 1; VASE 2; VASE 4; VASE 5; VASE 6; VASE 8,,
VASE 8,46,HT34,24,𐝇,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,2; 0.25; 245,,A 348; A 350; A 355; A 357; A 360; A 361; A 382; A 383; VASE 1; VASE 2; VASE 4; VASE 5; VASE 6; VASE 8,,
A 350,46,HT34,25,𐚻,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,2; 0.1667; 0.25; 245; 200,,A 348; A 350; A 355; A 357; A 360; A 361; A 382; A 383; VASE 1; VASE 2; VASE 4; VASE 5; VASE 6; VASE 8,,
VASE 1,46,HT34,26,𐝀,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,2; 0.1667; 245; 200; 40,,A 348; A 350; A 355; A 357; A 360; A 361; A 382; A 383; VASE 1; VASE 2; VASE 4; VASE 5; VASE 6; VASE 8,,
A 348,46,HT34,27,𐚹,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,2; 0.1667; 0.25; 245; 200; 40; 5,,A 348; A 350; A 355; A 357; A 360; A 361; A 382; A 383; VASE 1; VASE 2; VASE 4; VASE 5; VASE 6; VASE 8,,
VASE 4,46,HT34,28,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,0.1667; 0.25; 200; 40; 5,,A 348; A 350; A 355; A 357; A 360; A 361; A 382; A 383; VASE 1; VASE 2; VASE 4; VASE 5; VASE 6; VASE 8,,
A 382,46,HT34,29,𐛛,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,"100 
 PA₃",,𐄚 𐄓 𐄋,0.1667; 0.25; 245; 200; 40; 5; 100,,A 348; A 350; A 355; A 357; A 360; A 361; A 382; A 383; VASE 1; VASE 2; VASE 4; VASE 5; VASE 6; VASE 8,,
A 357,46,HT34,33,𐛂,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"100 
 PA₃","KI 37 
 ¹⁄₁₆ 
",𐄚 𐄓 𐄋,𐄙 𐘰 𐄖 𐘸 𐘁,245; 200; 40; 5; 100; 37; 70; 0.0625,,A 348; A 350; A 355; A 357; A 360; A 361; A 382; A 383; VASE 1; VASE 2; VASE 4; VASE 5; VASE 6; VASE 8,,
A 361,46,HT34,41,𐛆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"
 ¹⁄₁₆ 
 PU ¹⁄₈",,𐄖 𐘸 𐘁 𐄒 𐄍,,70; 0.0625; 30; 7,,A 348; A 350; A 355; A 357; A 360; A 361; A 382; A 383; VASE 1; VASE 2; VASE 4; VASE 5; VASE 6; VASE 8,,
VASE 8,46,HT34,42,𐝇,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,ai?,,𐘫,0.0625; 30; 7,,A 348; A 350; A 355; A 357; A 360; A 361; A 382; A 383; VASE 1; VASE 2; VASE 4; VASE 5; VASE 6; VASE 8,,
VASE 5,46,HT34,44,𐝄,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),ai?,,𐘫,,30; 7,,A 348; A 350; A 355; A 357; A 360; A 361; A 382; A 383; VASE 1; VASE 2; VASE 4; VASE 5; VASE 6; VASE 8,,
A 381,47,HT35,11,𐛚,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),I KU TA CYP 1,,𐘚 𐙂 𐘳 𐙗 𐄇,,1; 0.3333; 0.3333; 0.3333,,A 350; A 381; VASE 2; VASE 3; VASE 8,,
VASE 2,47,HT35,12,𐝁,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,1; 0.3333; 0.3333,,A 350; A 381; VASE 2; VASE 3; VASE 8,,
VASE 2,47,HT35,14,𐝁,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,*308,,𐙜,1; 0.3333; 0.3333; 5,,A 350; A 381; VASE 2; VASE 3; VASE 8,,
VASE 2,47,HT35,16,𐝁,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),*308,,𐙜,,0.3333; 0.3333; 5; 5; 0.0625,,A 350; A 381; VASE 2; VASE 3; VASE 8,,
A 350,47,HT35,21,𐚻,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"
 5 
",,𐝫 𐘡 𐄋,,0.3333; 5; 5; 0.2,,A 350; A 381; VASE 2; VASE 3; VASE 8,,
VASE 8,47,HT35,22,𐝇,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,¹⁄₅,,𐙍,5; 5; 0.0625; 0.2,,A 350; A 381; VASE 2; VASE 3; VASE 8,,
VASE 3,47,HT35,24,𐝂,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),¹⁄₅,,𐙍,,5; 5; 0.0625; 0.2,,A 350; A 381; VASE 2; VASE 3; VASE 8,,
A 503,48,HT36,2,𐜠,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),JE DI,,𐘧 𐘆,,20; 40; 4,A 702,A 503; VASE 7,,
VASE 7,48,HT36,7,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"64 ¹⁄₂ 
","WA 7 ¹⁄₂ 
",𐄑 𐄓 𐄊,𐘬 𐙀 𐘮 𐄍,20; 40; 4; 7; 0.5; 7,A 702,A 503; VASE 7,,
VASE 7,48,HT36,12,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"WA 7 ¹⁄₂ 
",6 𐄌,𐘬 𐙀 𐘮 𐄍,𐝫 𐄌,7; 0.5; 7; 6; 6,,A 503; VASE 7,,
A 382,49,HT37,0,𐛛,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,𐄁 KA KI 𐄁 𐄁,,𐄁 𐘾 𐘸 𐄁 𐄁,,,A 382,,
A 326,50,HT38,5,𐚣,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),𐝫 𐝫 DA RO PA,"VS 
 AU 
 CAP",𐝫 𐝫 𐘀 𐘁 𐘂,𐄇 𐙄 𐄇 𐘒 𐄉,1; 1; 3,,A 326; A 369; A 370; A 385,,
A 385,50,HT38,11,𐛞,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"VS 
 AU 
 CAP",*554 *118,𐄇 𐙄 𐄇 𐘒 𐄉,𐙈 𐄉,1; 1; 3; 3; 2,,A 326; A 369; A 370; A 385,,
A 369,50,HT38,14,𐛎,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),*554 *118,TELA+KU,𐙈 𐄉,𐄈,3; 3; 2; 1,,A 326; A 369; A 370; A 385,,
A 370,50,HT38,16,𐛏,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),TELA+KU,TELA+*312,𐄈,𐄇,3; 2; 1,,A 326; A 369; A 370; A 385,,
A 391,51,HT39,26,𐛤,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"] 2 DU+[ 
",𐄈 𐝫,𐙂 𐘁 𐄙 𐝫,𐄈 𐝫,2; 100; 2,,A 368; A 391,,
A 368,51,HT39,29,𐛍,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),𐄈 𐝫,𐝫 𐝫,𐄈 𐝫,𐝫 𐝫,100; 2,,A 368; A 391,,
VASE 3,53,HT41a,21,𐝂,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),𐄁 PA JA 2 double,,𐘝 𐄁 𐘂 𐘱 𐄈,,2; 2,,VASE 3,,
VASE 3,53,HT41a,22,𐝂,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,2; 2,,VASE 3,,
A 364,55,HT42+59,3,𐛉,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),TA 𐄁 SI+SE,"TE 𐄁 OLE+KI 
",𐝫 𐘳 𐄁,𐄁 𐘃 𐄁 𐄎,8; 8,,A 364; A 568,,
A 568,55,HT42+59,37,𐝕,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),𐝫 ne ja 𐝫,,𐝫 𐘙 𐘹 𐝫,,,A 728,A 364; A 568,,
A 400,56,HT43,10,𐛭,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),*342 I 𐄁 I 𐄁,5 𐝫,𐚂 𐘚 𐄁 𐘚 𐄁,𐄋 𐝫,5,,A 400,,
VASE 10,59,HT45a,2,𐝉,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),𐝫 𐝫𐝉,"
 *86 *305 2 
",𐝫 𐝫,𐘂 𐝫 𐝫 𐙅 𐄁,2,,VASE 10,,
VASE 3,60,HT45b,4,𐝂,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),𐝫 — 8 double,,𐝫 — 𐝫 𐄎,,8; 8; 0.25,,A 349; VASE 10; VASE 2; VASE 3; VASE 4,,
VASE 3,60,HT45b,5,𐝂,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,8; 8; 0.25,,A 349; VASE 10; VASE 2; VASE 3; VASE 4,,
A 349,60,HT45b,6,𐚺,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,8; 8; 0.25,,A 349; VASE 10; VASE 2; VASE 3; VASE 4,,
VASE 10,60,HT45b,7,𐝉,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,"¹⁄₄ 
",,𐝫 𐙂,8; 8; 0.25,,A 349; VASE 10; VASE 2; VASE 3; VASE 4,,
VASE 4,60,HT45b,10,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"¹⁄₄ 
","*318 *305 7 
 QA2+[?]+RE+PU",𐝫 𐙂,— 𐙪 𐄁 𐙙 𐄍,0.25; 7; 7,,A 349; VASE 10; VASE 2; VASE 3; VASE 4,,
A 349,60,HT45b,16,𐚺,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"*318 *305 7 
 QA2+[?]+RE+PU",,— 𐙪 𐄁 𐙙 𐄍,,7; 7; 20; 0.3333,,A 349; VASE 10; VASE 2; VASE 3; VASE 4,,
VASE 10,60,HT45b,17,𐝉,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,"A 20 ¹⁄₃ 
 𐄁",,𐘂 𐝫 𐄁 𐝫 𐘇,7; 7; 20; 0.3333,,A 349; VASE 10; VASE 2; VASE 3; VASE 4,,
VASE 2,60,HT45b,24,𐝁,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"20 ¹⁄₃ 
 𐄁 KU",KU ¹⁄₄,𐝫 𐄁 𐝫 𐘇 𐄑,𐄁 𐙂,20; 0.3333; 20; 0.25,,A 349; VASE 10; VASE 2; VASE 3; VASE 4,,
VASE 4,60,HT45b,27,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),KU ¹⁄₄,ta?,𐄁 𐙂,𐙂,20; 0.25; 0.25,,A 349; VASE 10; VASE 2; VASE 3; VASE 4,,
VASE 4,60,HT45b,29,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),ta?,,𐙂,,0.25; 0.25,,A 349; VASE 10; VASE 2; VASE 3; VASE 4,,
VASE 7,61,HT46a,11,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),43 ¹⁄₂ ro 𐄓 𐄉,,𐝫 𐙂 𐘁 𐄓 𐄉,,43; 0.5; 40; 3,,VASE 7,,
VASE 7,62,HT46b,5,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"𐝫 𐝫 16 ¹⁄₂ 
",𐝫 𐄈 𐄊,𐝫 𐝫 𐝫 𐄐 𐄌,𐝫 𐄈 𐄊,16; 10; 6; 2; 4,,VASE 7,,
A 378,63,HT47a,3,𐛗,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),KA ]TU+RO 𐄁,"KU NA TU 20 
",𐘾 𐝫 𐝫,𐄁 𐙂 𐘰 𐘅 𐘹,20,,A 378,,
A 321,65,HT49a,35,𐚞,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"1 
 1 
 KU","1 TU SU 1 
",𐘴 𐄇 𐘇 𐘘 𐄇,𐄇 𐙢 𐄇 𐙂 𐘰,1; 1; 1; 1; 1; 1; 1,,A 321,,
VASE 4,67,HT50a,6,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"— GRA 
 ¹⁄₄ OLE+KI",,— 𐝫 𐙉 𐝫 𐝫,,0.25; 0.5,,VASE 4; VASE 5; VASE 7,,
VASE 4,67,HT50a,8,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,0.25; 0.25; 0.5; 1,,VASE 4; VASE 5; VASE 7,,
VASE 7,67,HT50a,10,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,0.25; 1; 1; 3,,VASE 4; VASE 5; VASE 7,,
VASE 7,67,HT50a,12,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,"
 OLIV",,𐙘 𐄇,0.5; 1; 3; 0.375,,VASE 4; VASE 5; VASE 7,,
VASE 7,67,HT50a,15,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"
 OLIV","
 ³⁄₈ ? 𐄉",𐙘 𐄇,𐝫 𐝫 𐙋 𐄉,0.5; 1; 1; 0.375; 3,A 711,VASE 4; VASE 5; VASE 7,,
VASE 4,67,HT50a,21,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,0.375; 3,A 711,VASE 4; VASE 5; VASE 7,,
VASE 5,67,HT50a,22,𐝄,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,0.375; 3,A 711,VASE 4; VASE 5; VASE 7,,
VASE 7,70,HT51b,10,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"ZU DU 
 SI 
",,𐄈 𐝫 𐝫 𐙀 𐘬,,2,,VASE 5; VASE 7,,
VASE 5,70,HT51b,11,𐝄,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,jo 𐝫 𐝫 𐝫,,𐘤 𐝫 𐝫 𐝫,,,VASE 5; VASE 7,,
VASE 7,79,HT56a,7,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"SA 
 ¹⁄₂ 
 U",u 𐝫 𐝫,𐘞 𐝫 𐝫 𐄐 𐄇,𐘉 𐝫 𐝫,0.5; 10; 1,,VASE 7,,
VASE 5,81,HT57a,9,𐝄,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"
 A ¹⁄₈ 
 𐝫",𐝫 𐝫,𐝫 𐄇 𐘇 𐝫 𐝫,𐝫 𐝫,1; 0.125,,VASE 5,,
VASE 8,84,HT60,3,𐝇,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,0.0625; 0.0625; 0.0625,,A 348; A 350; A 380; VASE 10; VASE 4; VASE 8,,
A 380,84,HT60,4,𐛙,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,¹⁄₁₆,,𐝫,0.0625; 0.0625; 0.0625; 5,,A 348; A 350; A 380; VASE 10; VASE 4; VASE 8,,
VASE 8,84,HT60,6,𐝇,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),¹⁄₁₆,¹⁄₁₆,𐝫,𐙍,0.0625; 0.0625; 0.0625; 5; 5,,A 348; A 350; A 380; VASE 10; VASE 4; VASE 8,,
VASE 8,84,HT60,8,𐝇,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),¹⁄₁₆,,𐙍,,0.0625; 0.0625; 5; 5,,A 348; A 350; A 380; VASE 10; VASE 4; VASE 8,,
VASE 4,84,HT60,9,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,"
",,𐄋,0.0625; 0.0625; 5,,A 348; A 350; A 380; VASE 10; VASE 4; VASE 8,,
A 348,84,HT60,11,𐚹,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"
",QA2+[?]+PU 𐝫,𐄋,𐝫 𐝫,0.0625; 5; 5,,A 348; A 350; A 380; VASE 10; VASE 4; VASE 8,,
A 350,84,HT60,14,𐚻,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),QA2+[?]+PU 𐝫,,𐝫 𐝫,,5; 5,,A 348; A 350; A 380; VASE 10; VASE 4; VASE 8,,
VASE 10,84,HT60,15,𐝉,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,𐝫,,𐝫,5,,A 348; A 350; A 380; VASE 10; VASE 4; VASE 8,,
VASE 4,86,HT62+73,14,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"15 ¹⁄₄ 
 KA KU","18 
 *28B TI 6",𐝫 𐘅 𐙉 𐄐 𐄋,𐘾 𐙂 𐄊 𐝫 𐝫,15; 0.25; 10; 5; 18; 4; 6,,VASE 4,,
VASE 4,86,HT62+73,31,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"
 4 
 
 NU","25 
 
 KU 
",𐄌 𐘆 𐝫 𐝫 𐄊,𐘾 𐝫 𐝫 𐙇 𐝫,6; 4; 4; 25,,VASE 4,,
A 507,89,HT65,1,𐜤,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),𐝫,,𐝫,,0.0625,,A 507; VASE 8,,
VASE 8,89,HT65,2,𐝇,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,𐝫,,𐝫,,,A 507; VASE 8,,
VASE 4,94,HT70,11,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"SA 2 ¹⁄₄ 
 I","
 
 𐝫 𐄉 𐝫",𐝫 𐘌 𐙈 𐘞 𐄈,𐝫 𐝫 𐘚 𐄉 𐝫,2; 0.25; 2; 3,,VASE 4,,
A 381,101,HT81,3,𐛚,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),A SE 𐄁,𐄁,𐘇 𐘈 𐄁,𐄁,0.1667,,A 381; VASE 12; VASE 6,,
VASE 6,101,HT81,5,𐝅,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),𐄁,¹⁄₆ RI SU MA 𐝋,𐄁,𐝫 𐝫 𐘭 𐘲 𐙁,0.1667,,A 381; VASE 12; VASE 6,,
VASE 12,101,HT81,11,𐝋,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),¹⁄₆ RI SU MA 𐝋,"
 𐝫 𐝫",𐝫 𐝫 𐘭 𐘲 𐙁,𐘸 𐝫 𐝫,0.1667,,A 381; VASE 12; VASE 6,,
A 401,102,HT82,2,𐛮,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),𐝫 GRA+QIf,,𐝫 𐝫,,0.25,,A 401; VASE 4; VASE 8,,
VASE 8,102,HT82,3,𐝇,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,*304+[,,𐝫,0.0625; 0.25,,A 401; VASE 4; VASE 8,,
VASE 4,102,HT82,6,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),*304+[,𐝫 𐝫,𐝫,𐝫 𐝫,0.0625; 0.25,,A 401; VASE 4; VASE 8,,
A 503,104,HT85a,3,𐜠,Haghia Triada - Casa Room 7,LM IB,tablet (page-shaped),A DU 𐄁,𐄁 VIR+[?] 𐄁 DA RI,𐘇 𐘬 𐄁,𐄁 𐙇 𐄁 𐘀 𐘭,,,A 503,,
A 394,109,HT88,2,𐛧,Haghia Triada - Casa Room 7,LM IB,tablet (page-shaped),A DU,20 RE ZA 6 NI,𐘇 𐘬,𐄑 𐘙 𐘍 𐄌 𐘝,20; 6,,A 394,,
A 376,110,HT89,9,𐛕,Haghia Triada - Casa Room 7,LM IB,tablet (page-shaped),"*307 𐄁 *305 23 
","
 MA MI 24 
",𐙛 𐄁 𐙙 𐄑 𐄉,𐄑 𐄈 𐙁 𐘚 𐘻,20; 3; 20; 2; 24,,A 376; A 396; A 568; VASE 4,,
A 396,110,HT89,17,𐛩,Haghia Triada - Casa Room 7,LM IB,tablet (page-shaped),"MI 24 
 VIR+*313a 13",RA 5 KU RO 87,𐙁 𐘚 𐘻 𐄑 𐄊,𐄐 𐄉 𐘳 𐘴 𐄋,24; 20; 4; 10; 3; 5,,A 376; A 396; A 568; VASE 4,,
A 568,110,HT89,29,𐝕,Haghia Triada - Casa Room 7,LM IB,tablet (page-shaped),"2 ³⁄₄ 
 2 ¹⁄₄",6 𐄈,𐘁 𐄗 𐄍 𐙗 𐄈,𐘝 𐄈,2; 80; 7; 2; 2; 6; 2; 6,,A 376; A 396; A 568; VASE 4,,
VASE 4,110,HT89,32,𐝃,Haghia Triada - Casa Room 7,LM IB,tablet (page-shaped),6 𐄈,ka 𐄌 𐝫,𐘝 𐄈,𐙍 𐄌 𐝫,2; 2; 6; 2; 6,,A 376; A 396; A 568; VASE 4,,
A 561,112,HT91,6,𐝎,Haghia Triada - Casa Room 7,LM IB,tablet (page-shaped),KA 𐄁 *326 𐄁 GRA,*304,𐘾 𐄁 𐙲 𐄁 𐙉,𐙘,,,A 561; VASE 1,,
VASE 1,112,HT91,8,𐝀,Haghia Triada - Casa Room 7,LM IB,tablet (page-shaped),*304,"
",𐙘,𐄁,0.1667,A 728,A 561; VASE 1,,
VASE 1,112,HT91,11,𐝀,Haghia Triada - Casa Room 7,LM IB,tablet (page-shaped),"
",,𐄁,,0.1667; 0.1667,A 728,A 561; VASE 1,,
VASE 1,112,HT91,13,𐝀,Haghia Triada - Casa Room 7,LM IB,tablet (page-shaped),,,,,0.1667; 0.1667,A 728,A 561; VASE 1,,
VASE 1,112,HT91,15,𐝀,Haghia Triada - Casa Room 7,LM IB,tablet (page-shaped),,OLE+MI,,𐙋,0.1667; 0.1667,A 728,A 561; VASE 1,,
VASE 1,112,HT91,17,𐝀,Haghia Triada - Casa Room 7,LM IB,tablet (page-shaped),OLE+MI,"
",𐙋,𐘝,0.1667; 0.1667; 0.1667,A 728,A 561; VASE 1,,
VASE 1,112,HT91,19,𐝀,Haghia Triada - Casa Room 7,LM IB,tablet (page-shaped),"
",¹⁄₆,𐘝,𐙍,0.1667; 0.1667; 5,,A 561; VASE 1,,
VASE 1,112,HT91,21,𐝀,Haghia Triada - Casa Room 7,LM IB,tablet (page-shaped),¹⁄₆,≈ ¹⁄₆ VIN ≈ ¹⁄₆,𐙍,𐘡 𐄋 𐘃 𐘭 𐄁,0.1667; 5; 0.1667,,A 561; VASE 1,,
VASE 1,112,HT91,28,𐝀,Haghia Triada - Casa Room 7,LM IB,tablet (page-shaped),¹⁄₆ VIN ≈ ¹⁄₆,"
 TE RI OLE+MI",𐄋 𐘃 𐘭 𐄁,𐘡 𐄉 𐝫 𐝫,5; 0.1667; 3,,A 561; VASE 1,,
A 354,114,HT93a,7,𐚿,Haghia Triada - Casa Room 7,LM IB,tablet (page-shaped),NA 𐄁 GRA PA₃ 𐄁,"12 
 RI NA 𐄁",𐘅 𐄁 𐙉 𐘰 𐄁,𐄐 𐄈 𐘆 𐘭 𐘅,10; 2,,A 329; A 343; A 354; A 400; A 568; VASE 5; VASE 6; VASE 7,,
A 343,114,HT93a,14,𐚴,Haghia Triada - Casa Room 7,LM IB,tablet (page-shaped),"
 RI NA 𐄁 DA+RE+SE","¹⁄₂ 
",𐄈 𐘆 𐘭 𐘅 𐄁,𐄓 𐄉,2; 40; 3; 5,,A 329; A 343; A 354; A 400; A 568; VASE 5; VASE 6; VASE 7,,
